work_order_id,sales_order_id,sku_id,factory_id,planned_qty,planned_start_date,scenario
WO000465,SO00622,SKU0007,F1,222,2025-05-01,after
WO000466,SO00068,SKU0026,F2,62,2025-05-03,after
WO000467,SO00486,SKU0012,F2,60,2025-05-06,after
WO000468,SO00302,SKU0015,F1,161,2025-05-02,after
WO000469,SO00173,SKU0020,F2,122,2025-05-04,after
WO000470,SO00230,SKU0014,F1,155,2025-05-03,after
WO000471,SO00624,SKU0017,F2,58,2025-05-03,after
WO000472,SO00300,SKU0010,F1,173,2025-05-02,after
WO000473,SO00197,SKU0015,F1,75,2025-05-05,after
WO000474,SO00308,SKU0003,F2,130,2025-05-06,after
WO000475,SO00199,SKU0022,F1,85,2025-05-05,after
WO000476,SO00168,SKU0019,F2,170,2025-05-07,after
WO000477,SO00411,SKU0002,F1,199,2025-05-06,after
WO000478,SO00509,SKU0003,F2,159,2025-05-07,after
WO000479,SO00085,SKU0006,F2,31,2025-05-05,after
WO000480,SO00221,SKU0024,F1,176,2025-05-05,after
WO000481,SO00464,SKU0010,F1,157,2025-05-03,after
WO000482,SO00150,SKU0004,F1,365,2025-05-09,after
WO000483,SO00321,SKU0017,F2,118,2025-05-06,after
WO000484,SO00441,SKU0003,F2,84,2025-05-07,after
WO000485,SO00611,SKU0019,F2,69,2025-05-08,after
WO000486,SO00227,SKU0009,F1,112,2025-05-09,after
WO000487,SO00672,SKU0005,F2,116,2025-05-07,after
WO000488,SO00025,SKU0028,F2,49,2025-05-11,after
WO000489,SO00193,SKU0017,F2,85,2025-05-08,after
WO000490,SO00386,SKU0023,F1,192,2025-05-11,after
WO000491,SO00635,SKU0025,F1,82,2025-05-12,after
WO000492,SO00266,SKU0010,F1,124,2025-05-09,after
WO000493,SO00231,SKU0025,F1,188,2025-05-09,after
WO000494,SO00682,SKU0003,F2,174,2025-05-14,after
WO000495,SO00327,SKU0028,F2,163,2025-05-08,after
WO000496,SO00475,SKU0002,F1,56,2025-05-08,after
WO000497,SO00101,SKU0005,F2,105,2025-05-18,after
WO000498,SO00505,SKU0008,F2,52,2025-05-12,after
WO000499,SO00613,SKU0001,F1,136,2025-05-14,after
WO000500,SO00440,SKU0019,F2,67,2025-05-12,after
WO000501,SO00066,SKU0005,F2,101,2025-05-14,after
WO000502,SO00241,SKU0013,F1,164,2025-05-17,after
WO000503,SO00493,SKU0025,F1,258,2025-05-12,after
WO000504,SO00156,SKU0026,F2,163,2025-05-15,after
WO000505,SO00154,SKU0009,F1,140,2025-05-17,after
WO000506,SO00277,SKU0024,F1,60,2025-05-13,after
WO000507,SO00370,SKU0020,F2,53,2025-05-17,after
WO000508,SO00604,SKU0020,F2,199,2025-05-17,after
WO000509,SO00547,SKU0024,F1,89,2025-05-18,after
WO000510,SO00334,SKU0010,F1,112,2025-05-17,after
WO000511,SO00059,SKU0026,F2,138,2025-05-19,after
WO000512,SO00699,SKU0018,F1,160,2025-05-15,after
WO000513,SO00556,SKU0020,F2,54,2025-05-18,after
WO000514,SO00175,SKU0020,F2,119,2025-05-17,after
WO000515,SO00052,SKU0029,F1,242,2025-05-16,after
WO000516,SO00491,SKU0003,F2,44,2025-05-23,after
WO000517,SO00415,SKU0027,F2,165,2025-05-21,after
WO000518,SO00188,SKU0025,F1,157,2025-05-18,after
WO000519,SO00605,SKU0018,F1,55,2025-05-21,after
WO000520,SO00345,SKU0024,F1,296,2025-05-19,after
WO000521,SO00465,SKU0016,F2,46,2025-05-21,after
WO000522,SO00062,SKU0022,F1,54,2025-05-19,after
WO000523,SO00393,SKU0018,F1,72,2025-05-22,after
WO000524,SO00216,SKU0006,F2,114,2025-05-24,after
WO000525,SO00689,SKU0008,F2,63,2025-05-19,after
WO000526,SO00172,SKU0007,F1,222,2025-05-24,after
WO000527,SO00584,SKU0006,F2,69,2025-05-22,after
WO000528,SO00539,SKU0006,F2,195,2025-05-22,after
WO000529,SO00169,SKU0015,F1,251,2025-05-23,after
WO000530,SO00169,SKU0015,F1,246,2025-05-23,after
WO000531,SO00020,SKU0002,F1,122,2025-05-24,after
WO000532,SO00012,SKU0010,F1,200,2025-05-24,after
WO000533,SO00028,SKU0011,F1,139,2025-05-21,after
WO000534,SO00204,SKU0020,F2,88,2025-05-27,after
WO000535,SO00581,SKU0028,F2,245,2025-05-28,after
WO000536,SO00581,SKU0028,F2,233,2025-05-28,after
WO000537,SO00581,SKU0028,F2,237,2025-05-28,after
WO000538,SO00468,SKU0018,F1,153,2025-05-22,after
WO000539,SO00120,SKU0009,F1,198,2025-05-22,after
WO000540,SO00352,SKU0016,F2,83,2025-05-25,after
WO000541,SO00373,SKU0021,F2,107,2025-05-24,after
WO000542,SO00583,SKU0014,F1,97,2025-05-24,after
WO000543,SO00107,SKU0029,F1,201,2025-05-25,after
WO000544,SO00480,SKU0025,F1,74,2025-05-26,after
WO000545,SO00676,SKU0028,F2,84,2025-05-26,after
WO000546,SO00683,SKU0017,F2,116,2025-05-25,after
WO000547,SO00249,SKU0003,F2,129,2025-05-27,after
WO000548,SO00208,SKU0015,F1,60,2025-05-30,after
WO000549,SO00292,SKU0007,F1,82,2025-05-26,after
WO000550,SO00061,SKU0025,F1,138,2025-05-25,after
WO000551,SO00294,SKU0012,F2,117,2025-05-25,after
WO000552,SO00026,SKU0016,F2,147,2025-05-26,after
WO000553,SO00195,SKU0007,F1,100,2025-05-25,after
WO000554,SO00540,SKU0029,F1,50,2025-05-27,after
WO000555,SO00046,SKU0015,F1,291,2025-06-02,after
WO000556,SO00019,SKU0005,F2,43,2025-05-26,after
WO000557,SO00678,SKU0013,F1,92,2025-05-28,after
WO000558,SO00036,SKU0011,F1,128,2025-05-30,after
WO000559,SO00519,SKU0012,F2,76,2025-05-31,after
WO000560,SO00047,SKU0020,F2,30,2025-05-29,after
WO000561,SO00089,SKU0011,F1,63,2025-05-30,after
WO000562,SO00692,SKU0028,F2,199,2025-06-02,after
WO000563,SO00105,SKU0001,F1,49,2025-06-05,after
WO000564,SO00490,SKU0018,F1,163,2025-06-02,after
WO000565,SO00680,SKU0016,F2,140,2025-06-02,after
WO000566,SO00021,SKU0016,F2,70,2025-06-01,after
WO000567,SO00407,SKU0015,F1,191,2025-06-05,after
WO000568,SO00170,SKU0030,F1,55,2025-05-31,after
WO000569,SO00271,SKU0008,F2,29,2025-06-04,after
WO000570,SO00279,SKU0024,F1,399,2025-05-31,after
WO000571,SO00638,SKU0027,F2,141,2025-06-03,after
WO000572,SO00289,SKU0021,F2,205,2025-06-01,after
WO000573,SO00419,SKU0019,F2,156,2025-06-06,after
WO000574,SO00371,SKU0012,F2,214,2025-06-01,after
WO000575,SO00207,SKU0030,F1,85,2025-06-03,after
WO000576,SO00576,SKU0014,F1,90,2025-06-04,after
WO000577,SO00524,SKU0014,F1,95,2025-06-01,after
WO000578,SO00489,SKU0025,F1,145,2025-06-04,after
WO000579,SO00042,SKU0029,F1,56,2025-06-03,after
WO000580,SO00629,SKU0006,F2,93,2025-06-04,after
WO000581,SO00388,SKU0008,F2,51,2025-06-04,after
WO000582,SO00148,SKU0007,F1,130,2025-06-09,after
WO000583,SO00274,SKU0015,F1,92,2025-06-08,after
WO000584,SO00528,SKU0029,F1,61,2025-06-03,after
WO000585,SO00366,SKU0005,F2,119,2025-06-05,after
WO000586,SO00024,SKU0005,F2,55,2025-06-05,after
WO000587,SO00262,SKU0021,F2,89,2025-06-07,after
WO000588,SO00247,SKU0015,F1,67,2025-06-07,after
WO000589,SO00191,SKU0014,F1,49,2025-06-06,after
WO000590,SO00551,SKU0028,F2,41,2025-06-05,after
WO000591,SO00379,SKU0009,F1,36,2025-06-11,after
WO000592,SO00133,SKU0013,F1,100,2025-06-06,after
WO000593,SO00288,SKU0012,F2,99,2025-06-08,after
WO000594,SO00351,SKU0002,F1,172,2025-06-07,after
WO000595,SO00439,SKU0021,F2,62,2025-06-07,after
WO000596,SO00424,SKU0013,F1,67,2025-06-08,after
WO000597,SO00502,SKU0003,F2,137,2025-06-09,after
WO000598,SO00573,SKU0016,F2,86,2025-06-10,after
WO000599,SO00431,SKU0020,F2,68,2025-06-09,after
WO000600,SO00190,SKU0027,F2,56,2025-06-11,after
WO000601,SO00355,SKU0019,F2,22,2025-06-10,after
WO000602,SO00051,SKU0008,F2,42,2025-06-09,after
WO000603,SO00035,SKU0023,F1,106,2025-06-11,after
WO000604,SO00008,SKU0022,F1,148,2025-06-12,after
WO000605,SO00229,SKU0025,F1,68,2025-06-09,after
WO000606,SO00080,SKU0006,F2,41,2025-06-07,after
WO000607,SO00674,SKU0003,F2,64,2025-06-11,after
WO000608,SO00673,SKU0001,F1,20,2025-06-13,after
WO000609,SO00200,SKU0013,F1,227,2025-06-13,after
WO000610,SO00403,SKU0030,F1,69,2025-06-12,after
WO000611,SO00349,SKU0025,F1,114,2025-06-12,after
WO000612,SO00242,SKU0017,F2,50,2025-06-09,after
WO000613,SO00389,SKU0030,F1,117,2025-06-10,after
WO000614,SO00359,SKU0029,F1,123,2025-06-11,after
WO000615,SO00162,SKU0021,F2,30,2025-06-10,after
WO000616,SO00348,SKU0022,F1,124,2025-06-10,after
WO000617,SO00159,SKU0016,F2,85,2025-06-10,after
WO000618,SO00171,SKU0027,F2,47,2025-06-13,after
WO000619,SO00157,SKU0020,F2,125,2025-06-12,after
WO000620,SO00145,SKU0023,F1,111,2025-06-10,after
WO000621,SO00299,SKU0029,F1,106,2025-06-11,after
WO000622,SO00508,SKU0003,F2,139,2025-06-11,after
WO000623,SO00418,SKU0020,F2,166,2025-06-17,after
WO000624,SO00686,SKU0016,F2,173,2025-06-13,after
WO000625,SO00615,SKU0022,F1,55,2025-06-16,after
WO000626,SO00654,SKU0003,F2,78,2025-06-13,after
WO000627,SO00269,SKU0017,F2,103,2025-06-14,after
WO000628,SO00628,SKU0011,F1,89,2025-06-10,after
WO000629,SO00324,SKU0029,F1,186,2025-06-15,after
WO000630,SO00544,SKU0005,F2,137,2025-06-16,after
WO000631,SO00549,SKU0027,F2,85,2025-06-15,after
WO000632,SO00633,SKU0002,F1,83,2025-06-18,after
WO000633,SO00563,SKU0026,F2,55,2025-06-15,after
WO000634,SO00476,SKU0020,F2,86,2025-06-17,after
WO000635,SO00510,SKU0022,F1,44,2025-06-15,after
WO000636,SO00535,SKU0001,F1,87,2025-06-18,after
WO000637,SO00255,SKU0011,F1,93,2025-06-18,after
WO000638,SO00410,SKU0007,F1,25,2025-06-17,after
WO000639,SO00553,SKU0013,F1,85,2025-06-15,after
WO000640,SO00185,SKU0030,F1,103,2025-06-14,after
WO000641,SO00414,SKU0005,F2,143,2025-06-16,after
WO000642,SO00433,SKU0017,F2,77,2025-06-17,after
WO000643,SO00281,SKU0011,F1,48,2025-06-18,after
WO000644,SO00426,SKU0027,F2,55,2025-06-15,after
WO000645,SO00603,SKU0030,F1,57,2025-06-17,after
WO000646,SO00115,SKU0029,F1,114,2025-06-21,after
WO000647,SO00070,SKU0010,F1,139,2025-06-17,after
WO000648,SO00038,SKU0028,F2,155,2025-06-15,after
WO000649,SO00574,SKU0018,F1,120,2025-06-17,after
WO000650,SO00044,SKU0016,F2,48,2025-06-16,after
WO000651,SO00217,SKU0025,F1,103,2025-06-22,after
WO000652,SO00009,SKU0017,F2,141,2025-06-19,after
WO000653,SO00297,SKU0021,F2,182,2025-06-20,after
WO000654,SO00297,SKU0021,F2,199,2025-06-20,after
WO000655,SO00297,SKU0021,F2,186,2025-06-20,after
WO000656,SO00616,SKU0011,F1,104,2025-06-19,after
WO000657,SO00474,SKU0014,F1,75,2025-06-21,after
WO000658,SO00029,SKU0025,F1,70,2025-06-21,after
WO000659,SO00100,SKU0018,F1,90,2025-06-21,after
WO000660,SO00494,SKU0016,F2,55,2025-06-23,after
WO000661,SO00053,SKU0001,F1,67,2025-06-21,after
WO000662,SO00451,SKU0019,F2,155,2025-06-25,after
WO000663,SO00449,SKU0020,F2,86,2025-06-25,after
WO000664,SO00177,SKU0016,F2,29,2025-06-26,after
WO000665,SO00260,SKU0006,F2,47,2025-06-25,after
WO000666,SO00664,SKU0023,F1,34,2025-06-24,after
WO000667,SO00079,SKU0005,F2,103,2025-06-22,after
WO000668,SO00315,SKU0012,F2,38,2025-06-25,after
WO000669,SO00650,SKU0015,F1,77,2025-06-26,after
WO000670,SO00649,SKU0014,F1,155,2025-06-24,after
WO000671,SO00087,SKU0013,F1,209,2025-06-30,after
WO000672,SO00626,SKU0007,F1,242,2025-06-23,after
WO000673,SO00598,SKU0012,F2,29,2025-06-25,after
WO000674,SO00593,SKU0022,F1,207,2025-06-24,after
WO000675,SO00658,SKU0029,F1,119,2025-06-27,after
WO000676,SO00446,SKU0022,F1,29,2025-06-27,after
WO000677,SO00564,SKU0002,F1,62,2025-06-23,after
WO000678,SO00238,SKU0025,F1,73,2025-06-26,after
WO000679,SO00016,SKU0013,F1,66,2025-06-27,after
WO000680,SO00644,SKU0005,F2,98,2025-06-27,after
WO000681,SO00245,SKU0014,F1,119,2025-06-26,after
WO000682,SO00375,SKU0028,F2,127,2025-06-27,after
WO000683,SO00001,SKU0017,F2,155,2025-06-29,after
WO000684,SO00067,SKU0019,F2,193,2025-07-01,after
WO000685,SO00463,SKU0017,F2,146,2025-06-28,after
WO000686,SO00543,SKU0009,F1,51,2025-06-29,after
WO000687,SO00031,SKU0015,F1,92,2025-06-26,after
WO000688,SO00577,SKU0014,F1,153,2025-06-28,after
WO000689,SO00577,SKU0014,F1,153,2025-06-28,after
WO000690,SO00572,SKU0009,F1,48,2025-06-30,after
WO000691,SO00550,SKU0004,F1,67,2025-06-26,after
WO000692,SO00293,SKU0018,F1,55,2025-06-28,after
WO000693,SO00077,SKU0027,F2,144,2025-06-29,after
WO000694,SO00270,SKU0014,F1,52,2025-06-30,after
WO000695,SO00591,SKU0022,F1,107,2025-07-04,after
WO000696,SO00235,SKU0005,F2,102,2025-06-30,after
WO000697,SO00257,SKU0018,F1,44,2025-06-30,after
WO000698,SO00318,SKU0025,F1,82,2025-06-29,after
WO000699,SO00408,SKU0026,F2,81,2025-06-29,after
WO000700,SO00201,SKU0015,F1,170,2025-07-03,after
WO000701,SO00155,SKU0024,F1,66,2025-07-04,after
WO000702,SO00687,SKU0016,F2,20,2025-07-04,after
WO000703,SO00557,SKU0018,F1,75,2025-07-01,after
WO000704,SO00286,SKU0004,F1,40,2025-06-28,after
WO000705,SO00442,SKU0001,F1,30,2025-06-30,after
WO000706,SO00647,SKU0007,F1,98,2025-06-29,after
WO000707,SO00608,SKU0022,F1,127,2025-07-02,after
WO000708,SO00243,SKU0004,F1,74,2025-07-06,after
WO000709,SO00522,SKU0027,F2,93,2025-06-30,after
WO000710,SO00320,SKU0021,F2,83,2025-07-03,after
WO000711,SO00675,SKU0017,F2,85,2025-07-01,after
WO000712,SO00655,SKU0018,F1,165,2025-07-01,after
