order_id,customer_id,sku_id,order_date,due_date,demand_qty,priority,penalty_cost_late,scenario
SO00329,CUST0007,SKU0028,2025-06-30,2025-07-19,33,Std,8.89,before
SO00330,CUST0012,SKU0018,2025-05-05,2025-05-25,171,Std,9.04,before
SO00331,CUST0031,SKU0028,2025-03-19,2025-03-29,117,Std,9.19,before
SO00332,CUST0035,SKU0005,2025-06-25,2025-07-22,61,Std,11.66,before
SO00333,CUST0013,SKU0016,2025-02-01,2025-02-12,87,Launch,14.89,before
SO00334,CUST0032,SKU0024,2025-02-03,2025-02-21,124,Std,16.65,before
SO00335,CUST0007,SKU0022,2025-06-22,2025-07-14,113,Std,7.61,before
SO00336,CUST0032,SKU0015,2025-04-23,2025-04-30,40,Std,36.44,before
SO00337,CUST0010,SKU0003,2025-05-30,2025-06-06,129,Std,17.33,before
SO00338,CUST0026,SKU0019,2025-06-12,2025-07-01,135,Launch,11.17,before
SO00339,CUST0025,SKU0016,2025-03-16,2025-03-30,389,Std,10.21,before
SO00340,CUST0040,SKU0023,2025-02-25,2025-03-04,122,Std,24.07,before
SO00341,CUST0032,SKU0026,2025-06-21,2025-07-08,39,Std,10.63,before
SO00342,CUST0025,SKU0024,2025-04-08,2025-04-29,164,Std,14.14,before
SO00343,CUST0005,SKU0013,2025-04-07,2025-04-22,255,Std,5.93,before
SO00344,CUST0011,SKU0013,2025-01-29,2025-02-24,94,Launch,13.93,before
SO00345,CUST0032,SKU0014,2025-02-03,2025-02-27,119,Std,11.21,before
SO00346,CUST0017,SKU0008,2025-02-23,2025-03-03,68,Launch,14.57,before
SO00347,CUST0034,SKU0020,2025-02-22,2025-03-18,46,Std,13.34,before
SO00348,CUST0010,SKU0010,2025-06-03,2025-06-18,172,Std,9.54,before
SO00349,CUST0005,SKU0028,2025-04-28,2025-05-15,161,Std,7.1,before
SO00350,CUST0009,SKU0007,2025-06-06,2025-06-19,97,Std,16.06,before
SO00351,CUST0016,SKU0020,2025-03-18,2025-04-06,97,Std,9.48,before
SO00352,CUST0001,SKU0015,2025-03-05,2025-03-16,106,Std,12.1,before
SO00353,CUST0028,SKU0019,2025-02-24,2025-03-07,64,Std,17.88,before
SO00354,CUST0010,SKU0028,2025-01-04,2025-01-15,59,Std,14.19,before
SO00355,CUST0002,SKU0006,2025-01-27,2025-02-11,54,Std,16.44,before
SO00356,CUST0032,SKU0030,2025-02-15,2025-03-04,134,Std,7.06,before
SO00357,CUST0021,SKU0030,2025-03-23,2025-04-10,70,Std,13.63,before
SO00358,CUST0013,SKU0022,2025-03-10,2025-04-04,25,Std,14.3,before
SO00359,CUST0009,SKU0011,2025-02-07,2025-03-03,50,Expedite,9.83,before
SO00360,CUST0004,SKU0028,2025-05-15,2025-05-25,63,Std,11.9,before
SO00361,CUST0034,SKU0017,2025-04-27,2025-05-25,89,Launch,10.29,before
SO00362,CUST0035,SKU0018,2025-02-21,2025-03-07,45,Std,13.48,before
SO00363,CUST0002,SKU0012,2025-03-07,2025-03-25,53,Std,16.78,before
SO00364,CUST0004,SKU0007,2025-04-19,2025-05-03,40,Launch,9.5,before
SO00365,CUST0011,SKU0002,2025-05-14,2025-06-01,169,Std,8.54,before
SO00366,CUST0009,SKU0006,2025-05-12,2025-05-22,91,Std,13.46,before
SO00367,CUST0033,SKU0030,2025-01-09,2025-02-02,151,Std,8.96,before
SO00368,CUST0032,SKU0002,2025-05-05,2025-05-26,114,Expedite,17.02,before
SO00369,CUST0037,SKU0025,2025-04-22,2025-05-05,111,Std,27.54,before
SO00370,CUST0012,SKU0022,2025-05-10,2025-05-30,70,Std,15.06,before
SO00371,CUST0007,SKU0019,2025-01-05,2025-01-19,57,Std,18.61,before
SO00372,CUST0020,SKU0003,2025-01-24,2025-02-21,134,Launch,10.46,before
SO00373,CUST0002,SKU0004,2025-03-27,2025-04-19,185,Expedite,18.91,before
SO00374,CUST0019,SKU0021,2025-06-21,2025-07-06,89,Std,16.43,before
SO00375,CUST0008,SKU0020,2025-06-18,2025-07-14,121,Std,16.13,before
SO00376,CUST0007,SKU0021,2025-03-30,2025-04-10,114,Std,12.57,before
SO00377,CUST0009,SKU0026,2025-01-27,2025-02-15,107,Std,15.85,before
SO00378,CUST0033,SKU0019,2025-04-09,2025-04-20,110,Std,15.63,before
SO00379,CUST0036,SKU0022,2025-06-20,2025-07-03,54,Expedite,12.45,before
SO00380,CUST0034,SKU0015,2025-04-12,2025-05-01,91,Std,19.27,before
SO00381,CUST0025,SKU0004,2025-02-12,2025-02-19,66,Expedite,24.28,before
SO00382,CUST0023,SKU0009,2025-03-05,2025-03-18,91,Std,10.01,before
SO00383,CUST0008,SKU0007,2025-06-06,2025-06-17,40,Std,15.68,before
SO00384,CUST0027,SKU0015,2025-02-16,2025-03-10,111,Expedite,26.99,before
SO00385,CUST0014,SKU0007,2025-03-20,2025-04-07,39,Expedite,16.94,before
SO00386,CUST0013,SKU0011,2025-03-27,2025-04-13,228,Std,15.78,before
SO00387,CUST0008,SKU0023,2025-06-18,2025-07-02,81,Std,8.55,before
SO00388,CUST0026,SKU0008,2025-01-16,2025-02-03,61,Std,16.86,before
SO00389,CUST0004,SKU0015,2025-06-29,2025-07-29,190,Std,19.29,before
SO00390,CUST0004,SKU0023,2025-02-19,2025-03-06,118,Std,18.63,before
SO00391,CUST0028,SKU0020,2025-03-23,2025-04-15,26,Std,16.88,before
SO00392,CUST0001,SKU0026,2025-04-17,2025-05-06,153,Expedite,8.99,before
SO00393,CUST0002,SKU0008,2025-05-14,2025-06-06,37,Std,9.79,before
SO00394,CUST0006,SKU0028,2025-05-13,2025-05-31,176,Expedite,5.7,before
SO00395,CUST0033,SKU0016,2025-06-25,2025-07-15,41,Std,14.08,before
SO00396,CUST0006,SKU0005,2025-04-19,2025-05-04,103,Std,16.56,before
SO00397,CUST0016,SKU0007,2025-04-17,2025-05-01,65,Std,16.12,before
SO00398,CUST0033,SKU0015,2025-03-03,2025-03-10,180,Std,10.43,before
SO00399,CUST0018,SKU0007,2025-06-17,2025-07-01,175,Std,6.13,before
SO00400,CUST0009,SKU0029,2025-06-29,2025-07-18,99,Std,38.62,before
SO00401,CUST0025,SKU0026,2025-01-29,2025-02-17,146,Std,10.5,before
SO00402,CUST0018,SKU0018,2025-02-19,2025-03-17,75,Std,15.03,before
SO00403,CUST0016,SKU0008,2025-02-01,2025-02-21,117,Std,18.3,before
SO00404,CUST0034,SKU0006,2025-04-28,2025-05-05,59,Expedite,12.25,before
SO00405,CUST0022,SKU0018,2025-01-04,2025-01-25,117,Std,19.68,before
SO00406,CUST0023,SKU0022,2025-06-28,2025-07-07,86,Std,12.08,before
SO00407,CUST0006,SKU0013,2025-01-24,2025-02-15,129,Std,13.04,before
SO00408,CUST0038,SKU0019,2025-01-28,2025-02-20,63,Expedite,9.72,before
SO00409,CUST0006,SKU0002,2025-06-21,2025-07-15,236,Expedite,14.67,before
SO00410,CUST0007,SKU0013,2025-05-18,2025-06-03,120,Std,18.15,before
SO00411,CUST0026,SKU0026,2025-02-01,2025-02-19,141,Std,13.84,before
SO00412,CUST0023,SKU0028,2025-03-09,2025-03-17,125,Std,23.16,before
SO00413,CUST0031,SKU0013,2025-04-17,2025-04-30,144,Expedite,18.39,before
SO00414,CUST0012,SKU0016,2025-01-10,2025-02-03,38,Std,24.4,before
SO00415,CUST0014,SKU0014,2025-01-05,2025-01-12,80,Std,11.04,before
SO00416,CUST0009,SKU0030,2025-06-11,2025-06-25,91,Std,12.77,before
SO00417,CUST0002,SKU0010,2025-02-05,2025-02-26,117,Std,11.34,before
SO00418,CUST0013,SKU0008,2025-05-26,2025-06-24,54,Std,27.37,before
SO00419,CUST0021,SKU0021,2025-04-03,2025-04-23,157,Std,6.07,before
SO00420,CUST0034,SKU0003,2025-04-21,2025-05-09,43,Std,7.43,before
SO00421,CUST0026,SKU0026,2025-02-13,2025-03-03,53,Std,14.68,before
SO00422,CUST0022,SKU0004,2025-05-26,2025-06-11,68,Std,17.68,before
SO00423,CUST0017,SKU0012,2025-04-04,2025-04-29,168,Std,9.27,before
SO00424,CUST0003,SKU0010,2025-06-29,2025-07-19,344,Expedite,16.8,before
SO00425,CUST0038,SKU0013,2025-03-12,2025-04-02,203,Std,11.97,before
SO00426,CUST0005,SKU0013,2025-04-07,2025-04-23,89,Std,10.84,before
SO00427,CUST0030,SKU0004,2025-04-07,2025-04-14,215,Std,8.31,before
SO00428,CUST0040,SKU0023,2025-02-11,2025-03-05,67,Std,12.78,before
SO00429,CUST0011,SKU0001,2025-06-12,2025-07-08,108,Std,15.14,before
SO00430,CUST0006,SKU0009,2025-05-30,2025-06-06,801,Std,13.17,before
SO00431,CUST0040,SKU0029,2025-02-10,2025-02-20,122,Std,15.83,before
SO00432,CUST0019,SKU0004,2025-03-12,2025-03-25,168,Std,14.17,before
SO00433,CUST0024,SKU0026,2025-03-01,2025-03-23,95,Std,12.16,before
SO00434,CUST0016,SKU0019,2025-02-22,2025-03-13,87,Std,21.39,before
SO00435,CUST0031,SKU0005,2025-05-15,2025-05-25,122,Std,22.12,before
SO00436,CUST0019,SKU0011,2025-04-07,2025-04-29,108,Expedite,9.85,before
SO00437,CUST0019,SKU0006,2025-01-06,2025-01-24,210,Std,14.84,before
SO00438,CUST0010,SKU0014,2025-03-08,2025-03-22,62,Std,12.37,before
SO00439,CUST0027,SKU0018,2025-05-16,2025-05-27,179,Expedite,14.59,before
SO00440,CUST0040,SKU0008,2025-01-24,2025-02-09,51,Std,9.42,before
SO00441,CUST0030,SKU0028,2025-05-20,2025-06-13,95,Std,6.84,before
SO00442,CUST0040,SKU0002,2025-03-14,2025-03-31,225,Std,18.98,before
SO00443,CUST0031,SKU0012,2025-06-21,2025-07-05,113,Expedite,9.31,before
SO00444,CUST0005,SKU0023,2025-02-05,2025-02-22,179,Std,10.61,before
SO00445,CUST0010,SKU0030,2025-05-27,2025-06-22,246,Expedite,5.61,before
SO00446,CUST0021,SKU0009,2025-05-22,2025-06-06,64,Std,17.91,before
SO00447,CUST0007,SKU0016,2025-05-13,2025-05-30,96,Expedite,13.29,before
SO00448,CUST0009,SKU0012,2025-06-14,2025-06-29,100,Expedite,16.36,before
SO00449,CUST0005,SKU0025,2025-05-05,2025-05-24,192,Std,10.99,before
SO00450,CUST0009,SKU0012,2025-05-01,2025-05-11,261,Launch,18.47,before
SO00451,CUST0003,SKU0021,2025-01-09,2025-01-23,39,Launch,16.93,before
SO00452,CUST0007,SKU0027,2025-04-03,2025-04-18,103,Std,15.56,before
SO00453,CUST0005,SKU0022,2025-03-22,2025-03-29,21,Std,14.36,before
SO00454,CUST0034,SKU0029,2025-03-26,2025-04-19,458,Std,12.31,before
SO00455,CUST0006,SKU0019,2025-01-24,2025-02-12,77,Std,10.84,before
SO00456,CUST0018,SKU0028,2025-05-12,2025-05-29,126,Launch,13.52,before
SO00457,CUST0035,SKU0016,2025-06-01,2025-06-22,202,Std,17.31,before
SO00458,CUST0028,SKU0014,2025-05-14,2025-06-03,236,Std,6.02,before
SO00459,CUST0011,SKU0028,2025-02-04,2025-02-19,100,Expedite,16.28,before
SO00460,CUST0023,SKU0003,2025-03-27,2025-04-09,179,Std,20.46,before
SO00461,CUST0010,SKU0029,2025-03-29,2025-04-23,239,Std,7.55,before
SO00462,CUST0001,SKU0027,2025-06-23,2025-07-11,103,Launch,15.76,before
SO00463,CUST0006,SKU0023,2025-06-07,2025-07-04,164,Std,12.6,before
SO00464,CUST0025,SKU0013,2025-06-17,2025-06-27,102,Std,18.56,before
SO00465,CUST0032,SKU0008,2025-02-02,2025-02-14,72,Std,11.17,before
SO00466,CUST0029,SKU0014,2025-05-29,2025-06-26,122,Std,8.02,before
SO00467,CUST0008,SKU0013,2025-06-10,2025-06-19,173,Std,20.07,before
SO00468,CUST0002,SKU0013,2025-06-15,2025-07-07,248,Std,12.51,before
SO00469,CUST0007,SKU0001,2025-05-28,2025-06-05,145,Launch,10.4,before
SO00470,CUST0025,SKU0024,2025-06-29,2025-07-28,96,Std,11.42,before
SO00471,CUST0028,SKU0001,2025-01-31,2025-02-11,50,Std,7.03,before
SO00472,CUST0018,SKU0005,2025-05-16,2025-05-29,112,Std,6.5,before
SO00473,CUST0010,SKU0020,2025-06-15,2025-07-04,137,Launch,15.88,before
SO00474,CUST0008,SKU0016,2025-06-08,2025-06-29,402,Std,18.0,before
SO00475,CUST0014,SKU0010,2025-04-17,2025-05-06,177,Std,15.08,before
SO00476,CUST0030,SKU0014,2025-02-19,2025-03-09,121,Std,36.7,before
SO00477,CUST0013,SKU0010,2025-06-02,2025-06-13,93,Expedite,18.67,before
SO00478,CUST0005,SKU0007,2025-03-29,2025-04-20,98,Std,16.39,before
SO00479,CUST0021,SKU0018,2025-03-26,2025-04-16,318,Std,20.16,before
SO00480,CUST0024,SKU0007,2025-03-19,2025-04-10,42,Std,15.02,before
SO00481,CUST0038,SKU0019,2025-02-13,2025-02-25,72,Expedite,11.26,before
SO00482,CUST0013,SKU0006,2025-04-23,2025-05-04,110,Launch,9.42,before
SO00483,CUST0014,SKU0020,2025-01-22,2025-02-09,113,Expedite,7.18,before
SO00484,CUST0036,SKU0020,2025-01-07,2025-02-01,88,Std,25.51,before
SO00485,CUST0029,SKU0025,2025-04-21,2025-05-07,130,Expedite,12.34,before
SO00486,CUST0009,SKU0008,2025-03-07,2025-03-23,147,Std,14.68,before
SO00487,CUST0001,SKU0021,2025-03-30,2025-04-20,128,Std,11.17,before
SO00488,CUST0020,SKU0009,2025-06-19,2025-07-12,271,Expedite,17.24,before
SO00489,CUST0022,SKU0021,2025-05-28,2025-06-14,199,Std,12.11,before
SO00490,CUST0021,SKU0022,2025-04-24,2025-05-16,123,Std,20.71,before
SO00491,CUST0025,SKU0008,2025-04-02,2025-04-23,154,Std,15.73,before
SO00492,CUST0034,SKU0005,2025-02-07,2025-03-07,297,Std,13.05,before
SO00493,CUST0023,SKU0011,2025-03-10,2025-03-19,207,Expedite,12.2,before
SO00494,CUST0038,SKU0030,2025-04-09,2025-04-19,81,Std,12.65,before
SO00495,CUST0025,SKU0002,2025-06-21,2025-07-12,205,Launch,16.87,before
SO00496,CUST0034,SKU0010,2025-05-24,2025-05-31,97,Std,9.82,before
SO00497,CUST0014,SKU0014,2025-04-08,2025-04-21,202,Std,20.84,before
SO00498,CUST0033,SKU0009,2025-01-04,2025-01-23,226,Expedite,9.93,before
SO00499,CUST0015,SKU0014,2025-05-05,2025-05-23,235,Std,14.49,before
SO00500,CUST0027,SKU0007,2025-01-18,2025-02-07,44,Std,27.18,before
SO00501,CUST0010,SKU0021,2025-06-15,2025-06-28,80,Expedite,11.94,before
SO00502,CUST0032,SKU0019,2025-06-03,2025-06-24,155,Launch,9.75,before
SO00503,CUST0024,SKU0004,2025-01-21,2025-02-08,48,Std,10.51,before
SO00504,CUST0025,SKU0014,2025-06-24,2025-07-12,59,Std,12.97,before
SO00505,CUST0028,SKU0009,2025-02-25,2025-03-06,78,Std,11.94,before
SO00506,CUST0032,SKU0002,2025-06-25,2025-07-02,78,Std,7.72,before
SO00507,CUST0034,SKU0025,2025-06-23,2025-07-07,129,Std,20.99,before
SO00508,CUST0009,SKU0009,2025-05-20,2025-06-01,38,Std,27.41,before
SO00509,CUST0033,SKU0021,2025-02-10,2025-02-25,24,Std,7.19,before
SO00510,CUST0022,SKU0004,2025-06-16,2025-06-30,66,Expedite,15.94,before
SO00511,CUST0024,SKU0006,2025-04-01,2025-04-14,46,Std,11.51,before
SO00512,CUST0006,SKU0011,2025-03-09,2025-03-24,195,Std,10.33,before
SO00513,CUST0034,SKU0018,2025-04-26,2025-05-14,319,Std,18.56,before
SO00514,CUST0028,SKU0013,2025-01-25,2025-02-04,128,Expedite,15.21,before
SO00515,CUST0033,SKU0018,2025-03-24,2025-04-08,52,Std,13.14,before
SO00516,CUST0004,SKU0026,2025-04-06,2025-04-30,76,Std,14.16,before
SO00517,CUST0034,SKU0003,2025-02-07,2025-02-22,111,Std,10.01,before
SO00518,CUST0016,SKU0002,2025-03-24,2025-03-31,83,Std,21.34,before
SO00519,CUST0035,SKU0023,2025-01-02,2025-01-25,231,Std,10.96,before
SO00520,CUST0007,SKU0009,2025-06-04,2025-06-27,89,Expedite,16.44,before
SO00521,CUST0008,SKU0030,2025-04-23,2025-05-05,70,Expedite,18.13,before
SO00522,CUST0032,SKU0002,2025-05-18,2025-06-16,34,Std,10.61,before
SO00523,CUST0037,SKU0002,2025-05-03,2025-05-16,46,Std,16.75,before
SO00524,CUST0001,SKU0009,2025-02-07,2025-03-09,360,Expedite,7.89,before
SO00525,CUST0033,SKU0018,2025-06-22,2025-07-09,116,Std,14.57,before
SO00526,CUST0013,SKU0015,2025-03-03,2025-03-22,141,Std,12.86,before
SO00527,CUST0026,SKU0022,2025-06-11,2025-07-01,52,Std,14.91,before
SO00528,CUST0008,SKU0024,2025-01-25,2025-02-16,84,Launch,9.03,before
SO00529,CUST0036,SKU0004,2025-04-10,2025-04-26,176,Std,19.0,before
SO00530,CUST0021,SKU0019,2025-02-07,2025-02-23,162,Std,11.0,before
SO00531,CUST0010,SKU0003,2025-05-04,2025-05-21,129,Std,11.78,before
SO00532,CUST0019,SKU0007,2025-03-04,2025-04-04,112,Std,12.07,before
SO00533,CUST0010,SKU0027,2025-06-19,2025-07-08,122,Std,13.36,before
SO00534,CUST0021,SKU0018,2025-04-01,2025-04-28,181,Std,16.0,before
SO00535,CUST0028,SKU0020,2025-06-28,2025-07-07,102,Std,9.09,before
SO00536,CUST0023,SKU0018,2025-04-20,2025-04-28,208,Std,11.05,before
SO00537,CUST0011,SKU0025,2025-01-25,2025-02-24,191,Std,6.26,before
SO00538,CUST0028,SKU0010,2025-06-19,2025-07-03,234,Std,11.71,before
SO00539,CUST0017,SKU0028,2025-02-13,2025-03-02,115,Std,5.88,before
SO00540,CUST0018,SKU0018,2025-01-18,2025-01-26,68,Std,9.15,before
SO00541,CUST0008,SKU0021,2025-05-10,2025-05-26,135,Std,12.09,before
SO00542,CUST0019,SKU0011,2025-03-21,2025-04-13,90,Expedite,10.47,before
SO00543,CUST0016,SKU0015,2025-06-21,2025-07-08,332,Std,27.08,before
SO00544,CUST0015,SKU0010,2025-03-24,2025-04-08,171,Std,21.75,before
SO00545,CUST0021,SKU0023,2025-04-01,2025-04-18,64,Std,11.8,before
SO00546,CUST0020,SKU0027,2025-02-03,2025-02-14,55,Std,13.68,before
SO00547,CUST0038,SKU0022,2025-01-31,2025-02-14,61,Std,13.21,before
SO00548,CUST0017,SKU0018,2025-05-03,2025-05-30,187,Std,13.71,before
SO00549,CUST0019,SKU0005,2025-04-07,2025-04-30,51,Std,7.09,before
SO00550,CUST0032,SKU0020,2025-01-02,2025-01-14,90,Std,19.53,before
SO00551,CUST0020,SKU0022,2025-04-15,2025-04-22,77,Expedite,10.61,before
SO00552,CUST0015,SKU0009,2025-03-12,2025-04-10,79,Expedite,7.89,before
SO00553,CUST0020,SKU0010,2025-01-07,2025-01-19,157,Expedite,13.59,before
SO00554,CUST0021,SKU0022,2025-06-24,2025-07-08,132,Std,32.03,before
SO00555,CUST0026,SKU0016,2025-02-22,2025-03-02,119,Launch,10.66,before
SO00556,CUST0025,SKU0012,2025-04-22,2025-04-30,91,Std,14.26,before
SO00557,CUST0036,SKU0011,2025-03-14,2025-04-13,496,Std,16.8,before
SO00558,CUST0021,SKU0020,2025-01-24,2025-02-08,20,Expedite,13.47,before
SO00559,CUST0011,SKU0001,2025-05-19,2025-06-01,28,Std,22.98,before
SO00560,CUST0011,SKU0013,2025-02-01,2025-02-16,112,Launch,12.68,before
SO00561,CUST0032,SKU0001,2025-05-31,2025-06-16,55,Launch,15.65,before
SO00562,CUST0007,SKU0001,2025-01-02,2025-01-09,56,Std,9.95,before
SO00563,CUST0024,SKU0011,2025-04-15,2025-05-09,292,Std,13.77,before
SO00564,CUST0028,SKU0014,2025-01-02,2025-01-19,46,Std,10.55,before
SO00565,CUST0019,SKU0017,2025-02-13,2025-02-22,118,Std,18.47,before
SO00566,CUST0009,SKU0004,2025-04-23,2025-05-14,218,Std,12.06,before
SO00567,CUST0038,SKU0027,2025-06-06,2025-06-25,139,Std,13.25,before
SO00568,CUST0034,SKU0011,2025-01-23,2025-02-06,21,Std,14.71,before
SO00569,CUST0011,SKU0029,2025-01-03,2025-01-18,61,Std,13.86,before
SO00570,CUST0012,SKU0007,2025-02-08,2025-02-27,84,Std,37.21,before
SO00571,CUST0023,SKU0002,2025-05-23,2025-06-19,67,Std,10.83,before
SO00572,CUST0038,SKU0006,2025-06-06,2025-06-28,194,Std,9.95,before
SO00573,CUST0033,SKU0019,2025-02-22,2025-03-17,48,Std,8.6,before
SO00574,CUST0005,SKU0022,2025-01-14,2025-01-29,72,Std,15.72,before
SO00575,CUST0019,SKU0009,2025-01-05,2025-01-27,75,Std,5.58,before
SO00576,CUST0020,SKU0029,2025-03-12,2025-03-28,291,Std,10.67,before
SO00577,CUST0034,SKU0019,2025-05-05,2025-05-26,91,Std,5.0,before
SO00578,CUST0033,SKU0017,2025-02-02,2025-02-26,58,Std,8.59,before
SO00579,CUST0035,SKU0013,2025-02-11,2025-02-28,109,Expedite,22.22,before
SO00580,CUST0020,SKU0018,2025-01-12,2025-02-11,80,Std,16.74,before
SO00581,CUST0004,SKU0020,2025-06-30,2025-07-16,49,Std,15.01,before
SO00582,CUST0039,SKU0028,2025-06-20,2025-07-09,74,Std,18.62,before
SO00583,CUST0007,SKU0009,2025-02-13,2025-03-07,119,Std,14.95,before
SO00584,CUST0011,SKU0002,2025-01-21,2025-02-09,83,Std,7.72,before
SO00585,CUST0029,SKU0027,2025-06-11,2025-07-01,71,Std,12.95,before
SO00586,CUST0029,SKU0004,2025-06-01,2025-06-22,71,Launch,17.52,before
SO00587,CUST0013,SKU0006,2025-01-01,2025-01-09,105,Std,19.2,before
SO00588,CUST0004,SKU0005,2025-03-14,2025-04-05,117,Std,6.07,before
SO00589,CUST0016,SKU0007,2025-06-02,2025-06-24,38,Std,5.07,before
SO00590,CUST0005,SKU0013,2025-03-04,2025-03-22,215,Std,22.09,before
SO00591,CUST0027,SKU0016,2025-03-17,2025-04-07,114,Std,14.76,before
SO00592,CUST0036,SKU0007,2025-06-17,2025-07-05,120,Std,15.42,before
SO00593,CUST0040,SKU0014,2025-02-27,2025-03-13,31,Std,12.68,before
SO00594,CUST0022,SKU0011,2025-05-07,2025-05-28,185,Std,29.57,before
SO00595,CUST0040,SKU0005,2025-02-27,2025-03-17,36,Expedite,12.0,before
SO00596,CUST0013,SKU0008,2025-02-13,2025-03-02,33,Std,14.17,before
SO00597,CUST0021,SKU0024,2025-06-27,2025-07-20,64,Expedite,14.12,before
SO00598,CUST0035,SKU0004,2025-06-01,2025-06-13,208,Std,13.66,before
SO00599,CUST0038,SKU0011,2025-04-24,2025-05-14,164,Expedite,12.2,before
SO00600,CUST0025,SKU0010,2025-03-29,2025-04-19,171,Std,10.06,before
SO00601,CUST0030,SKU0005,2025-01-08,2025-01-27,85,Expedite,13.74,before
SO00602,CUST0006,SKU0026,2025-03-13,2025-03-31,100,Expedite,14.7,before
SO00603,CUST0009,SKU0021,2025-02-22,2025-03-10,90,Std,10.94,before
SO00604,CUST0017,SKU0023,2025-03-19,2025-04-11,113,Std,25.82,before
SO00605,CUST0031,SKU0020,2025-05-05,2025-05-19,182,Std,17.16,before
SO00606,CUST0003,SKU0005,2025-03-31,2025-04-17,105,Std,14.87,before
SO00607,CUST0031,SKU0022,2025-01-15,2025-02-11,55,Std,10.72,before
SO00608,CUST0016,SKU0009,2025-05-30,2025-06-15,75,Std,18.25,before
SO00609,CUST0022,SKU0028,2025-04-03,2025-04-22,66,Std,11.95,before
SO00610,CUST0020,SKU0009,2025-06-19,2025-06-28,33,Std,8.26,before
SO00611,CUST0014,SKU0013,2025-02-19,2025-03-23,131,Std,14.68,before
SO00612,CUST0020,SKU0011,2025-05-23,2025-06-13,247,Std,15.56,before
SO00613,CUST0018,SKU0004,2025-04-26,2025-05-12,231,Std,17.24,before
SO00614,CUST0025,SKU0018,2025-03-16,2025-04-02,156,Expedite,11.64,before
SO00615,CUST0039,SKU0030,2025-06-14,2025-06-24,42,Std,9.83,before
SO00616,CUST0022,SKU0025,2025-04-18,2025-04-26,107,Std,11.59,before
SO00617,CUST0002,SKU0021,2025-05-10,2025-05-17,166,Std,11.89,before
SO00618,CUST0004,SKU0022,2025-04-02,2025-04-19,124,Std,15.08,before
SO00619,CUST0013,SKU0019,2025-02-10,2025-03-06,68,Launch,9.42,before
SO00620,CUST0025,SKU0028,2025-04-06,2025-04-21,94,Std,11.66,before
SO00621,CUST0031,SKU0012,2025-02-15,2025-03-03,73,Std,31.38,before
SO00622,CUST0038,SKU0018,2025-01-26,2025-02-07,66,Launch,11.02,before
SO00623,CUST0039,SKU0023,2025-05-10,2025-06-05,448,Expedite,10.14,before
SO00624,CUST0033,SKU0006,2025-06-09,2025-07-03,98,Launch,14.52,before
SO00625,CUST0004,SKU0014,2025-03-28,2025-04-16,92,Std,15.04,before
SO00626,CUST0028,SKU0004,2025-01-21,2025-02-14,81,Std,14.23,before
SO00627,CUST0038,SKU0009,2025-02-20,2025-03-10,121,Std,18.58,before
SO00628,CUST0032,SKU0009,2025-06-02,2025-06-09,146,Std,10.46,before
SO00629,CUST0037,SKU0024,2025-04-24,2025-05-28,28,Std,17.47,before
SO00630,CUST0034,SKU0004,2025-06-21,2025-07-07,230,Std,11.59,before
SO00631,CUST0034,SKU0013,2025-03-19,2025-03-26,37,Launch,11.41,before
SO00632,CUST0040,SKU0017,2025-05-26,2025-06-07,81,Std,11.91,before
SO00633,CUST0028,SKU0022,2025-03-24,2025-04-15,119,Expedite,10.43,before
SO00634,CUST0030,SKU0024,2025-04-29,2025-05-22,42,Std,12.08,before
SO00635,CUST0018,SKU0026,2025-06-04,2025-06-15,70,Expedite,20.25,before
SO00636,CUST0029,SKU0007,2025-06-02,2025-06-24,32,Expedite,13.57,before
SO00637,CUST0029,SKU0022,2025-03-25,2025-04-15,323,Std,7.73,before
SO00638,CUST0035,SKU0007,2025-03-17,2025-03-30,91,Std,25.44,before
SO00639,CUST0038,SKU0001,2025-06-20,2025-06-30,46,Std,12.46,before
SO00640,CUST0034,SKU0027,2025-01-09,2025-01-24,263,Std,15.86,before
SO00641,CUST0036,SKU0019,2025-06-01,2025-06-13,170,Std,7.33,before
SO00642,CUST0038,SKU0015,2025-01-21,2025-02-17,278,Std,16.2,before
SO00643,CUST0039,SKU0030,2025-06-30,2025-07-17,90,Expedite,8.8,before
SO00644,CUST0037,SKU0004,2025-05-24,2025-06-12,324,Std,14.15,before
SO00645,CUST0019,SKU0001,2025-04-20,2025-05-06,120,Std,13.13,before
SO00646,CUST0033,SKU0027,2025-06-09,2025-06-19,49,Std,10.98,before
SO00647,CUST0040,SKU0001,2025-06-12,2025-07-14,62,Std,11.97,before
SO00648,CUST0026,SKU0003,2025-06-20,2025-07-07,42,Launch,8.19,before
SO00649,CUST0002,SKU0027,2025-03-17,2025-04-05,204,Launch,15.3,before
SO00650,CUST0014,SKU0024,2025-05-02,2025-05-18,212,Std,13.2,before
SO00651,CUST0012,SKU0021,2025-06-16,2025-06-30,103,Std,30.6,before
SO00652,CUST0004,SKU0030,2025-04-14,2025-05-04,82,Std,14.84,before
SO00653,CUST0032,SKU0019,2025-03-26,2025-04-14,109,Std,10.52,before
SO00654,CUST0034,SKU0027,2025-01-10,2025-01-28,94,Std,17.47,before
SO00655,CUST0017,SKU0001,2025-04-30,2025-05-31,81,Std,9.78,before
SO00656,CUST0030,SKU0001,2025-03-23,2025-03-31,152,Expedite,27.53,before
SO00657,CUST0029,SKU0005,2025-02-07,2025-02-28,60,Expedite,11.07,before
