work_order_id,sales_order_id,sku_id,factory_id,planned_qty,planned_start_date,scenario
WO000465,SO00349,SKU0028,F2,180,2025-05-05,before
WO000466,SO00030,SKU0002,F1,198,2025-04-28,before
WO000467,SO00030,SKU0002,F1,170,2025-04-28,before
WO000468,SO00699,SKU0007,F1,126,2025-04-30,before
WO000469,SO00116,SKU0028,F2,100,2025-05-03,before
WO000470,SO00317,SKU0022,F1,155,2025-05-04,before
WO000471,SO00634,SKU0024,F1,46,2025-05-02,before
WO000472,SO00660,SKU0012,F2,69,2025-05-03,before
WO000473,SO00655,SKU0001,F1,89,2025-05-01,before
WO000474,SO00188,SKU0027,F2,74,2025-05-06,before
WO000475,SO00049,SKU0015,F1,153,2025-05-01,before
WO000476,SO00120,SKU0013,F1,22,2025-05-07,before
WO000477,SO00223,SKU0005,F2,38,2025-05-03,before
WO000478,SO00039,SKU0021,F2,138,2025-05-02,before
WO000479,SO00450,SKU0012,F2,127,2025-05-05,before
WO000480,SO00450,SKU0012,F2,154,2025-05-05,before
WO000481,SO00212,SKU0011,F1,229,2025-05-03,before
WO000482,SO00189,SKU0001,F1,56,2025-05-07,before
WO000483,SO00650,SKU0024,F1,227,2025-05-07,before
WO000484,SO00326,SKU0025,F1,150,2025-05-08,before
WO000485,SO00178,SKU0030,F1,93,2025-05-05,before
WO000486,SO00523,SKU0002,F1,48,2025-05-07,before
WO000487,SO00548,SKU0018,F1,195,2025-05-07,before
WO000488,SO00082,SKU0005,F2,48,2025-05-06,before
WO000489,SO00531,SKU0003,F2,147,2025-05-07,before
WO000490,SO00108,SKU0025,F1,110,2025-05-05,before
WO000491,SO00175,SKU0029,F1,127,2025-05-08,before
WO000492,SO00499,SKU0014,F1,256,2025-05-08,before
WO000493,SO00605,SKU0020,F2,203,2025-05-09,before
WO000494,SO00577,SKU0019,F2,100,2025-05-05,before
WO000495,SO00449,SKU0025,F1,203,2025-05-07,before
WO000496,SO00330,SKU0018,F1,177,2025-05-06,before
WO000497,SO00368,SKU0002,F1,121,2025-05-07,before
WO000498,SO00259,SKU0017,F2,146,2025-05-09,before
WO000499,SO00287,SKU0016,F2,293,2025-05-07,before
WO000500,SO00217,SKU0004,F1,155,2025-05-10,before
WO000501,SO00324,SKU0028,F2,238,2025-05-11,before
WO000502,SO00594,SKU0011,F1,207,2025-05-13,before
WO000503,SO00045,SKU0010,F1,133,2025-05-09,before
WO000504,SO00328,SKU0014,F1,77,2025-05-10,before
WO000505,SO00661,SKU0025,F1,145,2025-05-10,before
WO000506,SO00081,SKU0030,F1,158,2025-05-10,before
WO000507,SO00148,SKU0023,F1,98,2025-05-13,before
WO000508,SO00004,SKU0001,F1,63,2025-05-12,before
WO000509,SO00138,SKU0003,F2,89,2025-05-13,before
WO000510,SO00667,SKU0016,F2,58,2025-05-14,before
WO000511,SO00238,SKU0003,F2,98,2025-05-15,before
WO000512,SO00064,SKU0018,F1,112,2025-05-10,before
WO000513,SO00541,SKU0021,F2,145,2025-05-16,before
WO000514,SO00370,SKU0022,F1,74,2025-05-12,before
WO000515,SO00041,SKU0002,F1,76,2025-05-14,before
WO000516,SO00697,SKU0027,F2,92,2025-05-12,before
WO000517,SO00617,SKU0021,F2,172,2025-05-15,before
WO000518,SO00623,SKU0023,F1,237,2025-05-13,before
WO000519,SO00623,SKU0023,F1,239,2025-05-13,before
WO000520,SO00306,SKU0013,F1,153,2025-05-11,before
WO000521,SO00366,SKU0006,F2,100,2025-05-14,before
WO000522,SO00456,SKU0028,F2,139,2025-05-12,before
WO000523,SO00156,SKU0028,F2,76,2025-05-21,before
WO000524,SO00051,SKU0011,F1,74,2025-05-15,before
WO000525,SO00132,SKU0007,F1,128,2025-05-15,before
WO000526,SO00394,SKU0028,F2,190,2025-05-24,before
WO000527,SO00447,SKU0016,F2,108,2025-05-20,before
WO000528,SO00365,SKU0002,F1,185,2025-05-18,before
WO000529,SO00215,SKU0027,F2,123,2025-05-15,before
WO000530,SO00691,SKU0019,F2,53,2025-05-18,before
WO000531,SO00393,SKU0008,F2,40,2025-05-18,before
WO000532,SO00458,SKU0014,F1,246,2025-05-15,before
WO000533,SO00020,SKU0015,F1,102,2025-05-14,before
WO000534,SO00360,SKU0028,F2,66,2025-05-15,before
WO000535,SO00107,SKU0025,F1,342,2025-05-19,before
WO000536,SO00220,SKU0016,F2,99,2025-05-23,before
WO000537,SO00435,SKU0005,F2,139,2025-05-19,before
WO000538,SO00692,SKU0024,F1,137,2025-05-18,before
WO000539,SO00472,SKU0005,F2,120,2025-05-19,before
WO000540,SO00076,SKU0006,F2,96,2025-05-19,before
WO000541,SO00077,SKU0010,F1,319,2025-05-19,before
WO000542,SO00439,SKU0018,F1,189,2025-05-20,before
WO000543,SO00173,SKU0019,F2,214,2025-05-18,before
WO000544,SO00522,SKU0002,F1,38,2025-05-23,before
WO000545,SO00410,SKU0013,F1,129,2025-05-25,before
WO000546,SO00245,SKU0026,F2,92,2025-05-18,before
WO000547,SO00559,SKU0001,F1,29,2025-05-21,before
WO000548,SO00035,SKU0020,F2,101,2025-05-21,before
WO000549,SO00441,SKU0028,F2,99,2025-05-24,before
WO000550,SO00136,SKU0025,F1,245,2025-05-26,before
WO000551,SO00284,SKU0027,F2,224,2025-05-24,before
WO000552,SO00060,SKU0029,F1,62,2025-05-23,before
WO000553,SO00508,SKU0009,F1,43,2025-05-20,before
WO000554,SO00201,SKU0006,F2,51,2025-05-26,before
WO000555,SO00446,SKU0009,F1,70,2025-05-27,before
WO000556,SO00285,SKU0016,F2,102,2025-05-29,before
WO000557,SO00694,SKU0018,F1,64,2025-05-26,before
WO000558,SO00211,SKU0007,F1,46,2025-05-25,before
WO000559,SO00612,SKU0011,F1,271,2025-05-29,before
WO000560,SO00007,SKU0018,F1,211,2025-05-29,before
WO000561,SO00008,SKU0012,F2,130,2025-05-31,before
WO000562,SO00571,SKU0002,F1,71,2025-05-26,before
WO000563,SO00158,SKU0009,F1,400,2025-05-29,before
WO000564,SO00140,SKU0001,F1,74,2025-05-30,before
WO000565,SO00644,SKU0004,F1,182,2025-05-26,before
WO000566,SO00644,SKU0004,F1,179,2025-05-26,before
WO000567,SO00496,SKU0010,F1,110,2025-05-29,before
WO000568,SO00105,SKU0022,F1,70,2025-05-30,before
WO000569,SO00632,SKU0017,F2,85,2025-05-29,before
WO000570,SO00233,SKU0030,F1,37,2025-05-28,before
WO000571,SO00086,SKU0027,F2,93,2025-05-30,before
WO000572,SO00418,SKU0008,F2,59,2025-05-26,before
WO000573,SO00422,SKU0004,F1,73,2025-05-29,before
WO000574,SO00151,SKU0016,F2,106,2025-05-27,before
WO000575,SO00445,SKU0030,F1,257,2025-05-28,before
WO000576,SO00489,SKU0021,F2,212,2025-05-29,before
WO000577,SO00262,SKU0029,F1,169,2025-05-29,before
WO000578,SO00469,SKU0001,F1,163,2025-05-28,before
WO000579,SO00693,SKU0014,F1,95,2025-06-02,before
WO000580,SO00466,SKU0014,F1,133,2025-05-29,before
WO000581,SO00022,SKU0025,F1,183,2025-06-04,before
WO000582,SO00608,SKU0009,F1,84,2025-06-04,before
WO000583,SO00337,SKU0003,F2,137,2025-06-02,before
WO000584,SO00430,SKU0009,F1,421,2025-06-03,before
WO000585,SO00430,SKU0009,F1,408,2025-06-03,before
WO000586,SO00098,SKU0002,F1,61,2025-05-30,before
WO000587,SO00272,SKU0023,F1,120,2025-06-03,before
WO000588,SO00083,SKU0002,F1,140,2025-06-02,before
WO000589,SO00561,SKU0001,F1,57,2025-06-04,before
WO000590,SO00170,SKU0021,F2,208,2025-06-04,before
WO000591,SO00598,SKU0004,F1,224,2025-06-01,before
WO000592,SO00586,SKU0004,F1,76,2025-06-02,before
WO000593,SO00641,SKU0019,F2,184,2025-06-03,before
WO000594,SO00457,SKU0016,F2,210,2025-06-05,before
WO000595,SO00477,SKU0010,F1,97,2025-06-02,before
WO000596,SO00659,SKU0019,F2,88,2025-06-04,before
WO000597,SO00636,SKU0007,F1,35,2025-06-07,before
WO000598,SO00628,SKU0009,F1,153,2025-06-04,before
WO000599,SO00589,SKU0007,F1,41,2025-06-08,before
WO000600,SO00321,SKU0015,F1,200,2025-06-07,before
WO000601,SO00085,SKU0014,F1,69,2025-06-03,before
WO000602,SO00502,SKU0019,F2,166,2025-06-09,before
WO000603,SO00348,SKU0010,F1,191,2025-06-09,before
WO000604,SO00635,SKU0026,F2,76,2025-06-06,before
WO000605,SO00520,SKU0009,F1,92,2025-06-09,before
WO000606,SO00229,SKU0026,F2,285,2025-06-06,before
WO000607,SO00268,SKU0004,F1,225,2025-06-08,before
WO000608,SO00235,SKU0013,F1,97,2025-06-12,before
WO000609,SO00234,SKU0021,F2,52,2025-06-07,before
WO000610,SO00350,SKU0007,F1,106,2025-06-08,before
WO000611,SO00012,SKU0010,F1,96,2025-06-06,before
WO000612,SO00572,SKU0006,F2,209,2025-06-09,before
WO000613,SO00567,SKU0027,F2,156,2025-06-07,before
WO000614,SO00099,SKU0026,F2,61,2025-06-08,before
WO000615,SO00383,SKU0007,F1,45,2025-06-10,before
WO000616,SO00313,SKU0002,F1,83,2025-06-09,before
WO000617,SO00005,SKU0025,F1,107,2025-06-07,before
WO000618,SO00463,SKU0023,F1,175,2025-06-09,before
WO000619,SO00073,SKU0026,F2,156,2025-06-15,before
WO000620,SO00474,SKU0016,F2,225,2025-06-13,before
WO000621,SO00474,SKU0016,F2,204,2025-06-13,before
WO000622,SO00624,SKU0006,F2,107,2025-06-12,before
WO000623,SO00295,SKU0021,F2,94,2025-06-10,before
WO000624,SO00646,SKU0027,F2,52,2025-06-11,before
WO000625,SO00200,SKU0019,F2,44,2025-06-12,before
WO000626,SO00254,SKU0025,F1,97,2025-06-14,before
WO000627,SO00467,SKU0013,F1,192,2025-06-16,before
WO000628,SO00416,SKU0030,F1,99,2025-06-16,before
WO000629,SO00585,SKU0027,F2,80,2025-06-14,before
WO000630,SO00163,SKU0028,F2,46,2025-06-15,before
WO000631,SO00527,SKU0022,F1,54,2025-06-14,before
WO000632,SO00203,SKU0008,F2,59,2025-06-15,before
WO000633,SO00429,SKU0001,F1,117,2025-06-13,before
WO000634,SO00118,SKU0026,F2,98,2025-06-14,before
WO000635,SO00338,SKU0019,F2,142,2025-06-13,before
WO000636,SO00647,SKU0001,F1,67,2025-06-17,before
WO000637,SO00052,SKU0012,F2,102,2025-06-15,before
WO000638,SO00137,SKU0016,F2,44,2025-06-15,before
WO000639,SO00277,SKU0021,F2,107,2025-06-20,before
WO000640,SO00615,SKU0030,F1,47,2025-06-16,before
WO000641,SO00448,SKU0012,F2,111,2025-06-22,before
WO000642,SO00468,SKU0013,F1,259,2025-06-15,before
WO000643,SO00473,SKU0020,F2,152,2025-06-20,before
WO000644,SO00092,SKU0024,F1,184,2025-06-15,before
WO000645,SO00143,SKU0023,F1,102,2025-06-17,before
WO000646,SO00501,SKU0021,F2,86,2025-06-18,before
WO000647,SO00068,SKU0010,F1,219,2025-06-20,before
WO000648,SO00510,SKU0004,F1,73,2025-06-20,before
WO000649,SO00651,SKU0021,F2,110,2025-06-16,before
WO000650,SO00013,SKU0021,F2,41,2025-06-20,before
WO000651,SO00592,SKU0007,F1,126,2025-06-17,before
WO000652,SO00292,SKU0030,F1,122,2025-06-24,before
WO000653,SO00399,SKU0007,F1,182,2025-06-18,before
WO000654,SO00464,SKU0013,F1,115,2025-06-20,before
WO000655,SO00387,SKU0023,F1,86,2025-06-21,before
WO000656,SO00375,SKU0020,F2,133,2025-06-20,before
WO000657,SO00538,SKU0010,F1,262,2025-06-19,before
WO000658,SO00533,SKU0027,F2,129,2025-06-24,before
WO000659,SO00053,SKU0027,F2,124,2025-06-20,before
WO000660,SO00610,SKU0009,F1,35,2025-06-21,before
WO000661,SO00488,SKU0009,F1,302,2025-06-20,before
WO000662,SO00267,SKU0002,F1,164,2025-06-24,before
WO000663,SO00305,SKU0023,F1,118,2025-06-29,before
WO000664,SO00648,SKU0003,F2,43,2025-06-23,before
WO000665,SO00066,SKU0016,F2,104,2025-06-25,before
WO000666,SO00582,SKU0028,F2,78,2025-06-23,before
WO000667,SO00379,SKU0022,F1,58,2025-06-26,before
WO000668,SO00639,SKU0001,F1,51,2025-06-23,before
WO000669,SO00341,SKU0026,F2,41,2025-06-24,before
WO000670,SO00495,SKU0002,F1,233,2025-06-23,before
WO000671,SO00630,SKU0004,F1,250,2025-06-27,before
WO000672,SO00543,SKU0015,F1,342,2025-06-25,before
WO000673,SO00153,SKU0007,F1,103,2025-06-25,before
WO000674,SO00409,SKU0002,F1,252,2025-06-26,before
WO000675,SO00443,SKU0012,F2,120,2025-06-26,before
WO000676,SO00091,SKU0009,F1,154,2025-06-24,before
WO000677,SO00161,SKU0006,F2,90,2025-06-22,before
WO000678,SO00374,SKU0021,F2,98,2025-06-27,before
WO000679,SO00198,SKU0027,F2,70,2025-06-25,before
WO000680,SO00525,SKU0018,F1,129,2025-06-26,before
WO000681,SO00335,SKU0022,F1,117,2025-06-29,before
WO000682,SO00462,SKU0027,F2,107,2025-06-26,before
WO000683,SO00274,SKU0022,F1,111,2025-06-24,before
WO000684,SO00507,SKU0025,F1,144,2025-06-24,before
WO000685,SO00154,SKU0024,F1,132,2025-06-27,before
WO000686,SO00700,SKU0019,F2,34,2025-06-27,before
WO000687,SO00554,SKU0022,F1,149,2025-06-28,before
WO000688,SO00323,SKU0016,F2,73,2025-06-28,before
WO000689,SO00050,SKU0026,F2,160,2025-06-26,before
WO000690,SO00504,SKU0014,F1,66,2025-06-27,before
WO000691,SO00186,SKU0007,F1,77,2025-06-28,before
WO000692,SO00680,SKU0018,F1,213,2025-06-27,before
WO000693,SO00395,SKU0016,F2,44,2025-06-28,before
WO000694,SO00672,SKU0026,F2,121,2025-06-29,before
WO000695,SO00506,SKU0002,F1,86,2025-06-29,before
WO000696,SO00332,SKU0005,F2,66,2025-06-25,before
WO000697,SO00228,SKU0021,F2,49,2025-06-26,before
WO000698,SO00597,SKU0024,F1,69,2025-06-28,before
WO000699,SO00125,SKU0009,F1,164,2025-06-29,before
WO000700,SO00090,SKU0029,F1,60,2025-06-27,before
WO000701,SO00406,SKU0022,F1,98,2025-07-02,before
WO000702,SO00197,SKU0020,F2,68,2025-07-01,before
WO000703,SO00231,SKU0015,F1,111,2025-07-02,before
WO000704,SO00535,SKU0020,F2,110,2025-07-04,before
WO000705,SO00196,SKU0021,F2,117,2025-07-02,before
WO000706,SO00246,SKU0017,F2,57,2025-07-03,before
WO000707,SO00424,SKU0010,F1,391,2025-07-01,before
WO000708,SO00400,SKU0029,F1,107,2025-07-03,before
WO000709,SO00389,SKU0015,F1,210,2025-07-05,before
WO000710,SO00470,SKU0024,F1,108,2025-07-03,before
WO000711,SO00311,SKU0002,F1,269,2025-07-01,before
WO000712,SO00300,SKU0021,F2,155,2025-07-03,before
WO000713,SO00687,SKU0025,F1,105,2025-07-02,before
WO000714,SO00282,SKU0006,F2,23,2025-07-08,before
WO000715,SO00581,SKU0020,F2,54,2025-07-02,before
WO000716,SO00329,SKU0028,F2,36,2025-07-03,before
WO000717,SO00643,SKU0030,F1,96,2025-07-02,before
