inspection_id,event_id,work_order_id,sku_id,factory_id,production_line_id,inspection_time,inspector_id,inspection_stage,qty_checked,result,defect_code,defects_found_qty,scenario
QI000194,EV0002488,WO000371,SKU0010,F1,F1-L3,2025-04-12 03:31:20.747045,INSP018,QC_FINAL,16,PASS,,0,before
QI000195,EV0002055,WO000307,SKU0028,F2,F2-L2,2025-03-26 20:29:13.511816,INSP001,QC_FINAL,24,PASS,,0,before
QI000196,EV0004830,WO000714,SKU0006,F2,F2-L2,2025-07-09 07:54:42.856049,INSP011,PACK,11,PASS,,0,before
QI000197,EV0003594,WO000534,SKU0028,F2,F2-L3,2025-05-17 06:03:41.038513,INSP013,QC_FINAL,51,PASS,,0,before
QI000198,EV0001890,WO000283,SKU0011,F1,F1-L3,2025-03-20 20:57:34.341138,INSP002,CUT,110,PASS,,0,before
QI000199,EV0003847,WO000571,SKU0027,F2,F2-L3,2025-06-01 00:20:01.395415,INSP005,QC_FINAL,25,PASS,,0,before
QI000200,EV0001532,WO000229,SKU0021,F2,F2-L2,2025-03-06 13:45:02.623822,INSP006,QC_FINAL,103,PASS,,0,before
QI000201,EV0002614,WO000390,SKU0004,F1,F1-L2,2025-04-14 18:46:03.296230,INSP004,QC_INLINE,15,PASS,,0,before
QI000202,EV0004256,WO000630,SKU0028,F2,F2-L3,2025-06-16 05:30:55.835103,INSP001,QC_INLINE,9,FAIL,THREAD_BREAK,1,before
QI000203,EV0004157,WO000616,SKU0002,F1,F1-L1,2025-06-10 11:31:29.974307,INSP014,QC_INLINE,51,PASS,,0,before
QI000204,EV0002697,WO000402,SKU0002,F1,F1-L2,2025-04-15 21:50:35.571794,INSP003,SEW,211,FAIL,MEASURE_OOS,61,before
QI000205,EV0001822,WO000272,SKU0018,F1,F1-L2,2025-03-22 05:50:16.877367,INSP011,QC_FINAL,204,PASS,,0,before
QI000206,EV0003597,WO000535,SKU0025,F1,F1-L3,2025-05-26 00:41:36.386362,INSP012,SEW,13,FAIL,MEASURE_OOS,2,before
QI000207,EV0000354,WO000053,SKU0007,F1,F1-L1,2025-01-22 20:08:14.330735,INSP005,FINISH,156,PASS,,0,before
QI000208,EV0001232,WO000185,SKU0012,F2,F2-L3,2025-02-19 01:32:20.002706,INSP002,QC_INLINE,55,FAIL,MEASURE_OOS,10,before
QI000209,EV0000015,WO000003,SKU0028,F2,F2-L2,2025-01-08 22:47:58.835494,INSP010,QC_INLINE,149,FAIL,PRINT_MISALIGN,26,before
QI000210,EV0000799,WO000120,SKU0026,F2,F2-L2,2025-02-05 23:31:33.037673,INSP002,QC_FINAL,121,PASS,,0,before
QI000211,EV0000206,WO000031,SKU0019,F2,F2-L2,2025-01-13 22:01:57.307968,INSP018,QC_FINAL,49,PASS,,0,before
QI000212,EV0003062,WO000456,SKU0016,F2,F2-L3,2025-05-03 01:10:21.269203,INSP012,QC_INLINE,24,FAIL,MEASURE_OOS,4,before
QI000213,EV0004342,WO000642,SKU0013,F1,F1-L1,2025-06-20 23:31:01.976845,INSP018,PACK,164,PASS,,0,before
QI000214,EV0001205,WO000181,SKU0018,F1,F1-L3,2025-02-19 21:10:39.829172,INSP011,QC_INLINE,160,FAIL,WRINKLE,10,before
QI000215,EV0000311,WO000047,SKU0025,F1,F1-L3,2025-01-17 09:46:06.097981,INSP002,QC_INLINE,30,PASS,,0,before
QI000216,EV0000625,WO000094,SKU0021,F2,F2-L3,2025-02-02 08:57:20.947859,INSP012,QC_INLINE,31,PASS,,0,before
QI000217,EV0003346,WO000497,SKU0002,F1,F1-L1,2025-05-09 13:11:00.563426,INSP018,PACK,21,PASS,,0,before
QI000218,EV0001021,WO000154,SKU0019,F2,F2-L3,2025-02-16 15:00:00.320493,INSP015,QC_INLINE,61,FAIL,ZIPPER_FAIL,2,before
QI000219,EV0004076,WO000604,SKU0026,F2,F2-L1,2025-06-08 14:40:57.004397,INSP009,REWORK,5,FAIL,MEASURE_OOS,1,before
QI000220,EV0003912,WO000581,SKU0025,F1,F1-L3,2025-06-09 01:23:46.940550,INSP005,QC_INLINE,137,PASS,,0,before
QI000221,EV0000396,WO000059,SKU0013,F1,F1-L2,2025-01-23 19:25:43.102561,INSP006,PACK,6,PASS,,0,before
QI000222,EV0003664,WO000544,SKU0002,F1,F1-L1,2025-05-23 23:56:44.677783,INSP011,FINISH,22,PASS,,0,before
QI000223,EV0003804,WO000565,SKU0004,F1,F1-L3,2025-05-28 10:51:59.339253,INSP006,SEW,165,FAIL,THREAD_BREAK,14,before
QI000224,EV0002209,WO000330,SKU0029,F1,F1-L3,2025-04-03 21:41:26.087128,INSP016,FINISH,201,PASS,,0,before
QI000225,EV0003078,WO000458,SKU0011,F1,F1-L1,2025-05-03 21:31:05.507178,INSP004,QC_FINAL,97,PASS,,0,before
QI000226,EV0003887,WO000577,SKU0029,F1,F1-L3,2025-05-31 03:53:08.164960,INSP014,QC_FINAL,97,FAIL,MEASURE_OOS,12,before
QI000227,EV0004724,WO000699,SKU0009,F1,F1-L1,2025-07-01 08:58:31.969076,INSP007,QC_INLINE,50,PASS,,0,before
QI000228,EV0004250,WO000629,SKU0027,F2,F2-L1,2025-06-15 10:25:03.305415,INSP002,QC_INLINE,20,PASS,,0,before
QI000229,EV0002020,WO000302,SKU0020,F2,F2-L1,2025-03-23 08:05:44.119266,INSP013,QC_INLINE,65,PASS,,0,before
QI000230,EV0003010,WO000448,SKU0010,F1,F1-L1,2025-05-04 01:48:23.169921,INSP004,QC_FINAL,168,PASS,,0,before
QI000231,EV0003775,WO000561,SKU0012,F2,F2-L3,2025-06-02 21:27:41.291873,INSP010,QC_INLINE,67,PASS,,0,before
QI000232,EV0000458,WO000069,SKU0013,F1,F1-L3,2025-01-22 15:59:20.354036,INSP018,QC_FINAL,108,FAIL,ZIPPER_FAIL,10,before
QI000233,EV0004598,WO000680,SKU0018,F1,F1-L3,2025-06-28 02:24:45.179792,INSP002,REWORK,5,PASS,,0,before
QI000234,EV0001984,WO000296,SKU0016,F2,F2-L3,2025-03-21 19:54:58.871518,INSP006,QC_FINAL,27,PASS,,0,before
QI000235,EV0003484,WO000518,SKU0023,F1,F1-L2,2025-05-16 13:56:25.529919,INSP004,QC_INLINE,113,PASS,,0,before
QI000236,EV0003797,WO000564,SKU0001,F1,F1-L1,2025-06-01 09:01:47.732896,INSP017,QC_INLINE,22,PASS,,0,before
QI000237,EV0000616,WO000092,SKU0025,F1,F1-L3,2025-02-02 15:05:15.922607,INSP017,PACK,202,PASS,,0,before
QI000238,EV0003989,WO000592,SKU0004,F1,F1-L1,2025-06-03 09:39:22.129327,INSP001,QC_INLINE,5,PASS,,0,before
QI000239,EV0000063,WO000010,SKU0020,F2,F2-L3,2025-01-05 04:25:36.206575,INSP014,QC_INLINE,19,PASS,,0,before
QI000240,EV0003547,WO000527,SKU0016,F2,F2-L1,2025-05-23 11:36:59.895900,INSP002,PACK,76,PASS,,0,before
QI000241,EV0001720,WO000257,SKU0026,F2,F2-L3,2025-03-13 14:47:01.976028,INSP002,REWORK,5,PASS,,0,before
QI000242,EV0002882,WO000429,SKU0001,F1,F1-L3,2025-04-26 22:18:49.538149,INSP017,PACK,72,PASS,,0,before
QI000243,EV0000652,WO000098,SKU0026,F2,F2-L1,2025-02-02 13:05:14.771725,INSP015,FINISH,74,PASS,,0,before
QI000244,EV0000024,WO000004,SKU0023,F1,F1-L2,2025-01-07 20:47:09.943088,INSP014,QC_FINAL,89,PASS,,0,before
QI000245,EV0001246,WO000187,SKU0022,F1,F1-L3,2025-02-21 22:08:35.151686,INSP002,FINISH,13,FAIL,WRINKLE,1,before
QI000246,EV0002349,WO000351,SKU0023,F1,F1-L2,2025-04-07 10:11:06.415301,INSP016,QC_INLINE,16,PASS,,0,before
QI000247,EV0002045,WO000306,SKU0013,F1,F1-L2,2025-03-24 07:24:29.668268,INSP002,QC_INLINE,28,PASS,,0,before
QI000248,EV0003420,WO000509,SKU0003,F2,F2-L3,2025-05-13 17:08:42.511252,INSP012,CUT,37,PASS,,0,before
QI000249,EV0001842,WO000275,SKU0029,F1,F1-L2,2025-03-17 13:33:56.364881,INSP013,QC_FINAL,85,PASS,,0,before
QI000250,EV0002183,WO000326,SKU0002,F1,F1-L1,2025-03-26 00:03:14.163132,INSP014,QC_FINAL,51,FAIL,SEAM_SKIP,4,before
QI000251,EV0000075,WO000011,SKU0029,F1,F1-L1,2025-01-05 04:31:44.859601,INSP006,PACK,36,HOLD,PRINT_MISALIGN,2,before
QI000252,EV0002167,WO000324,SKU0010,F1,F1-L2,2025-03-30 09:59:50.075838,INSP001,QC_INLINE,69,FAIL,THREAD_BREAK,16,before
QI000253,EV0003481,WO000517,SKU0021,F2,F2-L3,2025-05-19 18:51:53.657385,INSP010,PACK,134,FAIL,LABEL_WRONG,2,before
QI000254,EV0002267,WO000339,SKU0006,F2,F2-L1,2025-04-05 15:31:11.008622,INSP015,QC_INLINE,135,HOLD,PRINT_MISALIGN,5,before
QI000255,EV0003502,WO000520,SKU0013,F1,F1-L2,2025-05-14 22:16:03.757347,INSP008,PACK,24,PASS,,0,before
QI000256,EV0001307,WO000196,SKU0002,F1,F1-L3,2025-02-26 18:57:14.445854,INSP015,QC_FINAL,153,PASS,,0,before
QI000257,EV0004847,WO000717,SKU0030,F1,F1-L3,2025-07-04 08:28:59.728275,INSP007,QC_INLINE,70,PASS,,0,before
QI000258,EV0000623,WO000094,SKU0021,F2,F2-L1,2025-02-01 14:05:29.859458,INSP015,CUT,18,PASS,,0,before
QI000259,EV0003414,WO000508,SKU0001,F1,F1-L2,2025-05-14 01:23:53.184236,INSP005,QC_INLINE,53,PASS,,0,before
QI000260,EV0002274,WO000340,SKU0010,F1,F1-L3,2025-04-07 07:46:51.684524,INSP016,QC_INLINE,174,FAIL,MEASURE_OOS,22,before
QI000261,EV0002841,WO000423,SKU0005,F2,F2-L1,2025-04-23 06:45:06.482343,INSP001,PACK,23,HOLD,SEAM_SKIP,1,before
QI000262,EV0002554,WO000381,SKU0004,F1,F1-L3,2025-04-12 05:50:37.010431,INSP010,QC_INLINE,181,FAIL,THREAD_BREAK,77,before
QI000263,EV0001738,WO000260,SKU0008,F2,F2-L1,2025-03-08 19:58:07.318005,INSP003,CUT,159,PASS,,0,before
QI000264,EV0001301,WO000195,SKU0002,F1,F1-L1,2025-02-26 19:34:07.114970,INSP009,QC_FINAL,124,PASS,,0,before
QI000265,EV0001402,WO000210,SKU0020,F2,F2-L1,2025-02-27 15:37:17.447779,INSP003,QC_FINAL,28,FAIL,SEAM_SKIP,4,before
QI000266,EV0002469,WO000368,SKU0025,F1,F1-L3,2025-04-07 23:23:40.901338,INSP003,QC_FINAL,79,FAIL,THREAD_BREAK,9,before
QI000267,EV0003397,WO000505,SKU0025,F1,F1-L2,2025-05-14 18:05:35.463208,INSP004,QC_FINAL,145,PASS,,0,before
QI000268,EV0001531,WO000229,SKU0021,F2,F2-L1,2025-03-06 13:06:49.420399,INSP012,FINISH,14,PASS,,0,before
QI000269,EV0003788,WO000563,SKU0009,F1,F1-L3,2025-06-03 03:38:56.306944,INSP015,SEW,79,FAIL,SEAM_SKIP,8,before
QI000270,EV0000639,WO000096,SKU0008,F2,F2-L1,2025-02-02 01:39:47.539932,INSP007,FINISH,8,PASS,,0,before
QI000271,EV0004252,WO000629,SKU0027,F2,F2-L1,2025-06-15 16:37:47.350600,INSP018,QC_FINAL,37,PASS,,0,before
QI000272,EV0001714,WO000256,SKU0018,F1,F1-L3,2025-03-08 07:36:07.260222,INSP008,QC_FINAL,10,PASS,,0,before
QI000273,EV0001262,WO000189,SKU0003,F2,F2-L2,2025-02-20 13:27:58.097233,INSP009,PACK,30,PASS,,0,before
QI000274,EV0004678,WO000692,SKU0018,F1,F1-L2,2025-06-29 06:12:12.393089,INSP005,QC_INLINE,18,PASS,,0,before
QI000275,EV0004679,WO000692,SKU0018,F1,F1-L3,2025-06-29 14:09:49.933852,INSP014,FINISH,68,PASS,,0,before
QI000276,EV0000685,WO000103,SKU0020,F2,F2-L2,2025-02-02 15:05:26.221452,INSP006,FINISH,55,PASS,,0,before
QI000277,EV0004446,WO000658,SKU0027,F2,F2-L3,2025-06-24 20:46:58.918005,INSP010,CUT,54,PASS,,0,before
QI000278,EV0001417,WO000212,SKU0020,F2,F2-L1,2025-02-26 04:48:28.916426,INSP011,QC_FINAL,166,PASS,,0,before
QI000279,EV0004692,WO000694,SKU0026,F2,F2-L2,2025-07-02 20:48:47.356861,INSP013,QC_FINAL,59,FAIL,PRINT_MISALIGN,12,before
QI000280,EV0002967,WO000442,SKU0025,F1,F1-L2,2025-05-02 19:45:02.630712,INSP005,FINISH,12,PASS,,0,before
QI000281,EV0001633,WO000244,SKU0014,F1,F1-L2,2025-03-10 09:22:54.399382,INSP010,FINISH,104,PASS,,0,before
QI000282,EV0002170,WO000324,SKU0010,F1,F1-L2,2025-03-31 03:14:16.094356,INSP007,QC_FINAL,12,PASS,,0,before
QI000283,EV0002028,WO000303,SKU0023,F1,F1-L2,2025-03-23 12:46:15.532682,INSP007,QC_FINAL,29,PASS,,0,before
QI000284,EV0000566,WO000085,SKU0003,F2,F2-L3,2025-01-28 15:19:08.672927,INSP017,FINISH,53,PASS,,0,before
QI000285,EV0004108,WO000609,SKU0021,F2,F2-L1,2025-06-08 11:04:21.331865,INSP007,QC_INLINE,36,PASS,,0,before
QI000286,EV0002067,WO000309,SKU0018,F1,F1-L2,2025-03-25 07:39:57.091796,INSP003,QC_INLINE,33,FAIL,LABEL_WRONG,4,before
QI000287,EV0001708,WO000255,SKU0009,F1,F1-L1,2025-03-07 02:07:21.546386,INSP002,QC_FINAL,24,FAIL,THREAD_BREAK,1,before
QI000288,EV0001703,WO000254,SKU0024,F1,F1-L1,2025-03-09 01:28:36.548512,INSP006,PACK,87,PASS,,0,before
QI000289,EV0003124,WO000465,SKU0028,F2,F2-L3,2025-05-09 01:56:26.681917,INSP005,QC_INLINE,125,PASS,,0,before
QI000290,EV0003267,WO000486,SKU0002,F1,F1-L2,2025-05-07 12:07:54.105792,INSP016,CUT,16,PASS,,0,before
QI000291,EV0002714,WO000404,SKU0020,F2,F2-L3,2025-04-15 20:56:41.356824,INSP011,REWORK,5,PASS,,0,before
QI000292,EV0003109,WO000463,SKU0027,F2,F2-L2,2025-04-30 18:36:46.807593,INSP014,SEW,9,PASS,,0,before
QI000293,EV0000351,WO000053,SKU0007,F1,F1-L3,2025-01-18 00:22:43.518431,INSP018,CUT,90,PASS,,0,before
QI000294,EV0002495,WO000372,SKU0023,F1,F1-L1,2025-04-16 02:27:00.238184,INSP004,QC_FINAL,120,PASS,,0,before
QI000295,EV0003331,WO000495,SKU0025,F1,F1-L3,2025-05-12 10:37:14.473007,INSP012,PACK,30,PASS,,0,before
QI000296,EV0001220,WO000183,SKU0009,F1,F1-L1,2025-02-19 00:46:31.175856,INSP016,FINISH,102,PASS,,0,before
QI000297,EV0000647,WO000097,SKU0006,F2,F2-L2,2025-01-29 03:39:58.758815,INSP004,QC_FINAL,46,PASS,,0,before
QI000298,EV0000223,WO000034,SKU0016,F2,F2-L3,2025-01-16 18:25:03.011053,INSP018,FINISH,43,PASS,,0,before
QI000299,EV0002857,WO000426,SKU0020,F2,F2-L1,2025-04-24 15:53:16.149253,INSP011,QC_INLINE,31,PASS,,0,before
QI000300,EV0000328,WO000049,SKU0028,F2,F2-L3,2025-01-19 05:07:01.426742,INSP007,FINISH,77,PASS,,0,before
QI000301,EV0001809,WO000270,SKU0011,F1,F1-L1,2025-03-18 18:06:20.480622,INSP010,QC_FINAL,136,PASS,,0,before
QI000302,EV0003595,WO000534,SKU0028,F2,F2-L2,2025-05-17 06:06:00.437931,INSP002,PACK,43,PASS,,0,before
QI000303,EV0003035,WO000452,SKU0010,F1,F1-L3,2025-04-28 10:01:13.557971,INSP008,SEW,51,PASS,,0,before
QI000304,EV0003913,WO000581,SKU0025,F1,F1-L3,2025-06-09 13:28:06.442822,INSP011,FINISH,100,PASS,,0,before
QI000305,EV0004118,WO000610,SKU0007,F1,F1-L3,2025-06-10 10:01:31.088456,INSP011,QC_FINAL,57,PASS,,0,before
QI000306,EV0000279,WO000042,SKU0008,F2,F2-L3,2025-01-20 06:17:56.163993,INSP016,FINISH,7,PASS,,0,before
QI000307,EV0004822,WO000713,SKU0025,F1,F1-L2,2025-07-05 11:50:17.548105,INSP001,QC_FINAL,98,PASS,,0,before
QI000308,EV0002531,WO000377,SKU0029,F1,F1-L3,2025-04-14 04:17:32.989446,INSP012,QC_FINAL,207,PASS,,0,before
QI000309,EV0001293,WO000194,SKU0011,F1,F1-L1,2025-02-18 08:20:51.048943,INSP007,REWORK,5,PASS,,0,before
QI000310,EV0002467,WO000368,SKU0025,F1,F1-L2,2025-04-07 12:33:47.815562,INSP004,QC_INLINE,24,FAIL,LABEL_WRONG,5,before
QI000311,EV0003832,WO000569,SKU0017,F2,F2-L3,2025-05-31 03:02:53.803413,INSP004,QC_INLINE,82,PASS,,0,before
QI000312,EV0003511,WO000522,SKU0028,F2,F2-L1,2025-05-14 18:37:39.518207,INSP001,QC_INLINE,68,PASS,,0,before
QI000313,EV0003576,WO000532,SKU0014,F1,F1-L1,2025-05-19 00:56:54.118429,INSP016,SEW,196,FAIL,STAIN,19,before
QI000314,EV0004130,WO000612,SKU0006,F2,F2-L3,2025-06-14 00:40:20.530076,INSP009,QC_INLINE,154,PASS,,0,before
QI000315,EV0001810,WO000270,SKU0011,F1,F1-L1,2025-03-18 22:30:29.449120,INSP016,PACK,52,PASS,,0,before
QI000316,EV0000818,WO000123,SKU0009,F1,F1-L1,2025-02-07 00:17:58.156287,INSP010,FINISH,74,PASS,,0,before
QI000317,EV0004733,WO000700,SKU0029,F1,F1-L2,2025-06-28 06:46:55.565922,INSP007,FINISH,56,PASS,,0,before
QI000318,EV0004826,WO000714,SKU0006,F2,F2-L3,2025-07-09 04:29:57.144630,INSP012,QC_INLINE,10,FAIL,WRINKLE,4,before
QI000319,EV0000488,WO000074,SKU0015,F1,F1-L3,2025-01-28 17:44:37.202478,INSP008,QC_INLINE,174,FAIL,SEAM_SKIP,24,before
QI000320,EV0003635,WO000540,SKU0006,F2,F2-L2,2025-05-22 02:03:00.999386,INSP009,FINISH,58,PASS,,0,before
QI000321,EV0002945,WO000439,SKU0030,F1,F1-L1,2025-04-27 05:25:42.611083,INSP011,QC_INLINE,28,FAIL,LABEL_WRONG,8,before
QI000322,EV0004399,WO000651,SKU0007,F1,F1-L2,2025-06-19 21:13:00.287439,INSP005,QC_INLINE,49,PASS,,0,before
QI000323,EV0002569,WO000383,SKU0020,F2,F2-L3,2025-04-17 15:32:12.533663,INSP017,FINISH,41,FAIL,THREAD_BREAK,3,before
QI000324,EV0002740,WO000408,SKU0022,F1,F1-L2,2025-04-18 03:36:10.237147,INSP006,FINISH,41,PASS,,0,before
QI000325,EV0002477,WO000370,SKU0030,F1,F1-L1,2025-04-05 13:08:15.685683,INSP017,CUT,42,PASS,,0,before
QI000326,EV0004141,WO000614,SKU0026,F2,F2-L2,2025-06-08 16:19:55.218054,INSP014,CUT,18,PASS,,0,before
QI000327,EV0000080,WO000012,SKU0006,F2,F2-L1,2025-01-10 21:59:19.007574,INSP013,QC_FINAL,62,PASS,,0,before
QI000328,EV0004477,WO000662,SKU0002,F1,F1-L1,2025-06-26 13:24:21.295501,INSP012,QC_INLINE,11,PASS,,0,before
QI000329,EV0003736,WO000555,SKU0009,F1,F1-L3,2025-05-28 13:05:46.965032,INSP006,QC_INLINE,30,FAIL,SEAM_SKIP,1,before
QI000330,EV0001030,WO000155,SKU0005,F2,F2-L1,2025-02-09 03:24:57.989970,INSP013,QC_FINAL,31,PASS,,0,before
QI000331,EV0000710,WO000107,SKU0004,F1,F1-L1,2025-02-04 02:53:52.538417,INSP014,SEW,35,PASS,,0,before
QI000332,EV0004247,WO000628,SKU0030,F1,F1-L2,2025-06-19 09:34:27.716964,INSP013,PACK,99,PASS,,0,before
QI000333,EV0004126,WO000611,SKU0010,F1,F1-L2,2025-06-08 17:01:02.689563,INSP011,QC_FINAL,50,PASS,,0,before
QI000334,EV0000329,WO000049,SKU0028,F2,F2-L1,2025-01-19 08:47:32.574408,INSP009,QC_FINAL,18,PASS,,0,before
QI000335,EV0000516,WO000078,SKU0020,F2,F2-L3,2025-01-22 22:15:55.482345,INSP014,QC_INLINE,31,FAIL,SEAM_SKIP,6,before
QI000336,EV0000224,WO000034,SKU0016,F2,F2-L3,2025-01-16 18:49:55.447478,INSP014,QC_FINAL,41,PASS,,0,before
QI000337,EV0001448,WO000217,SKU0019,F2,F2-L3,2025-03-04 03:39:33.433351,INSP014,QC_INLINE,63,FAIL,STAIN,15,before
QI000338,EV0004422,WO000654,SKU0013,F1,F1-L3,2025-06-22 20:44:00.274436,INSP004,QC_FINAL,92,PASS,,0,before
QI000339,EV0002988,WO000445,SKU0015,F1,F1-L1,2025-04-26 08:34:57.965649,INSP015,QC_FINAL,8,FAIL,THREAD_BREAK,1,before
QI000340,EV0000954,WO000144,SKU0010,F1,F1-L1,2025-02-11 04:17:40.662909,INSP005,QC_INLINE,131,FAIL,SEAM_SKIP,22,before
QI000341,EV0002241,WO000335,SKU0003,F2,F2-L3,2025-04-04 15:12:06.231516,INSP013,QC_INLINE,157,PASS,,0,before
QI000342,EV0001334,WO000200,SKU0016,F2,F2-L3,2025-02-28 10:25:11.839465,INSP003,REWORK,5,PASS,,0,before
QI000343,EV0002844,WO000424,SKU0007,F1,F1-L2,2025-04-21 08:27:23.522421,INSP015,QC_INLINE,5,PASS,,0,before
QI000344,EV0003880,WO000576,SKU0021,F2,F2-L2,2025-06-03 19:55:00.723212,INSP017,REWORK,5,PASS,,0,before
QI000345,EV0002595,WO000387,SKU0029,F1,F1-L3,2025-04-10 01:47:07.704444,INSP014,FINISH,9,PASS,,0,before
QI000346,EV0003816,WO000566,SKU0004,F1,F1-L2,2025-05-29 10:28:34.517531,INSP001,PACK,165,PASS,,0,before
QI000347,EV0001020,WO000154,SKU0019,F2,F2-L3,2025-02-16 12:48:24.304927,INSP017,SEW,81,PASS,,0,before
QI000348,EV0003789,WO000563,SKU0009,F1,F1-L2,2025-06-03 09:45:51.581326,INSP011,QC_INLINE,77,PASS,,0,before
QI000349,EV0004619,WO000683,SKU0022,F1,F1-L2,2025-06-26 23:19:50.174520,INSP017,QC_FINAL,22,PASS,,0,before
QI000350,EV0002464,WO000367,SKU0013,F1,F1-L2,2025-04-15 11:15:32.301138,INSP004,PACK,216,PASS,,0,before
QI000351,EV0004367,WO000646,SKU0021,F2,F2-L2,2025-06-20 13:41:21.017133,INSP005,QC_FINAL,50,FAIL,LABEL_WRONG,3,before
QI000352,EV0003745,WO000556,SKU0016,F2,F2-L2,2025-06-01 05:46:10.502713,INSP010,PACK,56,PASS,,0,before
QI000353,EV0004760,WO000704,SKU0020,F2,F2-L2,2025-07-06 18:16:58.174756,INSP012,QC_FINAL,70,PASS,,0,before
QI000354,EV0002212,WO000330,SKU0029,F1,F1-L3,2025-04-04 10:54:27.863966,INSP013,PACK,178,PASS,,0,before
QI000355,EV0001921,WO000287,SKU0008,F2,F2-L1,2025-03-20 09:57:12.710862,INSP011,QC_INLINE,11,FAIL,MEASURE_OOS,2,before
QI000356,EV0003139,WO000467,SKU0002,F1,F1-L1,2025-04-30 07:26:05.135316,INSP006,QC_INLINE,69,FAIL,ZIPPER_FAIL,6,before
QI000357,EV0004765,WO000705,SKU0021,F2,F2-L3,2025-07-04 21:52:20.353233,INSP018,QC_INLINE,67,FAIL,LABEL_WRONG,5,before
QI000358,EV0003431,WO000510,SKU0016,F2,F2-L3,2025-05-16 00:46:35.168132,INSP001,QC_FINAL,5,PASS,,0,before
QI000359,EV0004224,WO000625,SKU0019,F2,F2-L3,2025-06-13 09:45:11.732695,INSP009,QC_FINAL,41,FAIL,STAIN,3,before
QI000360,EV0002189,WO000327,SKU0022,F1,F1-L3,2025-03-28 09:36:14.885334,INSP014,QC_FINAL,131,PASS,,0,before
QI000361,EV0003082,WO000459,SKU0028,F2,F2-L3,2025-05-03 21:19:02.597560,INSP002,QC_INLINE,28,PASS,,0,before
QI000362,EV0002839,WO000423,SKU0005,F2,F2-L2,2025-04-23 00:25:51.587195,INSP013,FINISH,80,PASS,,0,before
QI000363,EV0001076,WO000162,SKU0027,F2,F2-L3,2025-02-12 11:27:58.801052,INSP012,QC_FINAL,38,PASS,,0,before
QI000364,EV0000172,WO000026,SKU0020,F2,F2-L3,2025-01-15 04:46:36.390806,INSP018,FINISH,21,PASS,,0,before
QI000365,EV0004240,WO000628,SKU0030,F1,F1-L1,2025-06-16 15:47:42.895313,INSP004,CUT,32,PASS,,0,before
QI000366,EV0000659,WO000099,SKU0021,F2,F2-L1,2025-01-29 12:35:52.298368,INSP010,FINISH,52,PASS,,0,before
QI000367,EV0001241,WO000186,SKU0030,F1,F1-L3,2025-02-24 00:50:59.571671,INSP004,PACK,64,PASS,,0,before
QI000368,EV0004138,WO000613,SKU0027,F2,F2-L1,2025-06-09 15:42:13.293268,INSP014,QC_FINAL,57,PASS,,0,before
QI000369,EV0002438,WO000363,SKU0021,F2,F2-L1,2025-04-12 06:10:49.970878,INSP004,PACK,90,PASS,,0,before
QI000370,EV0003655,WO000543,SKU0019,F2,F2-L1,2025-05-22 21:52:45.512969,INSP011,QC_INLINE,34,PASS,,0,before
QI000371,EV0000943,WO000142,SKU0030,F1,F1-L3,2025-02-09 22:22:01.660716,INSP012,QC_FINAL,8,PASS,,0,before
QI000372,EV0002140,WO000320,SKU0026,F2,F2-L1,2025-03-30 12:25:51.017142,INSP005,QC_INLINE,23,PASS,,0,before
QI000373,EV0000678,WO000102,SKU0004,F1,F1-L1,2025-02-06 11:00:44.632711,INSP012,FINISH,28,FAIL,SEAM_SKIP,1,before
QI000374,EV0001490,WO000223,SKU0023,F1,F1-L1,2025-03-02 22:17:42.398824,INSP010,QC_INLINE,51,PASS,,0,before
QI000375,EV0002272,WO000340,SKU0010,F1,F1-L1,2025-04-02 20:30:30.554523,INSP008,CUT,95,PASS,,0,before
QI000376,EV0002022,WO000302,SKU0020,F2,F2-L1,2025-03-23 18:53:30.123595,INSP010,QC_FINAL,79,PASS,,0,before
QI000377,EV0002042,WO000305,SKU0002,F1,F1-L3,2025-03-24 14:32:58.724498,INSP009,PACK,63,PASS,,0,before
QI000378,EV0004067,WO000603,SKU0010,F1,F1-L1,2025-06-14 10:56:02.307308,INSP002,QC_FINAL,46,HOLD,SEAM_SKIP,7,before
QI000379,EV0000887,WO000133,SKU0025,F1,F1-L2,2025-02-12 06:29:13.315609,INSP009,QC_FINAL,161,FAIL,WRINKLE,23,before
QI000380,EV0000686,WO000103,SKU0020,F2,F2-L1,2025-02-02 17:17:56.289004,INSP002,QC_FINAL,37,PASS,,0,before
QI000381,EV0001265,WO000190,SKU0027,F2,F2-L3,2025-02-19 01:55:01.018423,INSP014,QC_INLINE,31,PASS,,0,before
QI000382,EV0003334,WO000496,SKU0018,F1,F1-L3,2025-05-08 04:53:17.227068,INSP013,QC_INLINE,83,FAIL,THREAD_BREAK,12,before
QI000383,EV0003475,WO000517,SKU0021,F2,F2-L1,2025-05-15 22:58:33.173100,INSP014,CUT,157,FAIL,SEAM_SKIP,16,before
QI000384,EV0004266,WO000631,SKU0022,F1,F1-L1,2025-06-16 01:49:27.377884,INSP011,QC_FINAL,52,PASS,,0,before
QI000385,EV0003368,WO000501,SKU0028,F2,F2-L3,2025-05-15 14:50:13.193031,INSP013,QC_INLINE,193,PASS,,0,before
QI000386,EV0003383,WO000503,SKU0010,F1,F1-L3,2025-05-13 06:07:56.681270,INSP005,FINISH,43,PASS,,0,before
