shipment_id,from_node,to_node,sku_id,ship_date,planned_delivery_date,actual_delivery_date,carrier,mode,route_lane_id,shipped_qty,freight_cost,priority_bucket,scenario
SH000162,WH_SOUTH,DC_HCMC,SKU0005,2025-03-05,2025-03-06,2025-03-06,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,298,31.99,Std,before
SH000163,WH_SOUTH,DC_HCMC,SKU0030,2025-03-05,2025-03-06,2025-03-06,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,228,29.48,Std,before
SH000164,WH_SOUTH,DC_HCMC,SKU0013,2025-03-05,2025-03-06,2025-03-06,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,212,25.66,Std,before
SH000165,WH_SOUTH,DC_HCMC,SKU0022,2025-03-05,2025-03-06,2025-03-06,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,177,18.77,Std,before
SH000166,WH_NORTH,DC_HN,SKU0022,2025-03-04,2025-03-05,2025-03-05,CarrierC,Road,WH_NORTH->DC_HN:Road,63,8.59,Expedite,before
SH000167,WH_NORTH,DC_HN,SKU0009,2025-03-04,2025-03-05,2025-03-05,CarrierB,Road,WH_NORTH->DC_HN:Road,175,20.5,Std,before
SH000168,WH_NORTH,DC_HN,SKU0019,2025-03-04,2025-03-05,2025-03-05,CarrierB,Road,WH_NORTH->DC_HN:Road,141,18.82,Std,before
SH000169,WH_NORTH,DC_HN,SKU0012,2025-03-04,2025-03-05,2025-03-05,CarrierC,Road,WH_NORTH->DC_HN:Road,127,14.88,Std,before
SH000170,WH_NORTH,DC_HN,SKU0023,2025-03-04,2025-03-05,2025-03-05,CarrierA,Road,WH_NORTH->DC_HN:Road,96,12.65,Std,before
SH000171,WH_SOUTH,DC_CT,SKU0015,2025-03-10,2025-03-11,2025-03-11,CarrierC,Road,WH_SOUTH->DC_CT:Road,185,25.39,Std,before
SH000172,WH_SOUTH,DC_CT,SKU0004,2025-03-10,2025-03-11,2025-03-11,CarrierA,Road,WH_SOUTH->DC_CT:Road,89,12.45,Std,before
SH000173,WH_NORTH,DC_DN,SKU0006,2025-03-13,2025-03-15,2025-03-15,CarrierA,Road,WH_NORTH->DC_DN:Road,55,11.49,Expedite,before
SH000174,WH_NORTH,DC_DN,SKU0008,2025-03-12,2025-03-14,2025-03-14,CarrierA,Road,WH_NORTH->DC_DN:Road,142,32.31,Std,before
SH000175,WH_NORTH,DC_DN,SKU0030,2025-03-12,2025-03-14,2025-03-14,CarrierB,Road,WH_NORTH->DC_DN:Road,104,21.3,Std,before
SH000176,WH_NORTH,DC_DN,SKU0015,2025-03-12,2025-03-14,2025-03-14,CarrierB,Road,WH_NORTH->DC_DN:Road,97,21.86,Std,before
SH000177,WH_SOUTH,DC_HCMC,SKU0023,2025-03-12,2025-03-13,2025-03-13,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,145,17.14,Expedite,before
SH000178,WH_SOUTH,DC_HCMC,SKU0015,2025-03-12,2025-03-13,2025-03-13,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,113,13.41,Expedite,before
SH000179,WH_SOUTH,DC_HCMC,SKU0021,2025-03-11,2025-03-12,2025-03-16,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,63,7.44,Launch,before
SH000180,WH_SOUTH,DC_HCMC,SKU0023,2025-03-12,2025-03-13,2025-03-13,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,164,18.75,Std,before
SH000181,WH_SOUTH,DC_HCMC,SKU0020,2025-03-12,2025-03-13,2025-03-13,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,126,16.25,Std,before
SH000182,WH_SOUTH,DC_HCMC,SKU0002,2025-03-12,2025-03-13,2025-03-13,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,107,12.57,Std,before
SH000183,WH_SOUTH,DC_HCMC,SKU0025,2025-03-12,2025-03-13,2025-03-13,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,112,12.47,Std,before
SH000184,WH_SOUTH,DC_HCMC,SKU0021,2025-03-12,2025-03-13,2025-03-13,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,85,9.31,Std,before
SH000185,WH_NORTH,DC_HN,SKU0009,2025-03-11,2025-03-12,2025-03-15,CarrierB,Road,WH_NORTH->DC_HN:Road,111,13.9,Std,before
SH000186,WH_NORTH,DC_HN,SKU0006,2025-03-11,2025-03-12,2025-03-15,CarrierB,Road,WH_NORTH->DC_HN:Road,110,13.28,Std,before
SH000187,WH_NORTH,DC_HN,SKU0021,2025-03-11,2025-03-12,2025-03-15,CarrierB,Road,WH_NORTH->DC_HN:Road,83,10.46,Std,before
SH000188,WH_NORTH,DC_HN,SKU0019,2025-03-11,2025-03-12,2025-03-15,CarrierB,Road,WH_NORTH->DC_HN:Road,81,10.46,Std,before
SH000189,WH_SOUTH,DC_CT,SKU0026,2025-03-20,2025-03-21,2025-03-21,CarrierA,Road,WH_SOUTH->DC_CT:Road,89,12.97,Std,before
SH000190,WH_SOUTH,DC_CT,SKU0019,2025-03-20,2025-03-21,2025-03-21,CarrierA,Road,WH_SOUTH->DC_CT:Road,41,5.56,Std,before
SH000191,WH_NORTH,DC_DN,SKU0018,2025-03-17,2025-03-19,2025-03-19,CarrierB,Road,WH_NORTH->DC_DN:Road,62,14.39,Expedite,before
SH000192,WH_NORTH,DC_DN,SKU0014,2025-03-18,2025-03-20,2025-03-20,CarrierC,Road,WH_NORTH->DC_DN:Road,195,42.28,Std,before
SH000193,WH_NORTH,DC_DN,SKU0024,2025-03-18,2025-03-20,2025-03-20,CarrierC,Road,WH_NORTH->DC_DN:Road,140,32.79,Std,before
SH000194,WH_NORTH,DC_DN,SKU0018,2025-03-18,2025-03-20,2025-03-20,CarrierB,Road,WH_NORTH->DC_DN:Road,60,13.7,Std,before
SH000195,WH_NORTH,DC_DN,SKU0020,2025-03-18,2025-03-20,2025-03-20,CarrierC,Road,WH_NORTH->DC_DN:Road,39,9.09,Std,before
SH000196,WH_SOUTH,DC_HCMC,SKU0007,2025-03-17,2025-03-18,2025-03-18,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,54,6.26,Expedite,before
SH000197,WH_SOUTH,DC_HCMC,SKU0005,2025-03-17,2025-03-18,2025-03-18,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,36,3.89,Expedite,before
SH000198,WH_SOUTH,DC_HCMC,SKU0027,2025-03-17,2025-03-18,2025-03-18,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,164,17.26,Std,before
SH000199,WH_SOUTH,DC_HCMC,SKU0008,2025-03-17,2025-03-18,2025-03-18,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,143,17.92,Std,before
SH000200,WH_SOUTH,DC_HCMC,SKU0015,2025-03-17,2025-03-18,2025-03-18,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,129,16.64,Std,before
SH000201,WH_SOUTH,DC_HCMC,SKU0013,2025-03-17,2025-03-18,2025-03-18,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,121,13.81,Std,before
SH000202,WH_NORTH,DC_HN,SKU0030,2025-03-17,2025-03-18,2025-03-18,CarrierB,Road,WH_NORTH->DC_HN:Road,445,52.13,Expedite,before
SH000203,WH_NORTH,DC_HN,SKU0011,2025-03-17,2025-03-18,2025-03-18,CarrierA,Road,WH_NORTH->DC_HN:Road,208,26.47,Expedite,before
SH000204,WH_NORTH,DC_HN,SKU0015,2025-03-20,2025-03-21,2025-03-21,CarrierA,Road,WH_NORTH->DC_HN:Road,223,28.35,Std,before
SH000205,WH_NORTH,DC_HN,SKU0013,2025-03-20,2025-03-21,2025-03-21,CarrierB,Road,WH_NORTH->DC_HN:Road,200,23.86,Std,before
SH000206,WH_NORTH,DC_HN,SKU0028,2025-03-20,2025-03-21,2025-03-21,CarrierC,Road,WH_NORTH->DC_HN:Road,171,23.24,Std,before
SH000207,WH_NORTH,DC_HN,SKU0025,2025-03-20,2025-03-21,2025-03-21,CarrierA,Road,WH_NORTH->DC_HN:Road,192,21.98,Std,before
SH000208,WH_NORTH,DC_HN,SKU0021,2025-03-20,2025-03-21,2025-03-21,CarrierA,Road,WH_NORTH->DC_HN:Road,166,22.44,Std,before
SH000209,WH_NORTH,DC_HN,SKU0030,2025-03-20,2025-03-21,2025-03-21,CarrierC,Road,WH_NORTH->DC_HN:Road,100,12.09,Std,before
SH000210,WH_SOUTH,DC_CT,SKU0028,2025-03-25,2025-03-26,2025-03-26,CarrierB,Road,WH_SOUTH->DC_CT:Road,112,18.46,Std,before
SH000211,WH_SOUTH,DC_CT,SKU0007,2025-03-25,2025-03-26,2025-03-26,CarrierA,Road,WH_SOUTH->DC_CT:Road,83,12.75,Std,before
SH000212,WH_NORTH,DC_DN,SKU0009,2025-03-24,2025-03-26,2025-03-26,CarrierA,Road,WH_NORTH->DC_DN:Road,71,14.05,Launch,before
SH000213,WH_NORTH,DC_DN,SKU0029,2025-03-27,2025-03-29,2025-03-29,CarrierB,Road,WH_NORTH->DC_DN:Road,274,61.66,Std,before
SH000214,WH_NORTH,DC_DN,SKU0007,2025-03-27,2025-03-29,2025-03-29,CarrierB,Road,WH_NORTH->DC_DN:Road,89,18.91,Std,before
SH000215,WH_SOUTH,DC_HCMC,SKU0020,2025-03-27,2025-03-28,2025-03-28,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,58,6.74,Launch,before
SH000216,WH_SOUTH,DC_HCMC,SKU0013,2025-03-27,2025-03-28,2025-03-28,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,31,3.74,Launch,before
SH000217,WH_SOUTH,DC_HCMC,SKU0029,2025-03-26,2025-03-27,2025-03-27,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,174,19.51,Std,before
SH000218,WH_SOUTH,DC_HCMC,SKU0011,2025-03-26,2025-03-27,2025-03-27,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,168,20.13,Std,before
SH000219,WH_SOUTH,DC_HCMC,SKU0027,2025-03-26,2025-03-27,2025-03-27,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,120,13.41,Std,before
SH000220,WH_SOUTH,DC_HCMC,SKU0024,2025-03-26,2025-03-27,2025-03-27,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,111,12.67,Std,before
SH000221,WH_SOUTH,DC_HCMC,SKU0020,2025-03-26,2025-03-27,2025-03-27,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,79,8.99,Std,before
SH000222,WH_SOUTH,DC_HCMC,SKU0003,2025-03-26,2025-03-27,2025-03-27,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,56,6.8,Std,before
SH000223,WH_NORTH,DC_HN,SKU0016,2025-03-25,2025-03-26,2025-03-26,CarrierA,Road,WH_NORTH->DC_HN:Road,349,44.6,Std,before
SH000224,WH_NORTH,DC_HN,SKU0004,2025-03-25,2025-03-26,2025-03-26,CarrierB,Road,WH_NORTH->DC_HN:Road,141,19.1,Std,before
SH000225,WH_NORTH,DC_HN,SKU0030,2025-03-25,2025-03-26,2025-03-26,CarrierA,Road,WH_NORTH->DC_HN:Road,91,11.08,Std,before
SH000226,WH_NORTH,DC_HN,SKU0008,2025-03-25,2025-03-26,2025-03-26,CarrierC,Road,WH_NORTH->DC_HN:Road,61,8.25,Std,before
SH000227,WH_NORTH,DC_HN,SKU0012,2025-03-25,2025-03-26,2025-03-26,CarrierA,Road,WH_NORTH->DC_HN:Road,45,5.55,Std,before
SH000228,WH_NORTH,DC_HN,SKU0021,2025-03-25,2025-03-26,2025-03-26,CarrierA,Road,WH_NORTH->DC_HN:Road,50,6.0,Std,before
SH000229,WH_NORTH,DC_HN,SKU0022,2025-03-25,2025-03-26,2025-03-26,CarrierC,Road,WH_NORTH->DC_HN:Road,19,2.39,Std,before
SH000230,WH_SOUTH,DC_CT,SKU0002,2025-04-01,2025-04-02,2025-04-06,CarrierA,Road,WH_SOUTH->DC_CT:Road,350,54.85,Std,before
SH000231,WH_SOUTH,DC_CT,SKU0005,2025-04-01,2025-04-02,2025-04-06,CarrierA,Road,WH_SOUTH->DC_CT:Road,69,9.44,Std,before
SH000232,WH_NORTH,DC_DN,SKU0001,2025-03-31,2025-04-02,2025-04-05,CarrierB,Road,WH_NORTH->DC_DN:Road,140,28.15,Expedite,before
SH000233,WH_NORTH,DC_DN,SKU0027,2025-03-31,2025-04-02,2025-04-02,CarrierC,Road,WH_NORTH->DC_DN:Road,77,18.11,Std,before
SH000234,WH_SOUTH,DC_HCMC,SKU0026,2025-04-03,2025-04-04,2025-04-04,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,84,10.1,Expedite,before
SH000235,WH_SOUTH,DC_HCMC,SKU0009,2025-04-01,2025-04-02,2025-04-04,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,293,37.44,Std,before
SH000236,WH_SOUTH,DC_HCMC,SKU0018,2025-04-01,2025-04-02,2025-04-04,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,218,26.91,Std,before
SH000237,WH_SOUTH,DC_HCMC,SKU0023,2025-04-01,2025-04-02,2025-04-04,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,200,22.34,Std,before
SH000238,WH_SOUTH,DC_HCMC,SKU0002,2025-04-01,2025-04-02,2025-04-04,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,227,28.81,Std,before
SH000239,WH_SOUTH,DC_HCMC,SKU0027,2025-04-01,2025-04-02,2025-04-04,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,118,13.45,Std,before
SH000240,WH_SOUTH,DC_HCMC,SKU0003,2025-04-01,2025-04-02,2025-04-04,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,46,5.35,Std,before
SH000241,WH_SOUTH,DC_HCMC,SKU0022,2025-04-01,2025-04-02,2025-04-04,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,25,2.79,Std,before
SH000242,WH_NORTH,DC_HN,SKU0018,2025-04-01,2025-04-02,2025-04-02,CarrierC,Road,WH_NORTH->DC_HN:Road,141,19.73,Expedite,before
SH000243,WH_NORTH,DC_HN,SKU0013,2025-04-01,2025-04-02,2025-04-02,CarrierB,Road,WH_NORTH->DC_HN:Road,98,11.92,Expedite,before
SH000244,WH_NORTH,DC_HN,SKU0021,2025-04-01,2025-04-02,2025-04-02,CarrierA,Road,WH_NORTH->DC_HN:Road,101,12.24,Expedite,before
SH000245,WH_NORTH,DC_HN,SKU0027,2025-03-31,2025-04-01,2025-04-01,CarrierB,Road,WH_NORTH->DC_HN:Road,182,22.09,Launch,before
SH000246,WH_NORTH,DC_HN,SKU0013,2025-04-02,2025-04-03,2025-04-03,CarrierB,Road,WH_NORTH->DC_HN:Road,287,33.68,Std,before
SH000247,WH_NORTH,DC_HN,SKU0018,2025-04-02,2025-04-03,2025-04-03,CarrierA,Road,WH_NORTH->DC_HN:Road,184,21.82,Std,before
SH000248,WH_NORTH,DC_HN,SKU0005,2025-04-02,2025-04-03,2025-04-03,CarrierA,Road,WH_NORTH->DC_HN:Road,117,14.89,Std,before
SH000249,WH_NORTH,DC_HN,SKU0007,2025-04-02,2025-04-03,2025-04-03,CarrierA,Road,WH_NORTH->DC_HN:Road,106,13.16,Std,before
SH000250,WH_NORTH,DC_HN,SKU0020,2025-04-02,2025-04-03,2025-04-03,CarrierB,Road,WH_NORTH->DC_HN:Road,87,12.09,Std,before
SH000251,WH_NORTH,DC_HN,SKU0002,2025-04-02,2025-04-03,2025-04-03,CarrierB,Road,WH_NORTH->DC_HN:Road,70,9.64,Std,before
SH000252,WH_NORTH,DC_HN,SKU0006,2025-04-02,2025-04-03,2025-04-03,CarrierB,Road,WH_NORTH->DC_HN:Road,44,5.02,Std,before
SH000253,WH_SOUTH,DC_CT,SKU0014,2025-04-07,2025-04-08,2025-04-08,CarrierB,Road,WH_SOUTH->DC_CT:Road,54,7.44,Expedite,before
SH000254,WH_SOUTH,DC_CT,SKU0015,2025-04-10,2025-04-11,2025-04-11,CarrierB,Road,WH_SOUTH->DC_CT:Road,134,20.5,Std,before
SH000255,WH_SOUTH,DC_CT,SKU0023,2025-04-10,2025-04-11,2025-04-11,CarrierB,Road,WH_SOUTH->DC_CT:Road,114,15.9,Std,before
SH000256,WH_SOUTH,DC_CT,SKU0018,2025-04-10,2025-04-11,2025-04-11,CarrierA,Road,WH_SOUTH->DC_CT:Road,44,7.14,Std,before
SH000257,WH_SOUTH,DC_CT,SKU0007,2025-04-10,2025-04-11,2025-04-11,CarrierA,Road,WH_SOUTH->DC_CT:Road,43,5.83,Std,before
SH000258,WH_NORTH,DC_DN,SKU0003,2025-04-09,2025-04-11,2025-04-11,CarrierB,Road,WH_NORTH->DC_DN:Road,117,22.45,Expedite,before
SH000259,WH_NORTH,DC_DN,SKU0016,2025-04-08,2025-04-10,2025-04-10,CarrierC,Road,WH_NORTH->DC_DN:Road,192,38.79,Std,before
SH000260,WH_NORTH,DC_DN,SKU0026,2025-04-08,2025-04-10,2025-04-10,CarrierB,Road,WH_NORTH->DC_DN:Road,113,25.39,Std,before
SH000261,WH_SOUTH,DC_HCMC,SKU0007,2025-04-10,2025-04-11,2025-04-11,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,33,3.83,Expedite,before
SH000262,WH_SOUTH,DC_HCMC,SKU0007,2025-04-07,2025-04-08,2025-04-08,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,36,4.22,Launch,before
SH000263,WH_SOUTH,DC_HCMC,SKU0011,2025-04-08,2025-04-09,2025-04-09,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,658,68.78,Std,before
SH000264,WH_SOUTH,DC_HCMC,SKU0025,2025-04-08,2025-04-09,2025-04-09,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,251,28.01,Std,before
SH000265,WH_SOUTH,DC_HCMC,SKU0016,2025-04-08,2025-04-09,2025-04-09,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,100,12.61,Std,before
SH000266,WH_SOUTH,DC_HCMC,SKU0030,2025-04-08,2025-04-09,2025-04-09,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,56,7.15,Std,before
SH000267,WH_SOUTH,DC_HCMC,SKU0026,2025-04-08,2025-04-09,2025-04-09,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,43,5.27,Std,before
SH000268,WH_NORTH,DC_HN,SKU0011,2025-04-10,2025-04-11,2025-04-12,CarrierB,Road,WH_NORTH->DC_HN:Road,73,9.84,Expedite,before
SH000269,WH_NORTH,DC_HN,SKU0009,2025-04-10,2025-04-11,2025-04-12,CarrierB,Road,WH_NORTH->DC_HN:Road,80,10.28,Expedite,before
SH000270,WH_NORTH,DC_HN,SKU0026,2025-04-10,2025-04-11,2025-04-11,CarrierC,Road,WH_NORTH->DC_HN:Road,129,16.29,Launch,before
SH000271,WH_NORTH,DC_HN,SKU0003,2025-04-09,2025-04-10,2025-04-10,CarrierA,Road,WH_NORTH->DC_HN:Road,175,22.43,Std,before
SH000272,WH_NORTH,DC_HN,SKU0010,2025-04-09,2025-04-10,2025-04-10,CarrierA,Road,WH_NORTH->DC_HN:Road,139,17.05,Std,before
SH000273,WH_NORTH,DC_HN,SKU0019,2025-04-09,2025-04-10,2025-04-10,CarrierB,Road,WH_NORTH->DC_HN:Road,146,19.5,Std,before
SH000274,WH_NORTH,DC_HN,SKU0021,2025-04-09,2025-04-10,2025-04-10,CarrierB,Road,WH_NORTH->DC_HN:Road,115,16.01,Std,before
SH000275,WH_SOUTH,DC_CT,SKU0004,2025-04-16,2025-04-17,2025-04-17,CarrierA,Road,WH_SOUTH->DC_CT:Road,88,12.0,Expedite,before
SH000276,WH_SOUTH,DC_CT,SKU0016,2025-04-16,2025-04-17,2025-04-17,CarrierC,Road,WH_SOUTH->DC_CT:Road,80,11.13,Expedite,before
SH000277,WH_SOUTH,DC_CT,SKU0019,2025-04-14,2025-04-15,2025-04-15,CarrierC,Road,WH_SOUTH->DC_CT:Road,94,15.19,Std,before
SH000278,WH_SOUTH,DC_CT,SKU0006,2025-04-14,2025-04-15,2025-04-15,CarrierB,Road,WH_SOUTH->DC_CT:Road,37,6.03,Std,before
SH000279,WH_NORTH,DC_DN,SKU0004,2025-04-16,2025-04-18,2025-04-18,CarrierC,Road,WH_NORTH->DC_DN:Road,202,40.47,Std,before
SH000280,WH_NORTH,DC_DN,SKU0011,2025-04-16,2025-04-18,2025-04-18,CarrierC,Road,WH_NORTH->DC_DN:Road,164,32.83,Std,before
SH000281,WH_NORTH,DC_DN,SKU0025,2025-04-16,2025-04-18,2025-04-18,CarrierC,Road,WH_NORTH->DC_DN:Road,135,31.07,Std,before
SH000282,WH_NORTH,DC_DN,SKU0021,2025-04-16,2025-04-18,2025-04-18,CarrierB,Road,WH_NORTH->DC_DN:Road,124,24.91,Std,before
SH000283,WH_NORTH,DC_DN,SKU0013,2025-04-16,2025-04-18,2025-04-18,CarrierA,Road,WH_NORTH->DC_DN:Road,50,10.97,Std,before
SH000284,WH_SOUTH,DC_HCMC,SKU0007,2025-04-16,2025-04-17,2025-04-17,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,45,4.98,Expedite,before
SH000285,WH_SOUTH,DC_HCMC,SKU0029,2025-04-16,2025-04-17,2025-04-17,CarrierC,Road,WH_SOUTH->DC_HCMC:Road,467,51.55,Std,before
SH000286,WH_SOUTH,DC_HCMC,SKU0018,2025-04-16,2025-04-17,2025-04-17,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,303,38.07,Std,before
SH000287,WH_SOUTH,DC_HCMC,SKU0019,2025-04-16,2025-04-17,2025-04-17,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,90,10.71,Std,before
SH000288,WH_SOUTH,DC_HCMC,SKU0023,2025-04-16,2025-04-17,2025-04-17,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,62,7.57,Std,before
SH000289,WH_SOUTH,DC_HCMC,SKU0006,2025-04-16,2025-04-17,2025-04-17,CarrierB,Road,WH_SOUTH->DC_HCMC:Road,54,6.89,Std,before
SH000290,WH_NORTH,DC_HN,SKU0004,2025-04-15,2025-04-16,2025-04-16,CarrierA,Road,WH_NORTH->DC_HN:Road,152,19.56,Expedite,before
SH000291,WH_NORTH,DC_HN,SKU0022,2025-04-15,2025-04-16,2025-04-16,CarrierA,Road,WH_NORTH->DC_HN:Road,107,12.31,Expedite,before
SH000292,WH_NORTH,DC_HN,SKU0022,2025-04-14,2025-04-15,2025-04-17,CarrierA,Road,WH_NORTH->DC_HN:Road,440,52.23,Std,before
SH000293,WH_NORTH,DC_HN,SKU0010,2025-04-14,2025-04-15,2025-04-17,CarrierB,Road,WH_NORTH->DC_HN:Road,150,18.84,Std,before
SH000294,WH_NORTH,DC_HN,SKU0005,2025-04-14,2025-04-15,2025-04-17,CarrierB,Road,WH_NORTH->DC_HN:Road,88,12.37,Std,before
SH000295,WH_NORTH,DC_HN,SKU0027,2025-04-14,2025-04-15,2025-04-17,CarrierC,Road,WH_NORTH->DC_HN:Road,94,12.28,Std,before
SH000296,WH_SOUTH,DC_CT,SKU0026,2025-04-24,2025-04-25,2025-04-25,CarrierB,Road,WH_SOUTH->DC_CT:Road,116,18.38,Std,before
SH000297,WH_SOUTH,DC_CT,SKU0025,2025-04-24,2025-04-25,2025-04-25,CarrierC,Road,WH_SOUTH->DC_CT:Road,87,13.25,Std,before
SH000298,WH_SOUTH,DC_CT,SKU0028,2025-04-24,2025-04-25,2025-04-25,CarrierC,Road,WH_SOUTH->DC_CT:Road,60,8.89,Std,before
SH000299,WH_NORTH,DC_DN,SKU0022,2025-04-21,2025-04-23,2025-04-23,CarrierA,Road,WH_NORTH->DC_DN:Road,66,13.74,Expedite,before
SH000300,WH_NORTH,DC_DN,SKU0025,2025-04-22,2025-04-24,2025-04-24,CarrierA,Road,WH_NORTH->DC_DN:Road,149,30.55,Launch,before
SH000301,WH_NORTH,DC_DN,SKU0020,2025-04-22,2025-04-24,2025-04-24,CarrierC,Road,WH_NORTH->DC_DN:Road,65,13.55,Launch,before
SH000302,WH_NORTH,DC_DN,SKU0013,2025-04-21,2025-04-23,2025-04-23,CarrierC,Road,WH_NORTH->DC_DN:Road,522,121.56,Std,before
SH000303,WH_NORTH,DC_DN,SKU0029,2025-04-21,2025-04-23,2025-04-23,CarrierA,Road,WH_NORTH->DC_DN:Road,175,37.56,Std,before
SH000304,WH_NORTH,DC_DN,SKU0010,2025-04-21,2025-04-23,2025-04-23,CarrierB,Road,WH_NORTH->DC_DN:Road,119,24.5,Std,before
SH000305,WH_NORTH,DC_DN,SKU0005,2025-04-21,2025-04-23,2025-04-23,CarrierC,Road,WH_NORTH->DC_DN:Road,94,19.68,Std,before
SH000306,WH_NORTH,DC_DN,SKU0030,2025-04-21,2025-04-23,2025-04-23,CarrierB,Road,WH_NORTH->DC_DN:Road,38,7.22,Std,before
SH000307,WH_SOUTH,DC_HCMC,SKU0014,2025-04-22,2025-04-23,2025-04-23,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,349,41.81,Std,before
SH000308,WH_SOUTH,DC_HCMC,SKU0004,2025-04-22,2025-04-23,2025-04-23,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,322,41.27,Std,before
SH000309,WH_SOUTH,DC_HCMC,SKU0018,2025-04-22,2025-04-23,2025-04-23,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,218,22.96,Std,before
SH000310,WH_SOUTH,DC_HCMC,SKU0029,2025-04-22,2025-04-23,2025-04-23,CarrierA,Road,WH_SOUTH->DC_HCMC:Road,207,24.82,Std,before
SH000311,WH_NORTH,DC_HN,SKU0013,2025-04-22,2025-04-23,2025-04-26,CarrierB,Road,WH_NORTH->DC_HN:Road,292,40.02,Std,before
SH000312,WH_NORTH,DC_HN,SKU0027,2025-04-22,2025-04-23,2025-04-26,CarrierA,Road,WH_NORTH->DC_HN:Road,267,32.61,Std,before
SH000313,WH_NORTH,DC_HN,SKU0001,2025-04-22,2025-04-23,2025-04-26,CarrierB,Road,WH_NORTH->DC_HN:Road,206,26.01,Std,before
SH000314,WH_NORTH,DC_HN,SKU0008,2025-04-22,2025-04-23,2025-04-26,CarrierA,Road,WH_NORTH->DC_HN:Road,128,17.12,Std,before
SH000315,WH_SOUTH,DC_CT,SKU0013,2025-04-30,2025-05-01,2025-05-01,CarrierB,Road,WH_SOUTH->DC_CT:Road,129,19.84,Expedite,before
SH000316,WH_SOUTH,DC_CT,SKU0020,2025-05-01,2025-05-02,2025-05-02,CarrierA,Road,WH_SOUTH->DC_CT:Road,232,37.66,Std,before
SH000317,WH_SOUTH,DC_CT,SKU0012,2025-05-01,2025-05-02,2025-05-02,CarrierA,Road,WH_SOUTH->DC_CT:Road,172,23.39,Std,before
SH000318,WH_SOUTH,DC_CT,SKU0013,2025-05-01,2025-05-02,2025-05-02,CarrierB,Road,WH_SOUTH->DC_CT:Road,100,13.79,Std,before
SH000319,WH_SOUTH,DC_CT,SKU0006,2025-05-01,2025-05-02,2025-05-02,CarrierB,Road,WH_SOUTH->DC_CT:Road,66,10.48,Std,before
SH000320,WH_SOUTH,DC_CT,SKU0025,2025-05-01,2025-05-02,2025-05-02,CarrierC,Road,WH_SOUTH->DC_CT:Road,52,8.26,Std,before
SH000321,WH_NORTH,DC_DN,SKU0016,2025-04-29,2025-05-01,2025-05-01,CarrierB,Road,WH_NORTH->DC_DN:Road,123,24.3,Launch,before
SH000322,WH_NORTH,DC_DN,SKU0002,2025-05-01,2025-05-03,2025-05-08,CarrierA,Road,WH_NORTH->DC_DN:Road,197,41.06,Std,before
SH000323,WH_NORTH,DC_DN,SKU0008,2025-05-01,2025-05-03,2025-05-08,CarrierB,Road,WH_NORTH->DC_DN:Road,72,16.05,Std,before
