event_id,work_order_id,sales_order_id,sku_id,factory_id,production_line_id,operation_step,area,step_start_time,step_end_time,produced_qty,rejected_qty,rework_qty,setup_type,setup_time_min,labor_hours,machine_hours,scenario
EV0000524,WO000079,SO00626,SKU0004,F1,F1-L3,FINISH,Finishing,2025-01-23 16:19:02.611100,2025-01-23 20:38:29.468299,89,1,0,minor,2.62,5.19,1.73,before
EV0000525,WO000079,SO00626,SKU0004,F1,F1-L2,QC_FINAL,Quality,2025-01-23 21:15:14.264290,2025-01-23 22:26:12.709823,89,1,1,minor,2.77,1.06,0.47,before
EV0000526,WO000079,SO00626,SKU0004,F1,F1-L3,PACK,Packing,2025-01-23 22:39:47.442130,2025-01-24 01:12:25.145918,89,1,0,minor,1.62,2.29,1.02,before
EV0000527,WO000080,SO00299,SKU0005,F2,F2-L1,CUT,Cutting,2025-01-27 09:39:57.468609,2025-01-27 16:58:03.621796,114,1,0,start_of_day,16.5,6.57,7.3,before
EV0000528,WO000080,SO00299,SKU0005,F2,F2-L3,SEW,Sewing,2025-01-27 18:48:07.328702,2025-01-30 05:37:21.231727,114,1,0,minor,5.37,94.11,58.82,before
EV0000529,WO000080,SO00299,SKU0005,F2,F2-L3,QC_INLINE,Quality,2025-01-30 07:57:07.097902,2025-01-30 09:11:18.007350,114,1,1,minor,2.08,1.11,0.49,before
EV0000530,WO000080,SO00299,SKU0005,F2,F2-L2,FINISH,Finishing,2025-01-30 09:30:25.493141,2025-01-30 17:32:54.226996,114,2,0,minor,1.08,9.65,3.22,before
EV0000531,WO000080,SO00299,SKU0005,F2,F2-L3,QC_FINAL,Quality,2025-01-30 17:47:39.120527,2025-01-30 19:20:38.325310,114,3,2,minor,6.47,1.39,0.62,before
EV0000532,WO000080,SO00299,SKU0005,F2,F2-L3,REWORK,Rework,2025-01-30 19:56:15.943403,2025-01-30 20:00:43.278016,2,0,0,none,0.0,0.08,0.01,before
EV0000533,WO000080,SO00299,SKU0005,F2,F2-L3,PACK,Packing,2025-01-30 20:42:52.830611,2025-01-31 00:35:35.616275,114,2,0,minor,1.85,3.49,1.55,before
EV0000534,WO000081,SO00483,SKU0020,F2,F2-L1,CUT,Cutting,2025-01-23 09:37:08.393003,2025-01-23 16:48:17.926797,121,1,0,start_of_day,20.2,6.47,7.19,before
EV0000535,WO000081,SO00483,SKU0020,F2,F2-L3,SEW,Sewing,2025-01-23 17:39:08.983697,2025-01-25 17:19:01.262850,121,5,0,minor,5.5,76.26,47.66,before
EV0000536,WO000081,SO00483,SKU0020,F2,F2-L3,QC_INLINE,Quality,2025-01-25 19:32:21.958176,2025-01-25 20:45:46.009068,121,3,2,minor,1.88,1.1,0.49,before
EV0000537,WO000081,SO00483,SKU0020,F2,F2-L1,FINISH,Finishing,2025-01-25 21:00:39.806846,2025-01-26 05:00:04.438253,121,4,0,minor,1.12,9.59,3.2,before
EV0000538,WO000081,SO00483,SKU0020,F2,F2-L2,QC_FINAL,Quality,2025-01-26 05:09:33.012132,2025-01-26 07:13:29.812548,121,7,4,minor,4.16,1.86,0.83,before
EV0000539,WO000081,SO00483,SKU0020,F2,F2-L2,REWORK,Rework,2025-01-26 08:32:04.564079,2025-01-26 08:41:44.535659,4,0,0,none,0.0,0.18,0.03,before
EV0000540,WO000081,SO00483,SKU0020,F2,F2-L3,PACK,Packing,2025-01-26 08:51:23.614839,2025-01-26 11:48:03.161331,121,2,0,minor,0.66,2.65,1.18,before
EV0000541,WO000082,SO00568,SKU0011,F1,F1-L2,CUT,Cutting,2025-01-24 08:57:24.263748,2025-01-24 10:07:14.303991,22,1,0,start_of_day,17.93,1.05,1.16,before
EV0000542,WO000082,SO00568,SKU0011,F1,F1-L1,SEW,Sewing,2025-01-24 10:44:22.295535,2025-01-24 19:42:02.664471,22,0,0,minor,6.37,14.34,8.96,before
EV0000543,WO000082,SO00568,SKU0011,F1,F1-L2,QC_INLINE,Quality,2025-01-24 20:38:10.350162,2025-01-24 20:52:10.218738,22,0,0,minor,1.01,0.21,0.09,before
EV0000544,WO000082,SO00568,SKU0011,F1,F1-L3,FINISH,Finishing,2025-01-24 21:12:03.206395,2025-01-24 23:09:31.496485,22,1,0,minor,1.17,2.35,0.78,before
EV0000545,WO000082,SO00568,SKU0011,F1,F1-L2,QC_FINAL,Quality,2025-01-24 23:32:05.957326,2025-01-24 23:49:23.703619,22,1,1,minor,1.49,0.26,0.12,before
EV0000546,WO000082,SO00568,SKU0011,F1,F1-L2,REWORK,Rework,2025-01-25 00:59:26.045711,2025-01-25 01:01:17.907465,1,0,0,none,0.0,0.03,0.01,before
EV0000547,WO000082,SO00568,SKU0011,F1,F1-L2,PACK,Packing,2025-01-25 01:23:00.955347,2025-01-25 02:02:40.316952,22,2,0,minor,2.35,0.59,0.26,before
EV0000548,WO000083,SO00240,SKU0005,F2,F2-L1,CUT,Cutting,2025-01-28 08:37:53.563111,2025-01-28 19:16:41.022284,168,4,0,start_of_day,15.71,9.58,10.65,before
EV0000549,WO000083,SO00240,SKU0005,F2,F2-L2,SEW,Sewing,2025-01-28 19:39:38.254420,2025-02-01 00:07:15.960827,168,1,0,minor,6.9,122.34,76.46,before
EV0000550,WO000083,SO00240,SKU0005,F2,F2-L2,QC_INLINE,Quality,2025-02-01 01:28:36.259345,2025-02-01 03:06:42.928614,168,4,2,minor,2.56,1.47,0.65,before
EV0000551,WO000083,SO00240,SKU0005,F2,F2-L2,REWORK,Rework,2025-02-01 04:12:06.228735,2025-02-01 04:15:41.651704,2,0,0,none,0.0,0.07,0.01,before
EV0000552,WO000083,SO00240,SKU0005,F2,F2-L2,FINISH,Finishing,2025-02-01 04:21:04.215920,2025-02-01 15:46:36.917339,168,2,0,minor,0.94,13.71,4.57,before
EV0000553,WO000083,SO00240,SKU0005,F2,F2-L2,QC_FINAL,Quality,2025-02-01 16:15:38.530326,2025-02-01 18:22:50.734478,168,7,4,minor,1.67,1.91,0.85,before
EV0000554,WO000083,SO00240,SKU0005,F2,F2-L3,PACK,Packing,2025-02-01 18:32:02.420176,2025-02-01 23:36:54.817834,168,1,0,minor,1.68,4.57,2.03,before
EV0000555,WO000084,SO00084,SKU0006,F2,F2-L2,CUT,Cutting,2025-01-28 09:59:45.147406,2025-01-28 14:20:51.339786,64,1,0,start_of_day,9.3,3.92,4.35,before
EV0000556,WO000084,SO00084,SKU0006,F2,F2-L3,SEW,Sewing,2025-01-28 14:51:37.334457,2025-01-30 04:03:10.751851,64,4,0,minor,11.99,59.51,37.19,before
EV0000557,WO000084,SO00084,SKU0006,F2,F2-L3,QC_INLINE,Quality,2025-01-30 04:30:32.880269,2025-01-30 05:21:08.789902,64,2,1,minor,4.59,0.76,0.34,before
EV0000558,WO000084,SO00084,SKU0006,F2,F2-L3,REWORK,Rework,2025-01-30 05:45:43.040180,2025-01-30 05:47:08.310511,1,0,0,none,0.0,0.03,0.0,before
EV0000559,WO000084,SO00084,SKU0006,F2,F2-L2,FINISH,Finishing,2025-01-30 05:59:13.930719,2025-01-30 11:19:44.372190,64,2,0,minor,3.05,6.41,2.14,before
EV0000560,WO000084,SO00084,SKU0006,F2,F2-L2,QC_FINAL,Quality,2025-01-30 11:29:04.739655,2025-01-30 12:48:28.949659,64,3,2,minor,3.12,1.19,0.53,before
EV0000561,WO000084,SO00084,SKU0006,F2,F2-L2,PACK,Packing,2025-01-30 13:06:11.921595,2025-01-30 14:47:40.873980,64,0,0,minor,1.71,1.52,0.68,before
EV0000562,WO000085,SO00372,SKU0003,F2,F2-L3,CUT,Cutting,2025-01-25 10:33:27.785790,2025-01-25 19:45:38.520265,140,4,0,start_of_day,11.3,8.28,9.2,before
EV0000563,WO000085,SO00372,SKU0003,F2,F2-L1,SEW,Sewing,2025-01-25 22:28:32.347334,2025-01-27 23:09:14.282995,140,7,0,minor,7.97,77.89,48.68,before
EV0000564,WO000085,SO00372,SKU0003,F2,F2-L3,QC_INLINE,Quality,2025-01-28 00:18:55.179442,2025-01-28 01:37:56.885217,140,4,2,minor,1.9,1.19,0.53,before
EV0000565,WO000085,SO00372,SKU0003,F2,F2-L3,REWORK,Rework,2025-01-28 02:40:22.012954,2025-01-28 02:43:58.443056,2,0,0,none,0.0,0.07,0.01,before
EV0000566,WO000085,SO00372,SKU0003,F2,F2-L3,FINISH,Finishing,2025-01-28 03:00:35.043515,2025-01-28 12:52:08.672927,140,5,0,minor,0.73,11.83,3.94,before
EV0000567,WO000085,SO00372,SKU0003,F2,F2-L2,QC_FINAL,Quality,2025-01-28 13:22:16.174739,2025-01-28 14:47:06.829011,140,5,3,minor,0.4,1.27,0.57,before
EV0000568,WO000085,SO00372,SKU0003,F2,F2-L2,REWORK,Rework,2025-01-28 15:56:05.354643,2025-01-28 16:01:21.097982,3,0,0,none,0.0,0.1,0.02,before
EV0000569,WO000085,SO00372,SKU0003,F2,F2-L1,PACK,Packing,2025-01-28 16:11:39.777153,2025-01-28 19:27:02.537457,140,2,0,minor,1.11,2.93,1.3,before
EV0000570,WO000086,SO00440,SKU0008,F2,F2-L2,CUT,Cutting,2025-01-28 08:32:45.572862,2025-01-28 12:32:55.827626,58,3,0,start_of_day,8.76,3.6,4.0,before
EV0000571,WO000086,SO00440,SKU0008,F2,F2-L2,SEW,Sewing,2025-01-28 13:12:37.761773,2025-01-29 11:00:26.763050,58,2,0,minor,8.34,34.88,21.8,before
EV0000572,WO000086,SO00440,SKU0008,F2,F2-L1,QC_INLINE,Quality,2025-01-29 11:31:48.654997,2025-01-29 12:17:51.368264,58,3,2,minor,3.85,0.69,0.31,before
EV0000573,WO000086,SO00440,SKU0008,F2,F2-L1,REWORK,Rework,2025-01-29 12:50:56.674850,2025-01-29 12:53:49.759051,2,0,0,none,0.0,0.05,0.01,before
EV0000574,WO000086,SO00440,SKU0008,F2,F2-L3,FINISH,Finishing,2025-01-29 13:07:23.445130,2025-01-29 17:27:30.841111,58,0,0,minor,4.46,5.2,1.73,before
EV0000575,WO000086,SO00440,SKU0008,F2,F2-L2,QC_FINAL,Quality,2025-01-29 17:43:44.748416,2025-01-29 18:43:03.961829,58,3,2,minor,2.42,0.89,0.4,before
EV0000576,WO000086,SO00440,SKU0008,F2,F2-L2,PACK,Packing,2025-01-29 18:58:10.231625,2025-01-29 20:37:51.450200,58,2,0,minor,1.76,1.5,0.66,before
EV0000577,WO000087,SO00558,SKU0020,F2,F2-L2,CUT,Cutting,2025-01-27 10:09:09.220329,2025-01-27 11:47:36.172355,22,1,0,start_of_day,14.11,1.48,1.64,before
EV0000578,WO000087,SO00558,SKU0020,F2,F2-L3,SEW,Sewing,2025-01-27 12:15:46.253590,2025-01-27 20:21:26.998521,22,0,0,minor,7.29,12.95,8.09,before
EV0000579,WO000087,SO00558,SKU0020,F2,F2-L2,QC_INLINE,Quality,2025-01-27 20:44:51.294860,2025-01-27 21:03:38.242076,22,1,1,minor,2.95,0.28,0.13,before
EV0000580,WO000087,SO00558,SKU0020,F2,F2-L2,REWORK,Rework,2025-01-27 21:46:41.787111,2025-01-27 21:48:18.032081,1,0,0,none,0.0,0.03,0.01,before
EV0000581,WO000087,SO00558,SKU0020,F2,F2-L3,FINISH,Finishing,2025-01-27 22:00:37.364784,2025-01-27 23:39:03.649562,22,0,0,minor,1.05,1.97,0.66,before
EV0000582,WO000087,SO00558,SKU0020,F2,F2-L3,QC_FINAL,Quality,2025-01-28 00:03:48.687143,2025-01-28 00:33:01.097010,22,1,1,minor,2.43,0.44,0.19,before
EV0000583,WO000087,SO00558,SKU0020,F2,F2-L3,PACK,Packing,2025-01-28 00:44:44.349836,2025-01-28 01:27:43.639042,22,0,0,minor,1.81,0.64,0.29,before
EV0000584,WO000088,SO00407,SKU0013,F1,F1-L3,CUT,Cutting,2025-01-24 08:57:51.215989,2025-01-24 15:57:16.408582,141,2,0,start_of_day,11.52,6.29,6.99,before
EV0000585,WO000088,SO00407,SKU0013,F1,F1-L2,SEW,Sewing,2025-01-24 17:01:41.541628,2025-01-27 01:22:48.603452,141,9,0,minor,3.94,90.16,56.35,before
EV0000586,WO000088,SO00407,SKU0013,F1,F1-L2,QC_INLINE,Quality,2025-01-27 02:23:00.969572,2025-01-27 03:37:04.738749,141,10,6,minor,2.35,1.11,0.49,before
EV0000587,WO000088,SO00407,SKU0013,F1,F1-L2,FINISH,Finishing,2025-01-27 03:43:20.071283,2025-01-27 11:46:15.921604,141,3,0,minor,1.94,9.66,3.22,before
EV0000588,WO000088,SO00407,SKU0013,F1,F1-L3,QC_FINAL,Quality,2025-01-27 12:06:47.265351,2025-01-27 13:46:02.211108,141,7,4,minor,2.82,1.49,0.66,before
EV0000589,WO000088,SO00407,SKU0013,F1,F1-L2,PACK,Packing,2025-01-27 14:00:13.366648,2025-01-27 17:55:46.218962,141,0,0,minor,1.64,3.53,1.57,before
EV0000590,WO000089,SO00455,SKU0019,F2,F2-L1,CUT,Cutting,2025-01-24 09:02:43.217963,2025-01-24 14:30:30.651625,85,1,0,start_of_day,6.87,4.92,5.46,before
EV0000591,WO000089,SO00455,SKU0019,F2,F2-L3,SEW,Sewing,2025-01-24 16:33:05.677507,2025-01-26 03:11:12.597174,85,4,0,minor,8.6,55.42,34.64,before
EV0000592,WO000089,SO00455,SKU0019,F2,F2-L1,QC_INLINE,Quality,2025-01-26 04:20:54.443567,2025-01-26 05:34:01.253483,85,5,3,minor,5.96,1.1,0.49,before
EV0000593,WO000089,SO00455,SKU0019,F2,F2-L2,FINISH,Finishing,2025-01-26 05:47:31.332514,2025-01-26 12:35:48.625092,85,5,0,minor,0.91,8.17,2.72,before
EV0000594,WO000089,SO00455,SKU0019,F2,F2-L3,QC_FINAL,Quality,2025-01-26 12:51:38.437919,2025-01-26 14:21:34.222184,85,4,2,minor,1.49,1.35,0.6,before
EV0000595,WO000089,SO00455,SKU0019,F2,F2-L1,PACK,Packing,2025-01-26 14:32:14.190134,2025-01-26 17:07:45.978186,85,0,0,minor,3.08,2.33,1.04,before
EV0000596,WO000090,SO00528,SKU0024,F1,F1-L1,CUT,Cutting,2025-01-29 09:33:04.949357,2025-01-29 14:09:12.250029,95,0,0,start_of_day,13.31,4.14,4.6,before
EV0000597,WO000090,SO00528,SKU0024,F1,F1-L1,SEW,Sewing,2025-01-29 15:04:01.964111,2025-01-30 00:57:43.910124,95,7,0,minor,6.58,15.83,9.89,before
EV0000598,WO000090,SO00528,SKU0024,F1,F1-L2,QC_INLINE,Quality,2025-01-30 02:37:04.604604,2025-01-30 03:33:40.238035,95,5,3,minor,2.86,0.85,0.38,before
EV0000599,WO000090,SO00528,SKU0024,F1,F1-L1,FINISH,Finishing,2025-01-30 03:43:47.745662,2025-01-30 08:19:32.334481,95,3,0,minor,1.27,5.51,1.84,before
EV0000600,WO000090,SO00528,SKU0024,F1,F1-L1,QC_FINAL,Quality,2025-01-30 08:28:02.724436,2025-01-30 09:49:45.491528,95,0,0,minor,1.55,1.23,0.54,before
EV0000601,WO000090,SO00528,SKU0024,F1,F1-L2,PACK,Packing,2025-01-30 09:58:07.868091,2025-01-30 12:05:34.942674,95,1,0,minor,1.18,1.91,0.85,before
EV0000602,WO000091,SO00514,SKU0013,F1,F1-L3,CUT,Cutting,2025-01-29 09:17:18.686833,2025-01-29 15:00:46.738996,136,3,0,start_of_day,19.44,5.15,5.72,before
EV0000603,WO000091,SO00514,SKU0013,F1,F1-L2,SEW,Sewing,2025-01-29 16:05:26.778043,2025-01-31 21:56:50.453455,136,5,0,minor,5.93,86.17,53.86,before
EV0000604,WO000091,SO00514,SKU0013,F1,F1-L2,QC_INLINE,Quality,2025-01-31 23:13:37.415238,2025-02-01 00:27:06.752961,136,6,3,minor,4.52,1.1,0.49,before
EV0000605,WO000091,SO00514,SKU0013,F1,F1-L2,REWORK,Rework,2025-02-01 01:21:08.993462,2025-02-01 01:25:29.357162,3,0,0,none,0.0,0.08,0.01,before
EV0000606,WO000091,SO00514,SKU0013,F1,F1-L3,FINISH,Finishing,2025-02-01 01:33:29.507895,2025-02-01 08:42:35.570581,136,2,0,minor,0.89,8.58,2.86,before
EV0000607,WO000091,SO00514,SKU0013,F1,F1-L2,QC_FINAL,Quality,2025-02-01 08:55:03.854731,2025-02-01 10:34:56.803411,136,3,2,minor,2.38,1.5,0.67,before
EV0000608,WO000091,SO00514,SKU0013,F1,F1-L2,REWORK,Rework,2025-02-01 11:06:55.190144,2025-02-01 11:09:25.279472,2,0,0,none,0.0,0.05,0.01,before
EV0000609,WO000091,SO00514,SKU0013,F1,F1-L2,PACK,Packing,2025-02-01 11:22:23.206968,2025-02-01 15:55:31.697756,136,2,0,minor,3.1,4.1,1.82,before
EV0000610,WO000092,SO00537,SKU0025,F1,F1-L3,CUT,Cutting,2025-01-28 09:30:36.229030,2025-01-28 18:04:05.331487,206,7,0,start_of_day,7.73,7.7,8.56,before
EV0000611,WO000092,SO00537,SKU0025,F1,F1-L3,SEW,Sewing,2025-01-28 18:55:10.673879,2025-02-01 11:33:08.010707,206,2,0,minor,6.23,141.81,88.63,before
EV0000612,WO000092,SO00537,SKU0025,F1,F1-L3,QC_INLINE,Quality,2025-02-01 11:56:34.112586,2025-02-01 14:03:43.738359,206,7,4,minor,1.09,1.91,0.85,before
EV0000613,WO000092,SO00537,SKU0025,F1,F1-L3,REWORK,Rework,2025-02-01 14:30:34.049458,2025-02-01 14:38:32.312970,4,0,0,none,0.0,0.15,0.03,before
EV0000614,WO000092,SO00537,SKU0025,F1,F1-L2,FINISH,Finishing,2025-02-01 14:53:52.707647,2025-02-02 04:38:33.923923,206,3,0,minor,1.54,16.49,5.5,before
EV0000615,WO000092,SO00537,SKU0025,F1,F1-L1,QC_FINAL,Quality,2025-02-02 04:51:38.159505,2025-02-02 07:10:35.277908,206,5,3,minor,2.69,2.08,0.93,before
EV0000616,WO000092,SO00537,SKU0025,F1,F1-L3,PACK,Packing,2025-02-02 07:19:44.832061,2025-02-02 13:27:15.922607,206,4,0,minor,1.62,5.51,2.45,before
EV0000617,WO000093,SO00293,SKU0004,F1,F1-L3,CUT,Cutting,2025-01-27 10:32:01.848516,2025-01-27 16:51:49.338960,139,4,0,start_of_day,12.61,5.7,6.33,before
EV0000618,WO000093,SO00293,SKU0004,F1,F1-L3,SEW,Sewing,2025-01-27 17:22:05.821844,2025-01-29 02:55:43.136777,139,2,0,minor,7.24,53.7,33.56,before
EV0000619,WO000093,SO00293,SKU0004,F1,F1-L1,QC_INLINE,Quality,2025-01-29 03:48:04.386961,2025-01-29 05:12:22.019670,139,4,2,minor,1.9,1.26,0.56,before
EV0000620,WO000093,SO00293,SKU0004,F1,F1-L3,FINISH,Finishing,2025-01-29 05:36:55.827703,2025-01-29 12:52:26.195112,139,5,0,minor,2.56,8.71,2.9,before
EV0000621,WO000093,SO00293,SKU0004,F1,F1-L1,QC_FINAL,Quality,2025-01-29 13:13:21.912304,2025-01-29 15:06:58.561354,139,5,3,minor,1.8,1.7,0.76,before
EV0000622,WO000093,SO00293,SKU0004,F1,F1-L1,PACK,Packing,2025-01-29 15:20:42.694071,2025-01-29 18:57:31.335467,139,2,0,minor,2.56,3.25,1.45,before
EV0000623,WO000094,SO00019,SKU0021,F2,F2-L1,CUT,Cutting,2025-02-01 08:39:19.931821,2025-02-01 11:59:29.859458,44,0,0,start_of_day,10.24,3.0,3.34,before
EV0000624,WO000094,SO00019,SKU0021,F2,F2-L3,SEW,Sewing,2025-02-01 13:23:08.576974,2025-02-02 05:25:43.607308,44,1,0,minor,8.44,25.67,16.04,before
EV0000625,WO000094,SO00019,SKU0021,F2,F2-L3,QC_INLINE,Quality,2025-02-02 06:17:55.253666,2025-02-02 06:45:20.947859,44,0,0,minor,1.06,0.41,0.18,before
EV0000626,WO000094,SO00019,SKU0021,F2,F2-L1,FINISH,Finishing,2025-02-02 06:53:18.091576,2025-02-02 11:05:42.244286,44,2,0,minor,3.12,5.05,1.68,before
EV0000627,WO000094,SO00019,SKU0021,F2,F2-L1,QC_FINAL,Quality,2025-02-02 11:16:27.809951,2025-02-02 11:52:49.174603,44,0,0,minor,1.65,0.55,0.24,before
EV0000628,WO000094,SO00019,SKU0021,F2,F2-L3,PACK,Packing,2025-02-02 12:02:24.245001,2025-02-02 13:20:52.724227,44,0,0,minor,1.3,1.18,0.52,before
EV0000629,WO000095,SO00622,SKU0018,F1,F1-L3,CUT,Cutting,2025-01-28 09:20:43.729604,2025-01-28 12:12:12.918550,70,2,0,start_of_day,11.3,2.57,2.86,before
EV0000630,WO000095,SO00622,SKU0018,F1,F1-L2,SEW,Sewing,2025-01-28 13:06:44.984744,2025-01-28 23:21:15.532486,70,1,0,minor,10.08,16.39,10.24,before
EV0000631,WO000095,SO00622,SKU0018,F1,F1-L3,QC_INLINE,Quality,2025-01-28 23:52:06.708859,2025-01-29 00:32:45.492660,70,4,2,minor,4.33,0.61,0.27,before
EV0000632,WO000095,SO00622,SKU0018,F1,F1-L2,FINISH,Finishing,2025-01-29 00:41:10.504346,2025-01-29 04:59:49.964990,70,1,0,minor,0.88,5.17,1.72,before
EV0000633,WO000095,SO00622,SKU0018,F1,F1-L3,QC_FINAL,Quality,2025-01-29 05:10:37.506393,2025-01-29 06:17:34.708241,70,1,1,minor,1.68,1.0,0.45,before
EV0000634,WO000095,SO00622,SKU0018,F1,F1-L3,REWORK,Rework,2025-01-29 06:31:05.168797,2025-01-29 06:32:48.973414,1,0,0,none,0.0,0.03,0.01,before
EV0000635,WO000095,SO00622,SKU0018,F1,F1-L2,PACK,Packing,2025-01-29 06:45:41.724875,2025-01-29 09:00:10.603752,70,1,0,minor,2.58,2.02,0.9,before
EV0000636,WO000096,SO00126,SKU0008,F2,F2-L3,CUT,Cutting,2025-02-01 08:26:10.566434,2025-02-01 10:36:34.649567,22,0,0,start_of_day,12.63,1.96,2.17,before
EV0000637,WO000096,SO00126,SKU0008,F2,F2-L3,SEW,Sewing,2025-02-01 11:30:22.877996,2025-02-01 20:36:12.402085,22,1,0,minor,7.71,14.56,9.1,before
EV0000638,WO000096,SO00126,SKU0008,F2,F2-L3,QC_INLINE,Quality,2025-02-01 21:13:37.208644,2025-02-01 21:31:40.168449,22,1,1,minor,3.0,0.27,0.12,before
EV0000639,WO000096,SO00126,SKU0008,F2,F2-L1,FINISH,Finishing,2025-02-01 22:08:56.280148,2025-02-02 00:04:47.539932,22,0,0,minor,1.43,2.32,0.77,before
EV0000640,WO000096,SO00126,SKU0008,F2,F2-L2,QC_FINAL,Quality,2025-02-02 00:16:52.165661,2025-02-02 00:41:48.324868,22,1,1,minor,2.24,0.37,0.17,before
EV0000641,WO000096,SO00126,SKU0008,F2,F2-L2,REWORK,Rework,2025-02-02 01:11:51.178089,2025-02-02 01:14:08.908156,1,0,0,none,0.0,0.04,0.01,before
EV0000642,WO000096,SO00126,SKU0008,F2,F2-L2,PACK,Packing,2025-02-02 01:29:38.430807,2025-02-02 02:11:32.337490,22,0,0,minor,6.04,0.63,0.28,before
EV0000643,WO000097,SO00355,SKU0006,F2,F2-L1,CUT,Cutting,2025-01-27 08:36:21.777925,2025-01-27 12:40:46.933631,61,2,0,start_of_day,12.4,3.67,4.07,before
EV0000644,WO000097,SO00355,SKU0006,F2,F2-L2,SEW,Sewing,2025-01-27 13:51:23.718296,2025-01-28 17:36:32.994786,61,1,0,minor,14.52,44.4,27.75,before
EV0000645,WO000097,SO00355,SKU0006,F2,F2-L1,QC_INLINE,Quality,2025-01-28 18:12:39.717808,2025-01-28 19:00:07.378749,61,4,2,minor,2.3,0.71,0.32,before
EV0000646,WO000097,SO00355,SKU0006,F2,F2-L2,FINISH,Finishing,2025-01-28 19:06:28.628956,2025-01-28 23:46:52.794532,61,1,0,minor,1.55,5.61,1.87,before
EV0000647,WO000097,SO00355,SKU0006,F2,F2-L2,QC_FINAL,Quality,2025-01-29 00:03:26.329073,2025-01-29 01:06:58.758815,61,1,1,minor,1.58,0.95,0.42,before
EV0000648,WO000097,SO00355,SKU0006,F2,F2-L1,PACK,Packing,2025-01-29 01:21:56.168897,2025-01-29 02:56:09.184462,61,1,0,minor,1.2,1.41,0.63,before
EV0000649,WO000098,SO00377,SKU0026,F2,F2-L3,CUT,Cutting,2025-01-30 09:09:28.319454,2025-01-30 17:43:56.671753,113,3,0,start_of_day,12.62,7.72,8.57,before
EV0000650,WO000098,SO00377,SKU0026,F2,F2-L1,SEW,Sewing,2025-01-30 18:59:52.906473,2025-02-01 20:59:14.612215,113,4,0,minor,7.07,79.98,49.99,before
EV0000651,WO000098,SO00377,SKU0026,F2,F2-L3,QC_INLINE,Quality,2025-02-01 22:46:05.388875,2025-02-02 00:19:05.012650,113,4,2,minor,5.79,1.39,0.62,before
EV0000652,WO000098,SO00377,SKU0026,F2,F2-L1,FINISH,Finishing,2025-02-02 00:23:19.102843,2025-02-02 10:57:14.771725,113,5,0,minor,1.57,12.68,4.23,before
EV0000653,WO000098,SO00377,SKU0026,F2,F2-L1,QC_FINAL,Quality,2025-02-02 11:13:44.382068,2025-02-02 13:11:11.170264,113,5,3,minor,1.44,1.76,0.78,before
EV0000654,WO000098,SO00377,SKU0026,F2,F2-L3,PACK,Packing,2025-02-02 13:27:09.698488,2025-02-02 16:28:06.015393,113,1,0,minor,2.14,2.71,1.21,before
EV0000655,WO000099,SO00698,SKU0021,F2,F2-L3,CUT,Cutting,2025-01-27 09:18:53.443987,2025-01-27 16:01:29.071871,87,4,0,start_of_day,10.67,6.04,6.71,before
EV0000656,WO000099,SO00698,SKU0021,F2,F2-L1,SEW,Sewing,2025-01-27 16:15:16.126790,2025-01-29 01:22:06.678089,87,9,0,minor,6.95,52.98,33.11,before
EV0000657,WO000099,SO00698,SKU0021,F2,F2-L3,QC_INLINE,Quality,2025-01-29 02:44:01.763450,2025-01-29 03:34:56.328756,87,4,2,minor,0.91,0.76,0.34,before
EV0000658,WO000099,SO00698,SKU0021,F2,F2-L3,REWORK,Rework,2025-01-29 03:50:49.116793,2025-01-29 03:53:10.615611,2,0,0,none,0.0,0.04,0.01,before
EV0000659,WO000099,SO00698,SKU0021,F2,F2-L1,FINISH,Finishing,2025-01-29 04:23:26.348715,2025-01-29 10:46:52.298368,87,2,0,minor,4.01,7.67,2.56,before
EV0000660,WO000099,SO00698,SKU0021,F2,F2-L3,QC_FINAL,Quality,2025-01-29 10:52:23.847630,2025-01-29 11:55:32.034187,87,5,3,minor,1.65,0.95,0.42,before
EV0000661,WO000099,SO00698,SKU0021,F2,F2-L3,PACK,Packing,2025-01-29 12:09:52.438871,2025-01-29 14:29:22.589208,87,1,0,minor,1.16,2.09,0.93,before
EV0000662,WO000100,SO00226,SKU0020,F2,F2-L2,CUT,Cutting,2025-01-27 10:13:06.247091,2025-01-27 12:44:25.723344,39,0,0,start_of_day,8.47,2.27,2.52,before
EV0000663,WO000100,SO00226,SKU0020,F2,F2-L2,SEW,Sewing,2025-01-27 13:07:32.813336,2025-01-28 02:08:58.387335,39,2,0,minor,4.7,20.84,13.02,before
EV0000664,WO000100,SO00226,SKU0020,F2,F2-L2,QC_INLINE,Quality,2025-01-28 02:47:32.590099,2025-01-28 03:22:46.947069,39,4,2,minor,1.19,0.53,0.23,before
EV0000665,WO000100,SO00226,SKU0020,F2,F2-L1,FINISH,Finishing,2025-01-28 03:34:40.408042,2025-01-28 06:38:38.821265,39,1,0,minor,1.98,3.68,1.23,before
EV0000666,WO000100,SO00226,SKU0020,F2,F2-L3,QC_FINAL,Quality,2025-01-28 06:50:38.377109,2025-01-28 07:32:13.090939,39,1,1,minor,1.44,0.62,0.28,before
EV0000667,WO000100,SO00226,SKU0020,F2,F2-L2,PACK,Packing,2025-01-28 07:38:37.027312,2025-01-28 08:40:17.399053,39,1,0,minor,2.59,0.93,0.41,before
