snapshot_date,location_id,sku_id,on_hand_qty,reserved_qty,backorder_qty,holding_cost_per_unit_per_day,stockout_cost_per_unit,scenario
2025-05-19,WH_NORTH,SKU0025,1734,61,0,0.0159,0.116,after
2025-05-19,WH_NORTH,SKU0026,0,0,473,0.0162,0.133,after
2025-05-19,WH_SOUTH,SKU0009,0,0,501,0.0121,0.119,after
2025-05-20,DC_CT,SKU0009,0,0,23,0.0182,0.118,after
2025-05-20,WH_NORTH,SKU0026,0,0,473,0.0209,0.112,after
2025-05-22,WH_NORTH,SKU0016,0,0,136,0.0119,0.146,after
2025-05-23,WH_NORTH,SKU0003,0,0,12,0.0139,0.086,after
2025-05-25,DC_HCMC,SKU0003,0,0,6,0.0117,0.095,after
2025-05-26,DC_CT,SKU0005,23,0,0,0.0131,0.123,after
2025-05-26,DC_CT,SKU0011,48,1,0,0.0131,0.104,after
2025-05-26,DC_CT,SKU0015,0,0,4,0.0179,0.12,after
2025-05-26,DC_CT,SKU0025,15,1,0,0.0187,0.12,after
2025-05-26,DC_DN,SKU0017,98,2,0,0.012,0.135,after
2025-05-26,DC_HCMC,SKU0009,95,7,0,0.0203,0.11,after
2025-05-26,DC_HCMC,SKU0012,148,8,0,0.011,0.097,after
2025-05-26,DC_HCMC,SKU0017,177,8,0,0.0139,0.106,after
2025-05-26,DC_HN,SKU0009,260,16,0,0.013,0.131,after
2025-05-26,DC_HN,SKU0030,148,8,0,0.0111,0.12,after
2025-05-26,WH_NORTH,SKU0008,0,0,161,0.02,0.105,after
2025-05-27,WH_NORTH,SKU0019,0,0,1063,0.0133,0.136,after
2025-05-27,WH_SOUTH,SKU0009,0,0,501,0.0198,0.118,after
2025-05-27,WH_SOUTH,SKU0011,0,0,448,0.0137,0.128,after
2025-05-28,DC_DN,SKU0011,0,0,6,0.0125,0.12,after
2025-05-28,WH_NORTH,SKU0026,0,0,536,0.013,0.103,after
2025-05-28,WH_SOUTH,SKU0022,0,0,139,0.0198,0.115,after
2025-05-29,WH_NORTH,SKU0003,0,0,158,0.0178,0.084,after
2025-05-29,WH_NORTH,SKU0016,0,0,136,0.0181,0.12,after
2025-05-29,WH_NORTH,SKU0017,0,0,1018,0.0143,0.134,after
2025-05-30,DC_DN,SKU0011,0,0,8,0.0149,0.113,after
2025-05-30,WH_NORTH,SKU0006,0,0,195,0.0105,0.094,after
2025-05-31,WH_NORTH,SKU0012,0,0,29,0.0136,0.113,after
2025-06-01,DC_CT,SKU0009,0,0,33,0.0135,0.109,after
2025-06-01,WH_NORTH,SKU0006,0,0,195,0.0119,0.116,after
2025-06-01,WH_SOUTH,SKU0015,0,0,881,0.0176,0.128,after
2025-06-02,DC_CT,SKU0025,8,0,0,0.0127,0.127,after
2025-06-02,DC_DN,SKU0003,0,0,1,0.0173,0.098,after
2025-06-02,DC_DN,SKU0015,20,1,0,0.0202,0.141,after
2025-06-02,DC_HCMC,SKU0005,196,9,0,0.0187,0.131,after
2025-06-02,DC_HCMC,SKU0024,325,10,0,0.0149,0.134,after
2025-06-02,DC_HCMC,SKU0025,59,6,0,0.0137,0.132,after
2025-06-02,DC_HN,SKU0011,296,9,0,0.0138,0.123,after
2025-06-02,WH_NORTH,SKU0012,0,0,29,0.0173,0.124,after
2025-06-02,WH_SOUTH,SKU0005,1955,84,0,0.0177,0.118,after
2025-06-03,DC_CT,SKU0015,0,0,17,0.0123,0.151,after
2025-06-03,DC_DN,SKU0011,0,0,12,0.0116,0.143,after
2025-06-03,WH_NORTH,SKU0017,0,0,1018,0.0161,0.095,after
2025-06-04,DC_CT,SKU0009,0,0,37,0.0128,0.127,after
2025-06-04,DC_CT,SKU0024,0,0,6,0.0164,0.112,after
2025-06-04,WH_NORTH,SKU0017,0,0,1018,0.0167,0.108,after
2025-06-04,WH_SOUTH,SKU0018,0,0,791,0.0217,0.103,after
2025-06-05,WH_NORTH,SKU0017,0,0,1018,0.0124,0.138,after
2025-06-06,DC_CT,SKU0014,0,0,12,0.0136,0.131,after
2025-06-06,DC_DN,SKU0006,0,0,1,0.0125,0.139,after
2025-06-06,WH_SOUTH,SKU0018,0,0,791,0.011,0.106,after
2025-06-07,DC_DN,SKU0012,0,0,98,0.0105,0.102,after
2025-06-07,WH_NORTH,SKU0006,0,0,195,0.0207,0.093,after
2025-06-08,DC_DN,SKU0030,0,0,9,0.0165,0.142,after
2025-06-08,WH_NORTH,SKU0008,0,0,161,0.0157,0.16,after
2025-06-08,WH_SOUTH,SKU0009,0,0,501,0.0174,0.146,after
2025-06-08,WH_SOUTH,SKU0022,0,0,184,0.0152,0.09,after
2025-06-09,DC_DN,SKU0006,0,0,1,0.0167,0.095,after
2025-06-09,DC_DN,SKU0015,17,0,0,0.0148,0.086,after
2025-06-09,DC_DN,SKU0025,80,6,0,0.0188,0.126,after
2025-06-09,DC_HCMC,SKU0006,320,10,0,0.0187,0.118,after
2025-06-09,DC_HCMC,SKU0019,111,2,0,0.0163,0.14,after
2025-06-09,DC_HN,SKU0019,303,14,0,0.0102,0.111,after
2025-06-09,DC_HN,SKU0030,99,9,0,0.0171,0.126,after
2025-06-09,WH_NORTH,SKU0003,0,0,158,0.0168,0.103,after
2025-06-09,WH_NORTH,SKU0025,1945,82,0,0.0206,0.103,after
2025-06-09,WH_SOUTH,SKU0025,0,0,660,0.0111,0.109,after
2025-06-09,WH_SOUTH,SKU0026,1460,62,0,0.0174,0.114,after
2025-06-11,DC_DN,SKU0012,0,0,101,0.0133,0.119,after
2025-06-11,WH_NORTH,SKU0016,0,0,181,0.0178,0.116,after
2025-06-11,WH_SOUTH,SKU0011,0,0,585,0.0164,0.133,after
2025-06-12,DC_CT,SKU0005,0,0,2,0.0064,0.101,after
2025-06-12,DC_CT,SKU0009,0,0,46,0.0141,0.072,after
2025-06-12,DC_CT,SKU0014,0,0,16,0.0137,0.111,after
2025-06-12,DC_CT,SKU0015,0,0,26,0.0155,0.119,after
2025-06-14,DC_CT,SKU0019,0,0,54,0.0149,0.116,after
2025-06-14,DC_DN,SKU0006,0,0,6,0.0145,0.106,after
2025-06-14,WH_SOUTH,SKU0009,0,0,501,0.0141,0.151,after
2025-06-14,WH_SOUTH,SKU0022,0,0,184,0.0142,0.102,after
2025-06-14,WH_SOUTH,SKU0024,0,0,712,0.0105,0.134,after
2025-06-14,WH_SOUTH,SKU0025,0,0,872,0.0163,0.139,after
2025-06-15,WH_NORTH,SKU0003,0,0,158,0.0174,0.132,after
2025-06-15,WH_NORTH,SKU0008,0,0,161,0.0136,0.122,after
2025-06-16,DC_CT,SKU0006,3,0,0,0.0125,0.092,after
2025-06-16,DC_CT,SKU0018,47,1,0,0.0177,0.114,after
2025-06-16,DC_CT,SKU0026,21,0,0,0.0172,0.116,after
2025-06-16,DC_DN,SKU0024,50,1,0,0.013,0.075,after
2025-06-16,DC_HCMC,SKU0006,259,6,0,0.0137,0.096,after
2025-06-16,DC_HCMC,SKU0008,59,2,0,0.0144,0.118,after
2025-06-16,DC_HCMC,SKU0009,36,3,0,0.0189,0.106,after
2025-06-16,DC_HN,SKU0009,323,15,0,0.0126,0.131,after
2025-06-16,WH_NORTH,SKU0005,0,0,575,0.0146,0.127,after
2025-06-16,WH_NORTH,SKU0008,0,0,161,0.0215,0.14,after
2025-06-16,WH_SOUTH,SKU0003,1567,51,0,0.0148,0.165,after
2025-06-16,WH_SOUTH,SKU0005,2065,91,0,0.013,0.117,after
2025-06-16,WH_SOUTH,SKU0008,1385,57,0,0.0148,0.138,after
2025-06-17,DC_DN,SKU0003,0,0,21,0.0148,0.147,after
2025-06-18,DC_CT,SKU0015,0,0,31,0.0193,0.101,after
2025-06-19,DC_DN,SKU0006,0,0,14,0.0182,0.085,after
2025-06-19,WH_NORTH,SKU0005,0,0,695,0.0146,0.138,after
2025-06-20,DC_DN,SKU0003,0,0,23,0.0198,0.147,after
2025-06-20,WH_NORTH,SKU0016,0,0,384,0.0189,0.115,after
2025-06-21,WH_NORTH,SKU0019,0,0,1257,0.0135,0.111,after
2025-06-22,DC_CT,SKU0009,0,0,53,0.0176,0.116,after
2025-06-22,DC_CT,SKU0014,0,0,29,0.0212,0.168,after
2025-06-22,WH_NORTH,SKU0005,0,0,695,0.0137,0.121,after
2025-06-23,DC_CT,SKU0003,83,4,0,0.0144,0.139,after
2025-06-23,DC_CT,SKU0008,148,5,0,0.0163,0.133,after
2025-06-23,DC_CT,SKU0014,0,0,30,0.0175,0.108,after
2025-06-23,DC_DN,SKU0019,0,0,21,0.0139,0.13,after
2025-06-23,DC_DN,SKU0026,53,2,0,0.0183,0.113,after
2025-06-23,DC_HCMC,SKU0009,23,2,0,0.0139,0.103,after
2025-06-23,DC_HN,SKU0015,76,2,0,0.0143,0.114,after
2025-06-23,DC_HN,SKU0019,296,15,0,0.0175,0.11,after
2025-06-23,DC_HN,SKU0022,25,0,0,0.0127,0.14,after
2025-06-24,DC_DN,SKU0011,0,0,35,0.0234,0.112,after
2025-06-25,DC_CT,SKU0009,0,0,54,0.0154,0.121,after
2025-06-25,DC_DN,SKU0019,0,0,22,0.0187,0.152,after
2025-06-25,WH_NORTH,SKU0026,0,0,536,0.0191,0.103,after
2025-06-25,WH_SOUTH,SKU0015,0,0,1790,0.0177,0.134,after
2025-06-26,DC_CT,SKU0005,0,0,14,0.0132,0.131,after
2025-06-26,DC_CT,SKU0014,0,0,35,0.0153,0.125,after
2025-06-26,DC_CT,SKU0015,0,0,38,0.0129,0.104,after
2025-06-26,DC_DN,SKU0003,0,0,29,0.0134,0.135,after
2025-06-26,DC_DN,SKU0018,0,0,1,0.0154,0.121,after
2025-06-26,DC_DN,SKU0019,0,0,23,0.0218,0.096,after
2025-06-26,WH_NORTH,SKU0008,0,0,161,0.0148,0.099,after
2025-06-27,WH_NORTH,SKU0003,0,0,453,0.0148,0.133,after
2025-06-27,WH_NORTH,SKU0008,0,0,161,0.0159,0.148,after
2025-06-28,DC_DN,SKU0012,0,0,122,0.0219,0.1,after
2025-06-29,DC_CT,SKU0005,0,0,20,0.0166,0.163,after
2025-06-29,DC_CT,SKU0030,0,0,3,0.0146,0.09,after
2025-06-29,DC_DN,SKU0003,0,0,31,0.0252,0.145,after
2025-06-29,DC_DN,SKU0014,0,0,9,0.0174,0.113,after
2025-06-29,WH_NORTH,SKU0019,0,0,1257,0.0126,0.14,after
2025-06-30,DC_CT,SKU0008,123,5,0,0.0181,0.11,after
2025-06-30,DC_CT,SKU0011,103,7,0,0.0119,0.135,after
2025-06-30,DC_CT,SKU0025,66,0,0,0.0139,0.094,after
2025-06-30,DC_DN,SKU0026,45,1,0,0.0161,0.104,after
2025-06-30,DC_HCMC,SKU0017,158,8,0,0.0106,0.114,after
2025-06-30,DC_HCMC,SKU0026,144,7,0,0.016,0.132,after
2025-06-30,DC_HN,SKU0008,48,1,0,0.0148,0.112,after
2025-06-30,DC_HN,SKU0009,210,9,0,0.0183,0.119,after
2025-06-30,WH_NORTH,SKU0016,0,0,434,0.0134,0.128,after
2025-06-30,WH_NORTH,SKU0026,0,0,536,0.0187,0.125,after
2025-06-30,WH_SOUTH,SKU0026,1596,55,0,0.0141,0.087,after
