inspection_id,event_id,work_order_id,sku_id,factory_id,production_line_id,inspection_time,inspector_id,inspection_stage,qty_checked,result,defect_code,defects_found_qty,scenario
QI000196,EV0001540,WO000241,SKU0001,F1,F1-L3,2025-03-07 10:20:15.640592,INSP009,FINISH,81,PASS,,0,after
QI000197,EV0002765,WO000431,SKU0029,F1,F1-L2,2025-04-24 10:32:28.426497,INSP003,PACK,15,FAIL,LABEL_WRONG,1,after
QI000198,EV0002197,WO000342,SKU0007,F1,F1-L3,2025-04-08 02:10:34.661514,INSP015,QC_FINAL,196,PASS,,0,after
QI000199,EV0003524,WO000550,SKU0025,F1,F1-L2,2025-05-28 14:38:28.495951,INSP009,FINISH,38,PASS,,0,after
QI000200,EV0000099,WO000016,SKU0002,F1,F1-L3,2025-01-06 04:56:58.441141,INSP004,PACK,39,PASS,,0,after
QI000201,EV0000214,WO000034,SKU0016,F2,F2-L1,2025-01-17 20:12:27.156055,INSP014,FINISH,47,HOLD,LABEL_WRONG,1,after
QI000202,EV0002446,WO000381,SKU0029,F1,F1-L1,2025-04-13 04:25:38.159708,INSP017,FINISH,19,PASS,,0,after
QI000203,EV0000816,WO000128,SKU0011,F1,F1-L2,2025-02-09 13:30:44.279686,INSP008,QC_FINAL,159,PASS,,0,after
QI000204,EV0001339,WO000209,SKU0016,F2,F2-L1,2025-02-23 11:02:50.885871,INSP010,QC_FINAL,31,PASS,,0,after
QI000205,EV0002896,WO000452,SKU0027,F2,F2-L1,2025-04-27 12:31:44.815778,INSP007,QC_INLINE,16,PASS,,0,after
QI000206,EV0002300,WO000358,SKU0013,F1,F1-L1,2025-04-05 11:57:08.417473,INSP004,FINISH,62,FAIL,ZIPPER_FAIL,4,after
QI000207,EV0003785,WO000591,SKU0009,F1,F1-L1,2025-06-11 23:12:49.725449,INSP014,FINISH,24,PASS,,0,after
QI000208,EV0000098,WO000016,SKU0002,F1,F1-L1,2025-01-06 05:06:02.926392,INSP002,QC_FINAL,23,PASS,,0,after
QI000209,EV0000696,WO000109,SKU0004,F1,F1-L3,2025-02-07 11:38:02.939083,INSP009,QC_FINAL,57,PASS,,0,after
QI000210,EV0002036,WO000317,SKU0017,F2,F2-L2,2025-03-25 20:44:17.253382,INSP017,QC_INLINE,43,PASS,,0,after
QI000211,EV0001481,WO000232,SKU0015,F1,F1-L2,2025-02-27 17:50:47.995235,INSP010,CUT,137,PASS,,0,after
QI000212,EV0000512,WO000081,SKU0015,F1,F1-L2,2025-01-26 16:22:13.484994,INSP009,CUT,12,PASS,,0,after
QI000213,EV0003159,WO000493,SKU0025,F1,F1-L2,2025-05-13 04:48:53.871313,INSP002,QC_INLINE,102,PASS,,0,after
QI000214,EV0000128,WO000021,SKU0009,F1,F1-L1,2025-01-11 12:02:22.314584,INSP010,SEW,71,PASS,,0,after
QI000215,EV0000708,WO000111,SKU0026,F2,F2-L2,2025-02-09 10:03:03.246899,INSP016,FINISH,25,PASS,,0,after
QI000216,EV0002742,WO000428,SKU0024,F1,F1-L2,2025-04-24 11:51:41.353821,INSP013,QC_INLINE,50,PASS,,0,after
QI000217,EV0001650,WO000258,SKU0002,F1,F1-L2,2025-03-12 13:55:28.641935,INSP018,PACK,148,PASS,,0,after
QI000218,EV0001647,WO000258,SKU0002,F1,F1-L3,2025-03-12 00:34:21.929888,INSP018,QC_INLINE,118,FAIL,THREAD_BREAK,9,after
QI000219,EV0003146,WO000491,SKU0025,F1,F1-L2,2025-05-14 06:57:20.174876,INSP011,QC_INLINE,33,PASS,,0,after
QI000220,EV0001511,WO000237,SKU0029,F1,F1-L2,2025-03-02 03:54:36.593753,INSP003,CUT,154,PASS,,0,after
QI000221,EV0000689,WO000108,SKU0014,F1,F1-L3,2025-01-29 18:25:35.772966,INSP013,QC_FINAL,54,PASS,,0,after
QI000222,EV0003585,WO000560,SKU0020,F2,F2-L2,2025-05-30 03:00:33.265821,INSP007,QC_INLINE,22,PASS,,0,after
QI000223,EV0001408,WO000220,SKU0030,F1,F1-L1,2025-02-25 06:34:48.812608,INSP015,QC_FINAL,56,FAIL,WRINKLE,1,after
QI000224,EV0002568,WO000400,SKU0016,F2,F2-L1,2025-04-19 08:30:03.184899,INSP012,FINISH,42,PASS,,0,after
QI000225,EV0002748,WO000429,SKU0012,F2,F2-L3,2025-04-25 11:46:32.533817,INSP010,QC_INLINE,43,PASS,,0,after
QI000226,EV0001051,WO000164,SKU0021,F2,F2-L3,2025-02-17 14:45:13.672951,INSP006,PACK,53,PASS,,0,after
QI000227,EV0000739,WO000116,SKU0010,F1,F1-L3,2025-02-04 14:20:36.343189,INSP005,QC_FINAL,35,PASS,,0,after
QI000228,EV0003950,WO000618,SKU0027,F2,F2-L1,2025-06-13 21:23:23.131583,INSP017,SEW,16,PASS,,0,after
QI000229,EV0001314,WO000205,SKU0029,F1,F1-L1,2025-02-23 09:59:38.349607,INSP014,FINISH,14,PASS,,0,after
QI000230,EV0003395,WO000530,SKU0015,F1,F1-L1,2025-05-27 15:22:15.901139,INSP018,QC_INLINE,125,FAIL,SEAM_SKIP,6,after
QI000231,EV0000591,WO000093,SKU0021,F2,F2-L1,2025-01-27 08:42:49.005184,INSP011,QC_INLINE,33,PASS,,0,after
QI000232,EV0003155,WO000492,SKU0010,F1,F1-L3,2025-05-12 05:26:19.942915,INSP003,REWORK,5,PASS,,0,after
QI000233,EV0000713,WO000112,SKU0023,F1,F1-L3,2025-02-05 00:17:07.820647,INSP014,QC_INLINE,14,PASS,,0,after
QI000234,EV0001089,WO000170,SKU0016,F2,F2-L2,2025-02-18 05:57:15.381916,INSP010,QC_FINAL,78,FAIL,STAIN,2,after
QI000235,EV0002854,WO000445,SKU0010,F1,F1-L2,2025-04-24 10:32:39.878064,INSP002,FINISH,26,PASS,,0,after
QI000236,EV0002235,WO000348,SKU0010,F1,F1-L2,2025-04-03 08:20:08.300475,INSP016,QC_INLINE,43,PASS,,0,after
QI000237,EV0003081,WO000480,SKU0024,F1,F1-L3,2025-05-07 04:04:16.565308,INSP008,PACK,125,FAIL,LABEL_WRONG,5,after
QI000238,EV0002299,WO000358,SKU0013,F1,F1-L2,2025-04-05 08:21:36.670780,INSP008,QC_INLINE,42,FAIL,THREAD_BREAK,9,after
QI000239,EV0004428,WO000693,SKU0027,F2,F2-L3,2025-07-01 14:14:21.329338,INSP014,PACK,100,PASS,,0,after
QI000240,EV0002878,WO000449,SKU0024,F1,F1-L2,2025-04-29 00:21:38.216775,INSP017,QC_INLINE,22,PASS,,0,after
QI000241,EV0003410,WO000532,SKU0010,F1,F1-L1,2025-05-28 23:23:59.762032,INSP001,QC_FINAL,67,FAIL,THREAD_BREAK,7,after
QI000242,EV0003115,WO000486,SKU0009,F1,F1-L1,2025-05-10 14:48:28.353680,INSP009,SEW,44,PASS,,0,after
QI000243,EV0000104,WO000017,SKU0024,F1,F1-L2,2025-01-10 06:01:34.212263,INSP007,QC_FINAL,23,PASS,,0,after
QI000244,EV0002880,WO000449,SKU0024,F1,F1-L3,2025-04-29 07:57:09.143055,INSP006,QC_FINAL,13,PASS,,0,after
QI000245,EV0003504,WO000547,SKU0003,F2,F2-L3,2025-05-29 21:03:14.338409,INSP004,QC_FINAL,87,PASS,,0,after
QI000246,EV0003510,WO000548,SKU0015,F1,F1-L2,2025-05-31 15:21:43.028573,INSP012,FINISH,10,PASS,,0,after
QI000247,EV0000317,WO000050,SKU0008,F2,F2-L3,2025-01-14 11:51:34.176103,INSP001,QC_INLINE,42,PASS,,0,after
QI000248,EV0001618,WO000253,SKU0018,F1,F1-L3,2025-03-08 10:54:28.026637,INSP014,QC_FINAL,95,PASS,,0,after
QI000249,EV0002938,WO000458,SKU0023,F1,F1-L3,2025-05-02 10:46:43.431836,INSP010,QC_FINAL,188,PASS,,0,after
QI000250,EV0004220,WO000660,SKU0016,F2,F2-L1,2025-06-24 20:31:09.766761,INSP015,QC_FINAL,17,PASS,,0,after
QI000251,EV0001507,WO000236,SKU0010,F1,F1-L3,2025-03-05 18:56:21.943106,INSP012,QC_INLINE,87,PASS,,0,after
QI000252,EV0003258,WO000508,SKU0020,F2,F2-L3,2025-05-20 22:54:14.364612,INSP001,PACK,83,PASS,,0,after
QI000253,EV0003452,WO000539,SKU0009,F1,F1-L3,2025-05-24 14:52:00.173878,INSP002,QC_INLINE,121,FAIL,ZIPPER_FAIL,11,after
QI000254,EV0004482,WO000702,SKU0016,F2,F2-L1,2025-07-04 19:20:33.318352,INSP007,QC_INLINE,11,PASS,,0,after
QI000255,EV0000344,WO000054,SKU0019,F2,F2-L1,2025-01-17 05:48:22.857681,INSP014,QC_FINAL,15,PASS,,0,after
QI000256,EV0001770,WO000277,SKU0030,F1,F1-L2,2025-03-15 19:21:14.868513,INSP001,FINISH,154,PASS,,0,after
QI000257,EV0001029,WO000161,SKU0012,F2,F2-L1,2025-02-19 19:18:37.870118,INSP012,QC_FINAL,90,PASS,,0,after
QI000258,EV0003795,WO000592,SKU0013,F1,F1-L2,2025-06-08 07:29:21.534124,INSP011,PACK,84,PASS,,0,after
QI000259,EV0004305,WO000674,SKU0022,F1,F1-L3,2025-06-28 03:25:51.811926,INSP006,QC_INLINE,119,PASS,,0,after
QI000260,EV0002002,WO000312,SKU0014,F1,F1-L3,2025-03-27 18:53:58.312882,INSP007,CUT,105,PASS,,0,after
QI000261,EV0001200,WO000188,SKU0023,F1,F1-L1,2025-02-17 13:41:02.148097,INSP011,CUT,28,PASS,,0,after
QI000262,EV0002409,WO000375,SKU0010,F1,F1-L2,2025-04-08 10:55:10.165819,INSP009,QC_FINAL,14,PASS,,0,after
QI000263,EV0000265,WO000042,SKU0017,F2,F2-L3,2025-01-15 03:33:48.290318,INSP001,QC_INLINE,6,PASS,,0,after
QI000264,EV0000412,WO000065,SKU0016,F2,F2-L1,2025-01-21 06:13:30.634853,INSP003,QC_FINAL,5,PASS,,0,after
QI000265,EV0000884,WO000139,SKU0025,F1,F1-L3,2025-02-11 17:41:44.612869,INSP008,CUT,139,PASS,,0,after
QI000266,EV0000550,WO000087,SKU0026,F2,F2-L1,2025-01-29 12:36:57.995219,INSP004,CUT,13,PASS,,0,after
QI000267,EV0002973,WO000464,SKU0019,F2,F2-L2,2025-05-04 01:29:55.392086,INSP005,QC_INLINE,68,PASS,,0,after
QI000268,EV0002902,WO000453,SKU0030,F1,F1-L1,2025-05-01 23:27:24.877011,INSP009,SEW,71,PASS,,0,after
QI000269,EV0004286,WO000671,SKU0013,F1,F1-L2,2025-07-03 05:27:26.365994,INSP003,QC_INLINE,193,PASS,,0,after
QI000270,EV0002669,WO000416,SKU0010,F1,F1-L2,2025-04-23 11:40:12.520357,INSP013,FINISH,116,PASS,,0,after
QI000271,EV0003009,WO000469,SKU0020,F2,F2-L3,2025-05-06 11:15:36.972537,INSP018,QC_FINAL,26,PASS,,0,after
QI000272,EV0002762,WO000431,SKU0029,F1,F1-L2,2025-04-23 23:50:48.284384,INSP012,REWORK,5,PASS,,0,after
QI000273,EV0003735,WO000583,SKU0015,F1,F1-L3,2025-06-10 01:16:48.106586,INSP011,QC_FINAL,53,PASS,,0,after
QI000274,EV0004127,WO000645,SKU0030,F1,F1-L3,2025-06-18 15:04:33.406463,INSP014,QC_FINAL,20,PASS,,0,after
QI000275,EV0001959,WO000306,SKU0012,F2,F2-L3,2025-03-22 12:47:36.998554,INSP002,SEW,44,PASS,,0,after
QI000276,EV0000502,WO000079,SKU0016,F2,F2-L2,2025-01-31 04:56:37.104626,INSP018,FINISH,32,PASS,,0,after
QI000277,EV0001369,WO000214,SKU0001,F1,F1-L3,2025-03-02 15:19:04.850306,INSP003,FINISH,55,HOLD,WRINKLE,2,after
QI000278,EV0000379,WO000060,SKU0001,F1,F1-L3,2025-01-20 19:10:20.728805,INSP003,QC_INLINE,37,PASS,,0,after
QI000279,EV0001189,WO000186,SKU0027,F2,F2-L1,2025-02-22 15:40:22.364837,INSP003,SEW,92,PASS,,0,after
QI000280,EV0004522,WO000708,SKU0004,F1,F1-L3,2025-07-07 12:58:09.722019,INSP016,QC_FINAL,59,PASS,,0,after
QI000281,EV0001313,WO000205,SKU0029,F1,F1-L2,2025-02-23 05:18:39.265809,INSP010,QC_INLINE,27,PASS,,0,after
QI000282,EV0004431,WO000694,SKU0014,F1,F1-L2,2025-07-01 07:51:50.558593,INSP003,QC_INLINE,14,PASS,,0,after
QI000283,EV0001545,WO000242,SKU0009,F1,F1-L1,2025-03-06 20:58:20.044781,INSP014,QC_INLINE,190,PASS,,0,after
QI000284,EV0000543,WO000086,SKU0002,F1,F1-L1,2025-01-28 16:44:17.467146,INSP007,CUT,87,FAIL,PRINT_MISALIGN,2,after
QI000285,EV0000221,WO000035,SKU0010,F1,F1-L2,2025-01-11 19:43:44.653492,INSP005,FINISH,30,PASS,,0,after
QI000286,EV0001564,WO000245,SKU0014,F1,F1-L1,2025-03-05 23:14:42.305219,INSP010,FINISH,66,PASS,,0,after
QI000287,EV0002385,WO000371,SKU0021,F2,F2-L2,2025-04-13 10:01:49.089144,INSP014,QC_FINAL,31,PASS,,0,after
QI000288,EV0001300,WO000203,SKU0012,F2,F2-L3,2025-02-27 14:36:32.199619,INSP001,QC_INLINE,8,HOLD,WRINKLE,2,after
QI000289,EV0000822,WO000129,SKU0024,F1,F1-L3,2025-02-10 04:00:31.352550,INSP018,QC_FINAL,38,FAIL,ZIPPER_FAIL,3,after
QI000290,EV0001987,WO000309,SKU0010,F1,F1-L2,2025-03-27 22:23:45.732835,INSP018,QC_FINAL,107,PASS,,0,after
QI000291,EV0002689,WO000419,SKU0001,F1,F1-L3,2025-04-18 22:12:00.448219,INSP018,QC_FINAL,39,PASS,,0,after
QI000292,EV0003227,WO000503,SKU0025,F1,F1-L3,2025-05-18 18:41:03.376336,INSP004,PACK,186,PASS,,0,after
QI000293,EV0001479,WO000231,SKU0024,F1,F1-L3,2025-03-03 22:12:11.840738,INSP015,QC_FINAL,81,PASS,,0,after
QI000294,EV0001458,WO000228,SKU0026,F2,F2-L1,2025-02-28 13:09:07.700472,INSP011,QC_INLINE,86,PASS,,0,after
QI000295,EV0001161,WO000181,SKU0006,F2,F2-L3,2025-02-19 05:38:36.835702,INSP004,QC_FINAL,63,PASS,,0,after
QI000296,EV0001721,WO000269,SKU0016,F2,F2-L2,2025-03-14 22:07:42.795905,INSP001,PACK,160,PASS,,0,after
QI000297,EV0001432,WO000224,SKU0022,F1,F1-L3,2025-03-01 06:37:28.806411,INSP005,QC_INLINE,28,PASS,,0,after
QI000298,EV0002661,WO000415,SKU0030,F1,F1-L2,2025-04-20 15:29:38.960979,INSP006,SEW,29,PASS,,0,after
QI000299,EV0000050,WO000009,SKU0030,F1,F1-L1,2025-01-06 20:10:45.310116,INSP012,CUT,139,FAIL,THREAD_BREAK,4,after
QI000300,EV0002822,WO000440,SKU0007,F1,F1-L2,2025-04-28 20:47:55.432101,INSP013,QC_FINAL,14,PASS,,0,after
QI000301,EV0002439,WO000380,SKU0004,F1,F1-L1,2025-04-12 07:38:12.914774,INSP001,QC_INLINE,111,PASS,,0,after
QI000302,EV0003829,WO000598,SKU0016,F2,F2-L2,2025-06-11 21:00:43.983473,INSP003,QC_INLINE,63,PASS,,0,after
QI000303,EV0002925,WO000456,SKU0027,F2,F2-L2,2025-04-29 18:56:25.532594,INSP005,FINISH,42,PASS,,0,after
QI000304,EV0001338,WO000209,SKU0016,F2,F2-L2,2025-02-23 09:55:47.454394,INSP015,FINISH,20,PASS,,0,after
QI000305,EV0003884,WO000607,SKU0003,F2,F2-L2,2025-06-12 15:05:46.751153,INSP010,QC_INLINE,48,PASS,,0,after
QI000306,EV0004506,WO000706,SKU0007,F1,F1-L2,2025-06-30 18:17:37.799893,INSP008,SEW,40,PASS,,0,after
QI000307,EV0000585,WO000092,SKU0012,F2,F2-L3,2025-01-31 14:36:56.729721,INSP015,QC_INLINE,44,PASS,,0,after
QI000308,EV0002245,WO000349,SKU0019,F2,F2-L3,2025-04-07 16:43:46.791686,INSP012,QC_FINAL,131,FAIL,WRINKLE,8,after
QI000309,EV0003612,WO000564,SKU0018,F1,F1-L1,2025-06-03 12:50:59.323211,INSP010,QC_INLINE,106,PASS,,0,after
QI000310,EV0000930,WO000146,SKU0024,F1,F1-L3,2025-02-12 10:13:42.888061,INSP015,FINISH,28,PASS,,0,after
QI000311,EV0000759,WO000119,SKU0002,F1,F1-L2,2025-02-05 07:52:09.135913,INSP009,REWORK,5,PASS,,0,after
QI000312,EV0003381,WO000528,SKU0006,F2,F2-L1,2025-05-26 09:00:20.908635,INSP015,SEW,97,PASS,,0,after
QI000313,EV0002988,WO000466,SKU0026,F2,F2-L1,2025-05-04 23:35:10.975404,INSP002,FINISH,51,PASS,,0,after
QI000314,EV0000438,WO000069,SKU0008,F2,F2-L3,2025-01-22 00:05:52.585159,INSP003,PACK,11,PASS,,0,after
QI000315,EV0003725,WO000582,SKU0007,F1,F1-L1,2025-06-11 11:40:31.783603,INSP014,QC_INLINE,44,PASS,,0,after
QI000316,EV0004489,WO000703,SKU0018,F1,F1-L1,2025-07-02 04:11:03.164805,INSP012,FINISH,27,PASS,,0,after
QI000317,EV0001227,WO000192,SKU0024,F1,F1-L2,2025-02-22 23:03:52.386882,INSP013,QC_INLINE,64,PASS,,0,after
QI000318,EV0004192,WO000656,SKU0011,F1,F1-L3,2025-06-21 07:42:52.164418,INSP002,SEW,38,PASS,,0,after
QI000319,EV0002160,WO000336,SKU0029,F1,F1-L3,2025-03-29 03:17:08.759703,INSP004,PACK,6,PASS,,0,after
QI000320,EV0002004,WO000312,SKU0014,F1,F1-L2,2025-03-29 10:42:01.454052,INSP011,QC_INLINE,63,HOLD,STAIN,1,after
QI000321,EV0000067,WO000011,SKU0026,F2,F2-L2,2025-01-06 02:07:03.737144,INSP003,QC_FINAL,7,PASS,,0,after
QI000322,EV0002632,WO000410,SKU0016,F2,F2-L2,2025-04-20 02:34:12.128100,INSP018,FINISH,32,PASS,,0,after
QI000323,EV0000118,WO000019,SKU0009,F1,F1-L2,2025-01-10 16:11:32.970167,INSP011,REWORK,5,PASS,,0,after
QI000324,EV0002047,WO000319,SKU0023,F1,F1-L1,2025-03-26 06:56:03.360590,INSP001,SEW,55,PASS,,0,after
QI000325,EV0000358,WO000056,SKU0002,F1,F1-L2,2025-01-19 02:32:05.954478,INSP014,PACK,90,PASS,,0,after
QI000326,EV0003053,WO000476,SKU0019,F2,F2-L1,2025-05-10 17:57:23.811349,INSP016,FINISH,33,FAIL,ZIPPER_FAIL,2,after
QI000327,EV0001192,WO000186,SKU0027,F2,F2-L3,2025-02-23 02:34:41.567285,INSP016,QC_FINAL,59,PASS,,0,after
QI000328,EV0002777,WO000433,SKU0028,F2,F2-L2,2025-04-25 13:16:17.594218,INSP011,QC_FINAL,89,PASS,,0,after
QI000329,EV0002554,WO000398,SKU0005,F2,F2-L1,2025-04-15 09:32:39.252569,INSP002,QC_INLINE,58,PASS,,0,after
QI000330,EV0004212,WO000659,SKU0018,F1,F1-L2,2025-06-22 01:21:46.419184,INSP006,QC_INLINE,30,FAIL,MEASURE_OOS,1,after
QI000331,EV0001940,WO000303,SKU0021,F2,F2-L1,2025-03-21 08:31:19.167586,INSP016,FINISH,174,PASS,,0,after
QI000332,EV0001389,WO000217,SKU0004,F1,F1-L3,2025-03-03 00:39:12.574191,INSP015,QC_FINAL,31,PASS,,0,after
QI000333,EV0003359,WO000524,SKU0006,F2,F2-L1,2025-05-26 21:32:51.317222,INSP007,QC_FINAL,113,PASS,,0,after
QI000334,EV0000786,WO000124,SKU0028,F2,F2-L1,2025-02-05 13:54:22.742715,INSP002,CUT,20,PASS,,0,after
QI000335,EV0001487,WO000233,SKU0007,F1,F1-L3,2025-02-28 15:48:54.980460,INSP004,CUT,16,PASS,,0,after
QI000336,EV0001364,WO000213,SKU0021,F2,F2-L3,2025-02-24 06:28:37.679612,INSP011,QC_FINAL,9,PASS,,0,after
QI000337,EV0004502,WO000705,SKU0001,F1,F1-L3,2025-07-01 02:21:06.157938,INSP004,FINISH,17,FAIL,SEAM_SKIP,1,after
QI000338,EV0000982,WO000154,SKU0015,F1,F1-L2,2025-02-14 03:43:58.167526,INSP004,PACK,100,PASS,,0,after
QI000339,EV0000740,WO000116,SKU0010,F1,F1-L3,2025-02-04 16:19:18.555219,INSP011,REWORK,5,PASS,,0,after
QI000340,EV0002120,WO000330,SKU0011,F1,F1-L1,2025-03-30 11:11:26.888314,INSP004,QC_FINAL,69,PASS,,0,after
QI000341,EV0000097,WO000016,SKU0002,F1,F1-L3,2025-01-06 03:18:17.138989,INSP012,FINISH,10,PASS,,0,after
QI000342,EV0000151,WO000024,SKU0007,F1,F1-L3,2025-01-12 05:09:02.660118,INSP007,QC_FINAL,10,PASS,,0,after
QI000343,EV0003231,WO000504,SKU0026,F2,F2-L1,2025-05-19 11:33:48.837291,INSP004,FINISH,129,PASS,,0,after
QI000344,EV0004244,WO000664,SKU0016,F2,F2-L3,2025-06-27 04:20:00.208517,INSP002,FINISH,21,PASS,,0,after
QI000345,EV0001993,WO000310,SKU0002,F1,F1-L3,2025-03-21 14:06:14.405171,INSP009,QC_FINAL,21,PASS,,0,after
QI000346,EV0002506,WO000391,SKU0011,F1,F1-L1,2025-04-15 21:12:06.712769,INSP002,CUT,41,PASS,,0,after
QI000347,EV0000017,WO000003,SKU0019,F2,F2-L3,2025-01-06 08:48:47.469544,INSP013,QC_FINAL,24,PASS,,0,after
QI000348,EV0000314,WO000049,SKU0005,F2,F2-L1,2025-01-18 16:27:03.830890,INSP003,PACK,39,FAIL,MEASURE_OOS,3,after
QI000349,EV0000515,WO000081,SKU0015,F1,F1-L3,2025-01-28 22:31:10.537978,INSP011,FINISH,44,PASS,,0,after
QI000350,EV0001241,WO000194,SKU0024,F1,F1-L3,2025-02-22 01:49:15.181356,INSP008,QC_INLINE,68,PASS,,0,after
QI000351,EV0004301,WO000673,SKU0012,F2,F2-L1,2025-06-25 22:41:20.786710,INSP018,QC_FINAL,20,FAIL,SEAM_SKIP,8,after
QI000352,EV0002564,WO000399,SKU0011,F1,F1-L1,2025-04-17 20:42:53.072004,INSP011,PACK,141,PASS,,0,after
QI000353,EV0002413,WO000376,SKU0020,F2,F2-L3,2025-04-11 18:00:00.003409,INSP018,QC_INLINE,6,PASS,,0,after
QI000354,EV0001398,WO000219,SKU0002,F1,F1-L3,2025-02-27 01:11:04.251631,INSP016,SEW,32,HOLD,THREAD_BREAK,1,after
QI000355,EV0002470,WO000385,SKU0002,F1,F1-L2,2025-04-15 11:13:07.076873,INSP001,QC_INLINE,177,PASS,,0,after
QI000356,EV0003690,WO000576,SKU0014,F1,F1-L1,2025-06-06 14:19:16.259384,INSP002,PACK,63,FAIL,THREAD_BREAK,1,after
QI000357,EV0004169,WO000652,SKU0017,F2,F2-L1,2025-06-21 17:04:42.897658,INSP006,QC_INLINE,17,PASS,,0,after
QI000358,EV0000268,WO000042,SKU0017,F2,F2-L2,2025-01-15 11:57:44.024924,INSP014,PACK,12,PASS,,0,after
QI000359,EV0000925,WO000145,SKU0010,F1,F1-L3,2025-02-14 21:55:45.109175,INSP018,QC_FINAL,141,PASS,,0,after
QI000360,EV0002242,WO000349,SKU0019,F2,F2-L2,2025-04-06 16:43:41.730490,INSP011,QC_INLINE,81,PASS,,0,after
QI000361,EV0001841,WO000288,SKU0015,F1,F1-L3,2025-03-21 05:25:11.476419,INSP003,FINISH,155,PASS,,0,after
QI000362,EV0000686,WO000108,SKU0014,F1,F1-L3,2025-01-29 12:34:00.309178,INSP010,SEW,17,PASS,,0,after
QI000363,EV0000332,WO000052,SKU0005,F2,F2-L3,2025-01-16 14:38:19.612202,INSP013,QC_FINAL,76,FAIL,ZIPPER_FAIL,9,after
QI000364,EV0000259,WO000041,SKU0011,F1,F1-L2,2025-01-21 11:17:10.944188,INSP004,QC_INLINE,167,PASS,,0,after
QI000365,EV0000084,WO000014,SKU0015,F1,F1-L2,2025-01-05 19:08:46.395725,INSP018,QC_INLINE,30,FAIL,THREAD_BREAK,2,after
QI000366,EV0000440,WO000070,SKU0027,F2,F2-L3,2025-01-21 12:51:58.382146,INSP011,SEW,82,PASS,,0,after
QI000367,EV0003527,WO000551,SKU0012,F2,F2-L2,2025-05-25 17:28:11.020973,INSP017,CUT,17,FAIL,WRINKLE,2,after
QI000368,EV0002883,WO000450,SKU0023,F1,F1-L2,2025-04-30 07:19:05.030002,INSP003,SEW,59,PASS,,0,after
QI000369,EV0001804,WO000282,SKU0006,F2,F2-L2,2025-03-17 01:25:30.235297,INSP009,QC_FINAL,71,PASS,,0,after
QI000370,EV0001565,WO000245,SKU0014,F1,F1-L2,2025-03-06 00:16:08.416464,INSP007,QC_FINAL,11,PASS,,0,after
QI000371,EV0000348,WO000055,SKU0005,F2,F2-L3,2025-01-20 08:30:08.028232,INSP015,QC_INLINE,48,PASS,,0,after
QI000372,EV0002305,WO000359,SKU0003,F2,F2-L3,2025-04-06 08:12:07.236510,INSP008,QC_INLINE,34,PASS,,0,after
QI000373,EV0003237,WO000505,SKU0009,F1,F1-L3,2025-05-19 15:59:34.661186,INSP007,FINISH,106,PASS,,0,after
QI000374,EV0001076,WO000168,SKU0006,F2,F2-L2,2025-02-16 14:04:26.461158,INSP012,QC_FINAL,23,PASS,,0,after
QI000375,EV0003121,WO000487,SKU0005,F2,F2-L1,2025-05-09 07:04:45.011624,INSP006,SEW,7,PASS,,0,after
QI000376,EV0003261,WO000509,SKU0024,F1,F1-L1,2025-05-19 00:39:09.212046,INSP015,QC_INLINE,42,PASS,,0,after
QI000377,EV0002249,WO000350,SKU0008,F2,F2-L2,2025-04-01 21:40:55.423489,INSP002,SEW,63,HOLD,THREAD_BREAK,3,after
QI000378,EV0002337,WO000364,SKU0016,F2,F2-L3,2025-04-11 07:20:11.747434,INSP002,QC_INLINE,72,PASS,,0,after
QI000379,EV0003916,WO000612,SKU0017,F2,F2-L3,2025-06-10 11:14:39.322402,INSP015,QC_FINAL,28,FAIL,WRINKLE,1,after
QI000380,EV0000036,WO000006,SKU0026,F2,F2-L1,2025-01-09 20:17:23.076126,INSP006,QC_FINAL,39,PASS,,0,after
QI000381,EV0003298,WO000515,SKU0029,F1,F1-L1,2025-05-16 21:41:25.503081,INSP010,CUT,68,PASS,,0,after
QI000382,EV0003926,WO000614,SKU0029,F1,F1-L1,2025-06-12 04:32:51.898521,INSP017,QC_INLINE,88,PASS,,0,after
QI000383,EV0001171,WO000183,SKU0019,F2,F2-L2,2025-02-20 10:08:33.490499,INSP004,QC_INLINE,23,PASS,,0,after
QI000384,EV0001259,WO000197,SKU0023,F1,F1-L2,2025-02-20 21:38:29.926977,INSP016,SEW,36,PASS,,0,after
QI000385,EV0002603,WO000405,SKU0018,F1,F1-L3,2025-04-18 16:57:08.284443,INSP005,QC_FINAL,52,PASS,,0,after
QI000386,EV0000253,WO000040,SKU0011,F1,F1-L3,2025-01-16 04:19:20.609031,INSP010,QC_INLINE,34,HOLD,LABEL_WRONG,6,after
QI000387,EV0001593,WO000249,SKU0026,F2,F2-L1,2025-03-07 01:51:39.071376,INSP009,PACK,33,PASS,,0,after
QI000388,EV0000331,WO000052,SKU0005,F2,F2-L2,2025-01-16 14:39:54.421626,INSP004,FINISH,68,PASS,,0,after
QI000389,EV0001395,WO000218,SKU0026,F2,F2-L2,2025-02-24 17:24:38.687094,INSP005,QC_FINAL,61,PASS,,0,after
QI000390,EV0000449,WO000071,SKU0008,F2,F2-L1,2025-01-20 23:07:39.460145,INSP011,FINISH,26,FAIL,STAIN,1,after
QI000391,EV0000298,WO000047,SKU0027,F2,F2-L3,2025-01-18 01:32:43.668405,INSP016,QC_INLINE,41,PASS,,0,after
