order_id,customer_id,sku_id,order_date,due_date,demand_qty,priority,penalty_cost_late,scenario
SO00329,CUST0019,SKU0025,2025-01-29,2025-02-20,170,Expedite,17.07,after
SO00330,CUST0020,SKU0029,2025-04-08,2025-04-21,314,Std,15.88,after
SO00331,CUST0025,SKU0006,2025-03-11,2025-04-08,108,Expedite,8.05,after
SO00332,CUST0039,SKU0027,2025-04-21,2025-05-01,59,Std,8.58,after
SO00333,CUST0002,SKU0024,2025-01-15,2025-01-22,283,Std,11.96,after
SO00334,CUST0011,SKU0010,2025-05-14,2025-06-09,108,Std,11.9,after
SO00335,CUST0002,SKU0023,2025-02-18,2025-03-10,136,Std,18.05,after
SO00336,CUST0030,SKU0017,2025-01-16,2025-01-25,128,Std,16.24,after
SO00337,CUST0015,SKU0007,2025-01-04,2025-01-17,47,Std,10.41,after
SO00338,CUST0023,SKU0008,2025-04-18,2025-05-14,111,Expedite,7.68,after
SO00339,CUST0010,SKU0015,2025-02-26,2025-03-23,150,Std,15.8,after
SO00340,CUST0040,SKU0029,2025-02-16,2025-02-28,84,Std,22.66,after
SO00341,CUST0003,SKU0004,2025-02-22,2025-03-23,249,Std,31.75,after
SO00342,CUST0033,SKU0008,2025-03-14,2025-04-04,180,Expedite,28.25,after
SO00343,CUST0036,SKU0030,2025-03-26,2025-04-20,20,Std,11.81,after
SO00344,CUST0005,SKU0030,2025-02-23,2025-03-03,85,Std,16.15,after
SO00345,CUST0005,SKU0024,2025-05-17,2025-06-07,297,Launch,22.4,after
SO00346,CUST0026,SKU0022,2025-04-29,2025-05-11,218,Std,27.91,after
SO00347,CUST0028,SKU0016,2025-04-12,2025-05-04,41,Std,18.42,after
SO00348,CUST0012,SKU0022,2025-06-09,2025-06-26,122,Std,12.22,after
SO00349,CUST0016,SKU0025,2025-06-08,2025-06-16,114,Expedite,11.47,after
SO00350,CUST0002,SKU0010,2025-02-07,2025-03-02,233,Std,17.11,after
SO00351,CUST0006,SKU0002,2025-06-05,2025-06-28,166,Std,17.76,after
SO00352,CUST0036,SKU0016,2025-05-22,2025-06-08,81,Launch,9.01,after
SO00353,CUST0001,SKU0007,2025-04-18,2025-05-02,91,Launch,12.56,after
SO00354,CUST0031,SKU0008,2025-04-17,2025-05-04,134,Std,18.54,after
SO00355,CUST0017,SKU0019,2025-06-06,2025-06-22,22,Std,18.75,after
SO00356,CUST0010,SKU0008,2025-04-10,2025-04-25,313,Expedite,15.24,after
SO00357,CUST0011,SKU0005,2025-01-06,2025-01-13,36,Std,18.52,after
SO00358,CUST0006,SKU0009,2025-02-15,2025-03-07,107,Expedite,14.66,after
SO00359,CUST0004,SKU0029,2025-06-08,2025-06-29,123,Std,14.07,after
SO00360,CUST0040,SKU0003,2025-01-06,2025-01-24,116,Expedite,27.51,after
SO00361,CUST0024,SKU0010,2025-01-26,2025-02-07,105,Std,7.98,after
SO00362,CUST0012,SKU0017,2025-03-15,2025-03-29,319,Std,11.22,after
SO00363,CUST0006,SKU0018,2025-03-01,2025-03-16,302,Std,16.21,after
SO00364,CUST0012,SKU0026,2025-03-10,2025-03-23,121,Std,8.59,after
SO00365,CUST0007,SKU0023,2025-04-28,2025-05-20,239,Std,18.03,after
SO00366,CUST0011,SKU0005,2025-06-03,2025-06-21,120,Std,14.53,after
SO00367,CUST0012,SKU0011,2025-03-07,2025-03-31,152,Expedite,6.02,after
SO00368,CUST0010,SKU0019,2025-01-14,2025-02-04,29,Expedite,38.18,after
SO00369,CUST0012,SKU0016,2025-01-25,2025-02-15,102,Std,11.73,after
SO00370,CUST0002,SKU0020,2025-05-13,2025-06-15,52,Std,10.83,after
SO00371,CUST0028,SKU0012,2025-05-31,2025-06-14,212,Launch,18.62,after
SO00372,CUST0006,SKU0008,2025-02-19,2025-03-10,72,Std,12.4,after
SO00373,CUST0036,SKU0021,2025-05-22,2025-06-16,103,Std,17.38,after
SO00374,CUST0021,SKU0026,2025-04-22,2025-05-19,115,Std,10.53,after
SO00375,CUST0013,SKU0028,2025-06-24,2025-07-16,126,Std,20.02,after
SO00376,CUST0021,SKU0010,2025-02-13,2025-02-21,99,Std,21.68,after
SO00377,CUST0034,SKU0028,2025-04-21,2025-04-30,115,Std,9.36,after
SO00378,CUST0005,SKU0029,2025-02-01,2025-02-13,327,Std,16.45,after
SO00379,CUST0030,SKU0009,2025-06-04,2025-06-11,36,Expedite,15.61,after
SO00380,CUST0024,SKU0029,2025-01-28,2025-02-22,138,Std,11.61,after
SO00381,CUST0029,SKU0019,2025-03-07,2025-03-27,28,Expedite,14.41,after
SO00382,CUST0010,SKU0007,2025-03-28,2025-04-13,212,Std,13.08,after
SO00383,CUST0014,SKU0026,2025-02-06,2025-02-28,221,Std,9.09,after
SO00384,CUST0007,SKU0010,2025-02-18,2025-03-15,211,Std,5.72,after
SO00385,CUST0005,SKU0017,2025-04-08,2025-04-27,87,Std,8.34,after
SO00386,CUST0014,SKU0023,2025-05-06,2025-05-22,193,Std,14.29,after
SO00387,CUST0030,SKU0022,2025-01-23,2025-02-04,38,Std,7.16,after
SO00388,CUST0033,SKU0008,2025-06-01,2025-06-21,49,Std,7.03,after
SO00389,CUST0008,SKU0030,2025-06-08,2025-06-24,113,Std,13.15,after
SO00390,CUST0002,SKU0017,2025-01-28,2025-02-11,85,Std,6.06,after
SO00391,CUST0031,SKU0006,2025-02-17,2025-03-07,61,Std,13.85,after
SO00392,CUST0002,SKU0017,2025-02-21,2025-03-18,91,Std,16.93,after
SO00393,CUST0014,SKU0018,2025-05-18,2025-06-09,72,Std,9.79,after
SO00394,CUST0034,SKU0010,2025-04-02,2025-04-15,45,Std,7.81,after
SO00395,CUST0032,SKU0018,2025-02-18,2025-03-02,181,Std,10.98,after
SO00396,CUST0001,SKU0005,2025-04-02,2025-04-13,34,Std,10.95,after
SO00397,CUST0036,SKU0001,2025-02-11,2025-03-07,71,Std,11.67,after
SO00398,CUST0022,SKU0016,2025-03-07,2025-03-26,248,Std,24.25,after
SO00399,CUST0035,SKU0026,2025-01-02,2025-01-17,93,Std,29.7,after
SO00400,CUST0017,SKU0026,2025-01-24,2025-02-13,23,Std,8.24,after
SO00401,CUST0028,SKU0024,2025-03-06,2025-03-24,45,Std,12.59,after
SO00402,CUST0008,SKU0020,2025-04-07,2025-04-21,63,Expedite,10.85,after
SO00403,CUST0035,SKU0030,2025-06-08,2025-06-19,67,Std,7.69,after
SO00404,CUST0026,SKU0019,2025-01-23,2025-02-07,37,Std,16.79,after
SO00405,CUST0040,SKU0009,2025-04-12,2025-05-02,155,Std,10.92,after
SO00406,CUST0014,SKU0009,2025-03-13,2025-03-26,62,Std,10.17,after
SO00407,CUST0010,SKU0015,2025-05-29,2025-06-07,187,Std,15.21,after
SO00408,CUST0020,SKU0026,2025-06-28,2025-07-16,81,Std,18.09,after
SO00409,CUST0004,SKU0022,2025-02-04,2025-02-20,159,Std,13.87,after
SO00410,CUST0008,SKU0007,2025-06-12,2025-07-09,25,Std,11.7,after
SO00411,CUST0017,SKU0002,2025-05-02,2025-05-19,200,Expedite,14.9,after
SO00412,CUST0018,SKU0030,2025-01-27,2025-02-16,258,Std,10.39,after
SO00413,CUST0007,SKU0005,2025-01-12,2025-01-31,134,Std,9.85,after
SO00414,CUST0023,SKU0005,2025-06-13,2025-06-26,140,Std,12.61,after
SO00415,CUST0006,SKU0027,2025-05-17,2025-05-26,159,Launch,14.86,after
SO00416,CUST0005,SKU0001,2025-02-25,2025-03-08,53,Expedite,11.52,after
SO00417,CUST0033,SKU0004,2025-01-03,2025-01-28,45,Std,15.34,after
SO00418,CUST0026,SKU0020,2025-06-10,2025-06-28,160,Std,10.55,after
SO00419,CUST0002,SKU0019,2025-05-31,2025-06-15,152,Std,15.16,after
SO00420,CUST0016,SKU0027,2025-02-20,2025-03-10,49,Expedite,12.46,after
SO00421,CUST0036,SKU0014,2025-03-24,2025-04-06,109,Std,14.73,after
SO00422,CUST0022,SKU0017,2025-02-27,2025-03-06,102,Std,8.25,after
SO00423,CUST0014,SKU0010,2025-03-20,2025-04-05,138,Expedite,20.02,after
SO00424,CUST0006,SKU0013,2025-06-05,2025-06-17,67,Std,17.36,after
SO00425,CUST0006,SKU0014,2025-01-22,2025-02-05,67,Std,26.18,after
SO00426,CUST0010,SKU0027,2025-06-13,2025-06-25,54,Std,22.28,after
SO00427,CUST0014,SKU0002,2025-01-05,2025-02-01,55,Expedite,19.32,after
SO00428,CUST0027,SKU0010,2025-02-03,2025-03-02,193,Std,11.59,after
SO00429,CUST0016,SKU0020,2025-03-28,2025-04-13,78,Std,13.58,after
SO00430,CUST0033,SKU0002,2025-04-27,2025-05-13,31,Std,16.85,after
SO00431,CUST0026,SKU0020,2025-06-06,2025-06-14,65,Std,12.41,after
SO00432,CUST0026,SKU0002,2025-01-31,2025-02-16,62,Std,9.29,after
SO00433,CUST0030,SKU0017,2025-06-13,2025-06-30,75,Expedite,26.77,after
SO00434,CUST0002,SKU0001,2025-02-14,2025-03-06,25,Std,11.01,after
SO00435,CUST0037,SKU0011,2025-04-23,2025-05-12,156,Std,9.06,after
SO00436,CUST0032,SKU0023,2025-01-17,2025-01-29,94,Std,8.02,after
SO00437,CUST0003,SKU0028,2025-03-22,2025-03-31,63,Std,10.05,after
SO00438,CUST0002,SKU0021,2025-02-21,2025-03-19,123,Std,8.2,after
SO00439,CUST0034,SKU0021,2025-06-05,2025-06-12,62,Std,27.72,after
SO00440,CUST0007,SKU0019,2025-05-11,2025-06-04,65,Std,12.8,after
SO00441,CUST0015,SKU0003,2025-05-04,2025-05-16,84,Expedite,12.88,after
SO00442,CUST0021,SKU0001,2025-06-29,2025-07-18,30,Launch,8.08,after
SO00443,CUST0004,SKU0026,2025-01-29,2025-02-21,45,Std,24.26,after
SO00444,CUST0038,SKU0029,2025-04-19,2025-05-08,397,Std,13.41,after
SO00445,CUST0008,SKU0007,2025-01-06,2025-01-25,38,Std,10.23,after
SO00446,CUST0032,SKU0022,2025-06-23,2025-06-30,29,Std,20.23,after
SO00447,CUST0026,SKU0012,2025-02-12,2025-03-14,249,Expedite,13.49,after
SO00448,CUST0036,SKU0015,2025-01-11,2025-02-15,35,Std,17.2,after
SO00449,CUST0012,SKU0020,2025-06-20,2025-07-06,84,Std,16.61,after
SO00450,CUST0003,SKU0002,2025-02-04,2025-02-28,171,Std,9.33,after
SO00451,CUST0026,SKU0019,2025-06-20,2025-07-11,151,Std,15.66,after
SO00452,CUST0028,SKU0018,2025-03-28,2025-04-12,94,Expedite,6.54,after
SO00453,CUST0005,SKU0019,2025-04-14,2025-05-03,136,Expedite,10.21,after
SO00454,CUST0012,SKU0023,2025-01-29,2025-02-09,63,Std,16.65,after
SO00455,CUST0022,SKU0005,2025-03-06,2025-03-27,107,Expedite,24.9,after
SO00456,CUST0010,SKU0015,2025-02-12,2025-03-16,178,Std,13.25,after
SO00457,CUST0017,SKU0028,2025-04-05,2025-04-22,89,Std,15.62,after
SO00458,CUST0034,SKU0012,2025-04-20,2025-05-01,123,Std,24.58,after
SO00459,CUST0007,SKU0015,2025-01-04,2025-01-18,80,Std,10.7,after
SO00460,CUST0001,SKU0014,2025-04-28,2025-05-15,78,Expedite,20.99,after
SO00461,CUST0036,SKU0030,2025-03-10,2025-03-31,164,Std,14.49,after
SO00462,CUST0026,SKU0007,2025-02-24,2025-03-14,109,Std,7.6,after
SO00463,CUST0039,SKU0017,2025-06-25,2025-07-08,142,Std,21.38,after
SO00464,CUST0006,SKU0010,2025-05-03,2025-05-21,153,Launch,8.36,after
SO00465,CUST0001,SKU0016,2025-05-17,2025-06-08,45,Std,10.73,after
SO00466,CUST0039,SKU0030,2025-02-27,2025-03-23,32,Std,15.36,after
SO00467,CUST0019,SKU0013,2025-01-07,2025-01-22,100,Expedite,15.9,after
SO00468,CUST0025,SKU0018,2025-05-22,2025-06-05,147,Std,17.05,after
SO00469,CUST0019,SKU0009,2025-01-24,2025-02-05,58,Std,14.19,after
SO00470,CUST0038,SKU0008,2025-03-13,2025-03-27,144,Expedite,11.24,after
SO00471,CUST0028,SKU0024,2025-01-05,2025-01-25,80,Std,9.36,after
SO00472,CUST0033,SKU0010,2025-03-14,2025-03-31,31,Std,8.34,after
SO00473,CUST0030,SKU0022,2025-02-06,2025-02-22,130,Std,6.46,after
SO00474,CUST0030,SKU0014,2025-06-18,2025-07-10,75,Std,22.83,after
SO00475,CUST0029,SKU0002,2025-05-07,2025-05-28,55,Std,11.04,after
SO00476,CUST0035,SKU0020,2025-06-12,2025-06-28,84,Std,8.58,after
SO00477,CUST0030,SKU0023,2025-04-26,2025-05-19,157,Launch,15.74,after
SO00478,CUST0009,SKU0008,2025-02-27,2025-03-11,30,Std,14.32,after
SO00479,CUST0016,SKU0019,2025-01-14,2025-01-21,43,Std,19.66,after
SO00480,CUST0008,SKU0025,2025-05-23,2025-06-01,73,Launch,19.86,after
SO00481,CUST0016,SKU0013,2025-04-13,2025-04-29,105,Std,15.04,after
SO00482,CUST0007,SKU0008,2025-04-23,2025-05-08,113,Std,26.34,after
SO00483,CUST0022,SKU0018,2025-03-02,2025-03-24,153,Launch,7.8,after
SO00484,CUST0020,SKU0026,2025-02-25,2025-03-12,87,Std,5.78,after
SO00485,CUST0023,SKU0004,2025-01-28,2025-02-28,66,Std,15.22,after
SO00486,CUST0011,SKU0012,2025-04-30,2025-05-29,60,Std,8.74,after
SO00487,CUST0019,SKU0028,2025-03-04,2025-03-28,142,Std,31.68,after
SO00488,CUST0006,SKU0002,2025-03-20,2025-04-13,84,Std,12.81,after
SO00489,CUST0037,SKU0025,2025-06-01,2025-06-19,143,Expedite,16.38,after
SO00490,CUST0012,SKU0018,2025-05-28,2025-06-14,164,Launch,12.13,after
SO00491,CUST0017,SKU0003,2025-05-16,2025-06-05,44,Std,5.66,after
SO00492,CUST0018,SKU0019,2025-01-26,2025-02-16,131,Expedite,16.99,after
SO00493,CUST0036,SKU0025,2025-05-11,2025-06-14,250,Std,7.12,after
SO00494,CUST0019,SKU0016,2025-06-19,2025-06-26,54,Std,8.89,after
SO00495,CUST0004,SKU0009,2025-03-01,2025-03-26,208,Std,9.29,after
SO00496,CUST0039,SKU0019,2025-01-25,2025-02-12,103,Std,5.0,after
SO00497,CUST0029,SKU0015,2025-02-11,2025-02-20,263,Std,7.79,after
SO00498,CUST0026,SKU0015,2025-03-13,2025-04-05,197,Std,14.83,after
SO00499,CUST0014,SKU0014,2025-02-16,2025-03-06,81,Std,15.17,after
SO00500,CUST0008,SKU0013,2025-02-20,2025-02-28,137,Std,10.29,after
SO00501,CUST0005,SKU0021,2025-03-06,2025-03-26,58,Std,8.1,after
SO00502,CUST0025,SKU0003,2025-06-06,2025-06-19,137,Std,5.12,after
SO00503,CUST0007,SKU0027,2025-04-22,2025-04-29,62,Expedite,18.87,after
SO00504,CUST0004,SKU0021,2025-03-12,2025-03-28,54,Launch,16.03,after
SO00505,CUST0021,SKU0008,2025-05-10,2025-05-25,51,Std,19.91,after
SO00506,CUST0010,SKU0021,2025-01-07,2025-01-24,47,Std,8.69,after
SO00507,CUST0019,SKU0005,2025-03-01,2025-03-23,116,Std,10.03,after
SO00508,CUST0010,SKU0003,2025-06-09,2025-06-26,134,Std,18.47,after
SO00509,CUST0033,SKU0003,2025-05-03,2025-05-20,159,Std,19.72,after
SO00510,CUST0029,SKU0022,2025-06-12,2025-07-04,44,Std,12.63,after
SO00511,CUST0017,SKU0008,2025-04-27,2025-06-02,140,Std,9.06,after
SO00512,CUST0028,SKU0023,2025-03-21,2025-04-09,84,Expedite,19.39,after
SO00513,CUST0026,SKU0021,2025-02-21,2025-03-12,37,Std,12.83,after
SO00514,CUST0011,SKU0018,2025-02-12,2025-02-27,47,Std,13.76,after
SO00515,CUST0039,SKU0002,2025-02-19,2025-03-14,63,Launch,19.0,after
SO00516,CUST0017,SKU0017,2025-04-22,2025-05-05,88,Expedite,14.58,after
SO00517,CUST0038,SKU0010,2025-03-08,2025-03-21,290,Std,16.43,after
SO00518,CUST0003,SKU0021,2025-04-21,2025-05-16,107,Expedite,25.65,after
SO00519,CUST0027,SKU0012,2025-05-27,2025-06-03,74,Std,8.04,after
SO00520,CUST0021,SKU0011,2025-02-14,2025-03-07,31,Std,12.79,after
SO00521,CUST0028,SKU0011,2025-04-12,2025-05-03,185,Std,11.41,after
SO00522,CUST0035,SKU0027,2025-06-30,2025-07-18,93,Std,8.54,after
SO00523,CUST0018,SKU0020,2025-03-07,2025-03-22,53,Std,7.04,after
SO00524,CUST0006,SKU0014,2025-06-01,2025-06-15,96,Std,13.7,after
SO00525,CUST0004,SKU0005,2025-02-08,2025-02-21,214,Std,14.26,after
SO00526,CUST0029,SKU0012,2025-03-22,2025-04-08,119,Expedite,18.79,after
SO00527,CUST0007,SKU0030,2025-03-14,2025-04-01,105,Std,7.9,after
SO00528,CUST0037,SKU0029,2025-06-02,2025-06-11,59,Std,12.05,after
SO00529,CUST0006,SKU0001,2025-02-01,2025-02-22,55,Std,9.47,after
SO00530,CUST0012,SKU0010,2025-02-27,2025-03-18,146,Std,11.17,after
SO00531,CUST0035,SKU0021,2025-03-16,2025-04-03,216,Std,18.64,after
SO00532,CUST0027,SKU0027,2025-02-17,2025-03-13,113,Std,13.48,after
SO00533,CUST0031,SKU0028,2025-01-01,2025-01-21,81,Std,11.8,after
SO00534,CUST0008,SKU0013,2025-03-06,2025-03-15,165,Expedite,13.35,after
SO00535,CUST0036,SKU0001,2025-06-12,2025-06-21,86,Launch,8.54,after
SO00536,CUST0013,SKU0007,2025-03-21,2025-04-05,93,Std,10.41,after
SO00537,CUST0009,SKU0012,2025-01-06,2025-01-29,43,Std,9.65,after
SO00538,CUST0029,SKU0001,2025-04-04,2025-04-23,93,Std,8.62,after
SO00539,CUST0040,SKU0006,2025-05-19,2025-06-07,189,Launch,15.52,after
SO00540,CUST0006,SKU0029,2025-05-25,2025-06-12,49,Std,20.11,after
SO00541,CUST0016,SKU0023,2025-03-11,2025-04-04,329,Std,14.82,after
SO00542,CUST0039,SKU0010,2025-04-01,2025-04-16,72,Std,21.52,after
SO00543,CUST0006,SKU0009,2025-06-25,2025-07-13,49,Expedite,9.79,after
SO00544,CUST0006,SKU0005,2025-06-11,2025-06-18,132,Std,15.05,after
SO00545,CUST0038,SKU0002,2025-01-15,2025-02-02,108,Std,13.6,after
SO00546,CUST0019,SKU0023,2025-02-17,2025-02-27,104,Std,20.69,after
SO00547,CUST0007,SKU0024,2025-05-14,2025-06-05,87,Std,8.81,after
SO00548,CUST0022,SKU0023,2025-02-17,2025-03-02,116,Std,18.75,after
SO00549,CUST0026,SKU0027,2025-06-11,2025-06-28,83,Std,15.15,after
SO00550,CUST0033,SKU0004,2025-06-26,2025-07-09,67,Std,16.56,after
SO00551,CUST0029,SKU0028,2025-06-04,2025-06-15,40,Std,9.99,after
SO00552,CUST0014,SKU0019,2025-03-31,2025-04-19,265,Std,13.89,after
SO00553,CUST0031,SKU0013,2025-06-12,2025-07-04,83,Std,17.74,after
SO00554,CUST0019,SKU0018,2025-03-07,2025-04-03,61,Std,13.86,after
SO00555,CUST0024,SKU0001,2025-03-30,2025-04-25,83,Std,9.38,after
SO00556,CUST0008,SKU0020,2025-05-15,2025-06-17,54,Std,13.28,after
SO00557,CUST0036,SKU0018,2025-06-28,2025-07-12,75,Expedite,13.62,after
SO00558,CUST0003,SKU0016,2025-01-22,2025-01-29,86,Launch,18.66,after
SO00559,CUST0016,SKU0006,2025-01-06,2025-02-01,89,Std,20.02,after
SO00560,CUST0026,SKU0003,2025-01-23,2025-02-03,123,Std,10.6,after
SO00561,CUST0025,SKU0010,2025-02-01,2025-02-23,165,Expedite,14.55,after
SO00562,CUST0003,SKU0027,2025-04-10,2025-05-04,145,Std,30.01,after
SO00563,CUST0029,SKU0026,2025-06-11,2025-06-30,55,Std,15.95,after
SO00564,CUST0010,SKU0002,2025-06-23,2025-07-17,62,Expedite,19.02,after
SO00565,CUST0022,SKU0010,2025-01-09,2025-01-19,51,Std,30.68,after
SO00566,CUST0027,SKU0012,2025-01-25,2025-02-08,64,Std,13.45,after
SO00567,CUST0027,SKU0025,2025-01-19,2025-02-02,27,Std,13.56,after
SO00568,CUST0003,SKU0009,2025-01-06,2025-01-20,73,Std,12.2,after
SO00569,CUST0017,SKU0022,2025-02-01,2025-02-26,30,Std,13.13,after
SO00570,CUST0009,SKU0023,2025-02-25,2025-03-20,158,Launch,9.59,after
SO00571,CUST0016,SKU0015,2025-01-10,2025-01-25,90,Std,11.0,after
SO00572,CUST0034,SKU0009,2025-06-25,2025-07-15,46,Std,7.7,after
SO00573,CUST0013,SKU0016,2025-06-06,2025-07-06,85,Std,33.14,after
SO00574,CUST0036,SKU0018,2025-06-15,2025-07-01,116,Std,20.26,after
SO00575,CUST0039,SKU0001,2025-01-23,2025-02-04,48,Launch,15.31,after
SO00576,CUST0027,SKU0014,2025-05-31,2025-06-11,88,Std,6.57,after
SO00577,CUST0030,SKU0014,2025-06-25,2025-07-15,297,Std,15.67,after
SO00578,CUST0035,SKU0026,2025-04-17,2025-04-24,129,Launch,11.78,after
SO00579,CUST0006,SKU0010,2025-04-01,2025-04-25,292,Expedite,26.31,after
SO00580,CUST0037,SKU0024,2025-03-25,2025-04-16,143,Launch,11.88,after
SO00581,CUST0026,SKU0028,2025-05-21,2025-06-01,702,Std,11.95,after
SO00582,CUST0028,SKU0024,2025-03-30,2025-04-17,129,Std,34.0,after
SO00583,CUST0011,SKU0014,2025-05-22,2025-06-16,98,Std,9.07,after
SO00584,CUST0014,SKU0006,2025-05-19,2025-06-07,68,Std,7.64,after
SO00585,CUST0009,SKU0027,2025-03-27,2025-04-11,124,Std,16.92,after
SO00586,CUST0006,SKU0023,2025-01-12,2025-01-26,94,Std,7.38,after
SO00587,CUST0021,SKU0001,2025-02-22,2025-03-15,288,Std,9.28,after
SO00588,CUST0002,SKU0017,2025-02-21,2025-03-13,254,Std,15.59,after
SO00589,CUST0027,SKU0007,2025-04-22,2025-05-15,73,Std,9.66,after
SO00590,CUST0031,SKU0029,2025-02-27,2025-03-13,352,Std,29.37,after
SO00591,CUST0039,SKU0022,2025-06-26,2025-07-04,106,Std,19.5,after
SO00592,CUST0021,SKU0017,2025-03-21,2025-03-28,87,Std,11.17,after
SO00593,CUST0022,SKU0022,2025-06-22,2025-07-23,209,Expedite,11.92,after
SO00594,CUST0026,SKU0004,2025-04-13,2025-04-24,71,Std,7.02,after
SO00595,CUST0031,SKU0010,2025-03-13,2025-03-23,38,Std,10.24,after
SO00596,CUST0008,SKU0011,2025-01-11,2025-01-23,231,Std,12.43,after
SO00597,CUST0017,SKU0001,2025-01-04,2025-01-28,57,Std,9.85,after
SO00598,CUST0005,SKU0012,2025-06-22,2025-07-09,28,Std,11.45,after
SO00599,CUST0003,SKU0023,2025-04-22,2025-05-16,357,Launch,10.75,after
SO00600,CUST0020,SKU0029,2025-02-20,2025-03-12,115,Launch,6.56,after
SO00601,CUST0011,SKU0023,2025-04-09,2025-04-28,174,Std,18.23,after
SO00602,CUST0023,SKU0001,2025-04-12,2025-05-03,41,Std,10.2,after
SO00603,CUST0015,SKU0030,2025-06-13,2025-07-06,55,Std,20.06,after
SO00604,CUST0021,SKU0020,2025-05-14,2025-05-30,192,Expedite,17.5,after
SO00605,CUST0022,SKU0018,2025-05-17,2025-06-01,53,Std,5.39,after
SO00606,CUST0018,SKU0009,2025-01-16,2025-02-03,167,Std,10.39,after
SO00607,CUST0030,SKU0027,2025-03-24,2025-04-11,29,Expedite,11.18,after
SO00608,CUST0001,SKU0022,2025-06-30,2025-07-23,127,Std,11.39,after
SO00609,CUST0031,SKU0018,2025-02-16,2025-03-07,137,Std,14.73,after
SO00610,CUST0023,SKU0009,2025-04-10,2025-04-25,165,Std,16.83,after
SO00611,CUST0021,SKU0019,2025-05-04,2025-05-26,69,Std,11.86,after
SO00612,CUST0002,SKU0030,2025-02-16,2025-03-12,146,Std,11.19,after
SO00613,CUST0037,SKU0001,2025-05-11,2025-05-28,133,Std,16.17,after
SO00614,CUST0036,SKU0001,2025-02-22,2025-03-18,93,Std,16.18,after
SO00615,CUST0039,SKU0022,2025-06-10,2025-06-20,55,Std,15.6,after
SO00616,CUST0020,SKU0011,2025-06-18,2025-06-25,104,Expedite,32.44,after
SO00617,CUST0035,SKU0018,2025-02-14,2025-03-12,92,Std,18.78,after
SO00618,CUST0017,SKU0007,2025-02-26,2025-03-19,97,Std,15.96,after
SO00619,CUST0013,SKU0016,2025-04-07,2025-04-17,58,Std,9.35,after
SO00620,CUST0030,SKU0002,2025-01-26,2025-02-20,95,Std,11.93,after
SO00621,CUST0009,SKU0010,2025-02-25,2025-03-22,123,Expedite,18.66,after
SO00622,CUST0025,SKU0007,2025-04-29,2025-05-06,219,Std,16.1,after
SO00623,CUST0039,SKU0020,2025-03-17,2025-04-12,54,Std,15.62,after
SO00624,CUST0018,SKU0017,2025-05-01,2025-05-16,57,Std,23.45,after
SO00625,CUST0022,SKU0003,2025-02-11,2025-03-08,65,Std,11.31,after
SO00626,CUST0007,SKU0007,2025-06-21,2025-07-16,236,Std,21.98,after
SO00627,CUST0016,SKU0011,2025-03-24,2025-04-13,168,Std,13.77,after
SO00628,CUST0036,SKU0011,2025-06-10,2025-06-26,89,Std,16.05,after
SO00629,CUST0018,SKU0006,2025-06-01,2025-06-21,92,Std,20.14,after
SO00630,CUST0010,SKU0029,2025-03-26,2025-04-15,63,Std,9.71,after
SO00631,CUST0039,SKU0029,2025-02-09,2025-03-01,131,Std,10.93,after
SO00632,CUST0020,SKU0005,2025-03-07,2025-03-18,92,Std,17.55,after
SO00633,CUST0023,SKU0002,2025-06-11,2025-07-02,83,Std,10.73,after
SO00634,CUST0005,SKU0027,2025-04-26,2025-05-30,71,Std,14.39,after
SO00635,CUST0025,SKU0025,2025-05-06,2025-05-19,80,Expedite,7.56,after
SO00636,CUST0012,SKU0027,2025-04-18,2025-05-05,106,Expedite,16.46,after
SO00637,CUST0011,SKU0001,2025-02-01,2025-03-02,108,Std,6.94,after
SO00638,CUST0035,SKU0027,2025-05-30,2025-06-10,137,Std,7.05,after
SO00639,CUST0036,SKU0024,2025-03-23,2025-04-13,181,Std,17.54,after
SO00640,CUST0008,SKU0016,2025-01-09,2025-02-03,66,Expedite,10.75,after
SO00641,CUST0031,SKU0017,2025-01-11,2025-01-25,51,Launch,20.39,after
SO00642,CUST0030,SKU0008,2025-03-31,2025-04-10,95,Launch,9.7,after
SO00643,CUST0006,SKU0005,2025-01-15,2025-02-03,55,Std,12.02,after
SO00644,CUST0010,SKU0005,2025-06-24,2025-07-07,96,Std,20.06,after
SO00645,CUST0015,SKU0023,2025-02-24,2025-03-13,225,Std,30.97,after
SO00646,CUST0035,SKU0020,2025-01-08,2025-01-26,151,Expedite,19.94,after
SO00647,CUST0022,SKU0007,2025-06-29,2025-07-12,97,Std,24.0,after
SO00648,CUST0020,SKU0028,2025-02-01,2025-02-24,63,Std,18.11,after
SO00649,CUST0002,SKU0014,2025-06-21,2025-07-03,155,Std,10.64,after
SO00650,CUST0027,SKU0015,2025-06-21,2025-07-18,75,Std,12.8,after
SO00651,CUST0011,SKU0009,2025-04-16,2025-05-13,95,Std,12.87,after
SO00652,CUST0014,SKU0017,2025-04-09,2025-04-21,91,Std,12.36,after
SO00653,CUST0016,SKU0024,2025-02-18,2025-03-08,80,Std,10.36,after
SO00654,CUST0004,SKU0003,2025-06-10,2025-06-29,75,Std,15.93,after
SO00655,CUST0029,SKU0018,2025-06-30,2025-07-22,164,Std,15.83,after
SO00656,CUST0040,SKU0026,2025-03-26,2025-04-12,148,Std,32.48,after
SO00657,CUST0033,SKU0011,2025-03-24,2025-04-10,93,Std,19.92,after
