event_id,work_order_id,sales_order_id,sku_id,factory_id,production_line_id,operation_step,area,step_start_time,step_end_time,produced_qty,rejected_qty,rework_qty,setup_type,setup_time_min,labor_hours,machine_hours,scenario
EV0000806,WO000127,SO00378,SKU0029,F1,F1-L1,CUT,Cutting,2025-02-05 08:51:20.339362,2025-02-05 22:33:54.047340,332,1,0,start_of_day,6.44,12.34,13.71,after
EV0000807,WO000127,SO00378,SKU0029,F1,F1-L2,SEW,Sewing,2025-02-05 23:31:38.634094,2025-02-06 23:32:11.383057,332,4,0,minor,9.79,38.41,24.01,after
EV0000808,WO000127,SO00378,SKU0029,F1,F1-L1,QC_INLINE,Quality,2025-02-07 00:17:39.306206,2025-02-07 03:00:52.022091,332,5,3,minor,2.52,2.45,1.09,after
EV0000809,WO000127,SO00378,SKU0029,F1,F1-L2,FINISH,Finishing,2025-02-07 03:29:47.102144,2025-02-07 17:33:40.372898,332,6,0,minor,2.28,16.88,5.63,after
EV0000810,WO000127,SO00378,SKU0029,F1,F1-L2,QC_FINAL,Quality,2025-02-07 17:41:04.055875,2025-02-07 22:03:38.331126,332,2,1,minor,1.34,3.94,1.75,after
EV0000811,WO000127,SO00378,SKU0029,F1,F1-L1,PACK,Packing,2025-02-07 22:06:12.178948,2025-02-08 06:04:38.583757,332,1,0,minor,1.74,7.18,3.19,after
EV0000812,WO000128,SO00291,SKU0011,F1,F1-L3,CUT,Cutting,2025-02-02 09:29:18.225324,2025-02-02 22:20:37.999182,317,1,0,start_of_day,9.53,11.57,12.86,after
EV0000813,WO000128,SO00291,SKU0011,F1,F1-L2,SEW,Sewing,2025-02-02 22:30:28.608657,2025-02-08 04:09:50.918767,317,3,0,minor,7.1,201.05,125.66,after
EV0000814,WO000128,SO00291,SKU0011,F1,F1-L3,QC_INLINE,Quality,2025-02-08 04:32:22.689934,2025-02-08 07:34:11.543523,317,6,4,minor,1.69,2.73,1.21,after
EV0000815,WO000128,SO00291,SKU0011,F1,F1-L1,FINISH,Finishing,2025-02-08 07:46:37.245322,2025-02-09 06:43:21.975825,317,4,0,minor,1.34,27.53,9.18,after
EV0000816,WO000128,SO00291,SKU0011,F1,F1-L2,QC_FINAL,Quality,2025-02-09 06:55:35.970618,2025-02-09 11:03:44.279686,317,5,3,minor,2.68,3.72,1.65,after
EV0000817,WO000128,SO00291,SKU0011,F1,F1-L1,PACK,Packing,2025-02-09 11:10:39.997690,2025-02-09 18:45:08.799599,317,1,0,minor,4.77,6.82,3.03,after
EV0000818,WO000129,SO00017,SKU0024,F1,F1-L2,CUT,Cutting,2025-02-09 10:17:54.513534,2025-02-09 13:41:27.605514,77,3,0,start_of_day,10.16,3.05,3.39,after
EV0000819,WO000129,SO00017,SKU0024,F1,F1-L2,SEW,Sewing,2025-02-09 13:50:36.701851,2025-02-09 21:11:54.362921,77,1,0,minor,3.28,11.77,7.35,after
EV0000820,WO000129,SO00017,SKU0024,F1,F1-L2,QC_INLINE,Quality,2025-02-09 21:49:08.094423,2025-02-09 22:25:08.555124,77,1,1,minor,1.36,0.54,0.24,after
EV0000821,WO000129,SO00017,SKU0024,F1,F1-L3,FINISH,Finishing,2025-02-09 22:34:45.535074,2025-02-10 02:15:11.601049,77,0,0,minor,2.22,4.41,1.47,after
EV0000822,WO000129,SO00017,SKU0024,F1,F1-L3,QC_FINAL,Quality,2025-02-10 02:18:49.920275,2025-02-10 03:13:31.352550,77,2,1,minor,1.5,0.82,0.36,after
EV0000823,WO000129,SO00017,SKU0024,F1,F1-L3,PACK,Packing,2025-02-10 03:23:17.705893,2025-02-10 05:14:58.251377,77,3,0,minor,1.19,1.68,0.74,after
EV0000824,WO000130,SO00283,SKU0026,F2,F2-L3,CUT,Cutting,2025-02-04 10:20:16.732692,2025-02-04 16:29:02.976475,110,1,0,start_of_day,11.81,5.53,6.15,after
EV0000825,WO000130,SO00283,SKU0026,F2,F2-L3,SEW,Sewing,2025-02-04 16:52:33.024499,2025-02-06 18:00:50.800968,110,0,0,minor,3.19,78.62,49.14,after
EV0000826,WO000130,SO00283,SKU0026,F2,F2-L3,QC_INLINE,Quality,2025-02-06 18:28:47.857837,2025-02-06 19:36:50.540797,110,0,0,minor,1.93,1.02,0.45,after
EV0000827,WO000130,SO00283,SKU0026,F2,F2-L3,FINISH,Finishing,2025-02-06 19:48:19.450388,2025-02-07 02:44:14.593502,110,2,0,minor,3.46,8.32,2.77,after
EV0000828,WO000130,SO00283,SKU0026,F2,F2-L1,QC_FINAL,Quality,2025-02-07 02:53:53.383960,2025-02-07 04:41:11.614258,110,0,0,minor,2.07,1.61,0.72,after
EV0000829,WO000130,SO00283,SKU0026,F2,F2-L3,PACK,Packing,2025-02-07 04:49:56.741235,2025-02-07 07:53:45.552167,110,1,0,minor,0.88,2.76,1.23,after
EV0000830,WO000131,SO00055,SKU0029,F1,F1-L3,CUT,Cutting,2025-02-10 10:16:16.390096,2025-02-10 14:18:21.737848,86,0,0,start_of_day,8.76,3.63,4.03,after
EV0000831,WO000131,SO00055,SKU0029,F1,F1-L2,SEW,Sewing,2025-02-10 14:46:23.285873,2025-02-10 21:52:19.830098,86,2,0,minor,4.32,11.36,7.1,after
EV0000832,WO000131,SO00055,SKU0029,F1,F1-L3,QC_INLINE,Quality,2025-02-10 22:15:49.246433,2025-02-10 23:07:10.533779,86,1,1,minor,1.21,0.77,0.34,after
EV0000833,WO000131,SO00055,SKU0029,F1,F1-L3,REWORK,Rework,2025-02-10 23:27:47.942404,2025-02-10 23:30:07.125373,1,0,0,none,0.0,0.04,0.01,after
EV0000834,WO000131,SO00055,SKU0029,F1,F1-L1,FINISH,Finishing,2025-02-10 23:44:29.140674,2025-02-11 04:16:05.374330,86,0,0,minor,2.26,5.43,1.81,after
EV0000835,WO000131,SO00055,SKU0029,F1,F1-L3,QC_FINAL,Quality,2025-02-11 04:23:59.264104,2025-02-11 05:19:01.569848,86,4,3,minor,2.03,0.83,0.37,after
EV0000836,WO000131,SO00055,SKU0029,F1,F1-L3,REWORK,Rework,2025-02-11 05:24:01.569848,2025-02-11 05:29:16.267382,3,0,0,none,0.0,0.1,0.02,after
EV0000837,WO000131,SO00055,SKU0029,F1,F1-L1,PACK,Packing,2025-02-11 05:34:54.901656,2025-02-11 07:49:08.446455,86,0,0,minor,3.16,2.01,0.89,after
EV0000838,WO000132,SO00428,SKU0010,F1,F1-L1,CUT,Cutting,2025-02-06 10:42:28.622521,2025-02-06 17:49:22.342468,191,1,0,start_of_day,10.67,6.4,7.11,after
EV0000839,WO000132,SO00428,SKU0010,F1,F1-L1,SEW,Sewing,2025-02-06 18:10:42.542926,2025-02-10 05:42:23.823130,191,1,0,minor,6.24,133.65,83.53,after
EV0000840,WO000132,SO00428,SKU0010,F1,F1-L2,QC_INLINE,Quality,2025-02-10 05:53:52.778742,2025-02-10 07:27:08.704091,191,5,3,minor,5.33,1.4,0.62,after
EV0000841,WO000132,SO00428,SKU0010,F1,F1-L3,FINISH,Finishing,2025-02-10 07:37:12.554906,2025-02-10 20:45:40.522819,191,2,0,minor,2.18,15.77,5.26,after
EV0000842,WO000132,SO00428,SKU0010,F1,F1-L1,QC_FINAL,Quality,2025-02-10 20:51:54.707652,2025-02-10 23:02:50.030172,191,6,4,minor,2.7,1.96,0.87,after
EV0000843,WO000132,SO00428,SKU0010,F1,F1-L1,REWORK,Rework,2025-02-10 23:26:56.495223,2025-02-10 23:36:54.578894,4,0,0,none,0.0,0.18,0.03,after
EV0000844,WO000132,SO00428,SKU0010,F1,F1-L1,PACK,Packing,2025-02-10 23:53:17.292870,2025-02-11 04:39:48.253395,191,0,0,minor,2.73,4.3,1.91,after
EV0000845,WO000133,SO00179,SKU0024,F1,F1-L1,CUT,Cutting,2025-02-05 08:34:04.012069,2025-02-05 12:41:32.911093,116,0,0,start_of_day,10.64,3.71,4.12,after
EV0000846,WO000133,SO00179,SKU0024,F1,F1-L2,SEW,Sewing,2025-02-05 13:12:45.016602,2025-02-05 23:42:54.018287,116,2,0,minor,7.59,16.8,10.5,after
EV0000847,WO000133,SO00179,SKU0024,F1,F1-L3,QC_INLINE,Quality,2025-02-05 23:56:33.721275,2025-02-06 00:50:02.994715,116,1,1,minor,2.24,0.8,0.36,after
EV0000848,WO000133,SO00179,SKU0024,F1,F1-L1,FINISH,Finishing,2025-02-06 01:02:32.236412,2025-02-06 06:54:06.000915,116,1,0,minor,2.12,7.03,2.34,after
EV0000849,WO000133,SO00179,SKU0024,F1,F1-L1,QC_FINAL,Quality,2025-02-06 07:07:33.742534,2025-02-06 08:37:04.963723,116,7,5,minor,2.57,1.34,0.6,after
EV0000850,WO000133,SO00179,SKU0024,F1,F1-L2,PACK,Packing,2025-02-06 08:59:39.796062,2025-02-06 12:15:23.870135,116,2,0,minor,2.75,2.94,1.3,after
EV0000851,WO000134,SO00282,SKU0018,F1,F1-L3,CUT,Cutting,2025-02-05 09:57:44.492705,2025-02-05 22:39:49.298314,294,2,0,start_of_day,5.12,11.43,12.7,after
EV0000852,WO000134,SO00282,SKU0018,F1,F1-L3,SEW,Sewing,2025-02-05 23:54:45.174636,2025-02-07 09:06:40.768724,294,5,0,minor,9.1,53.12,33.2,after
EV0000853,WO000134,SO00282,SKU0018,F1,F1-L1,QC_INLINE,Quality,2025-02-07 09:27:14.483578,2025-02-07 12:07:43.210490,294,6,4,minor,2.41,2.41,1.07,after
EV0000854,WO000134,SO00282,SKU0018,F1,F1-L3,FINISH,Finishing,2025-02-07 12:21:12.785293,2025-02-08 03:12:13.821532,294,3,0,minor,0.71,17.82,5.94,after
EV0000855,WO000134,SO00282,SKU0018,F1,F1-L3,QC_FINAL,Quality,2025-02-08 03:18:31.799005,2025-02-08 07:09:32.210433,294,8,5,minor,2.23,3.47,1.54,after
EV0000856,WO000134,SO00282,SKU0018,F1,F1-L2,PACK,Packing,2025-02-08 07:16:21.658089,2025-02-08 15:16:33.055592,294,2,0,minor,1.76,7.2,3.2,after
EV0000857,WO000135,SO00143,SKU0007,F1,F1-L1,CUT,Cutting,2025-02-07 11:01:17.537166,2025-02-07 18:15:39.330849,106,0,0,start_of_day,12.32,6.52,7.24,after
EV0000858,WO000135,SO00143,SKU0007,F1,F1-L1,SEW,Sewing,2025-02-07 18:32:44.356680,2025-02-08 20:10:23.401507,106,2,0,minor,5.6,41.0,25.63,after
EV0000859,WO000135,SO00143,SKU0007,F1,F1-L2,QC_INLINE,Quality,2025-02-08 20:48:03.782943,2025-02-08 21:55:11.029599,106,1,1,minor,1.78,1.01,0.45,after
EV0000860,WO000135,SO00143,SKU0007,F1,F1-L3,FINISH,Finishing,2025-02-08 22:18:07.259162,2025-02-09 06:02:27.003604,106,1,0,minor,2.55,9.29,3.1,after
EV0000861,WO000135,SO00143,SKU0007,F1,F1-L1,QC_FINAL,Quality,2025-02-09 06:10:38.193704,2025-02-09 07:23:07.912643,106,1,1,minor,3.12,1.09,0.48,after
EV0000862,WO000135,SO00143,SKU0007,F1,F1-L1,PACK,Packing,2025-02-09 07:31:25.787435,2025-02-09 10:11:04.974285,106,2,0,minor,0.79,2.39,1.06,after
EV0000863,WO000136,SO00275,SKU0001,F1,F1-L2,CUT,Cutting,2025-02-08 10:05:47.660276,2025-02-08 15:15:29.174733,81,0,0,start_of_day,6.44,4.65,5.16,after
EV0000864,WO000136,SO00275,SKU0001,F1,F1-L1,SEW,Sewing,2025-02-08 15:26:29.663907,2025-02-09 18:31:40.149099,81,2,0,minor,10.63,43.34,27.09,after
EV0000865,WO000136,SO00275,SKU0001,F1,F1-L2,QC_INLINE,Quality,2025-02-09 18:57:52.851596,2025-02-09 19:45:05.446621,81,1,1,minor,1.79,0.71,0.31,after
EV0000866,WO000136,SO00275,SKU0001,F1,F1-L1,FINISH,Finishing,2025-02-09 20:01:54.610061,2025-02-10 01:27:09.718294,81,0,0,minor,2.25,6.51,2.17,after
EV0000867,WO000136,SO00275,SKU0001,F1,F1-L2,QC_FINAL,Quality,2025-02-10 01:33:01.431016,2025-02-10 02:31:52.166251,81,1,1,minor,6.77,0.88,0.39,after
EV0000868,WO000136,SO00275,SKU0001,F1,F1-L2,REWORK,Rework,2025-02-10 02:47:16.524688,2025-02-10 02:49:12.402820,1,0,0,none,0.0,0.04,0.01,after
EV0000869,WO000136,SO00275,SKU0001,F1,F1-L3,PACK,Packing,2025-02-10 03:11:51.757451,2025-02-10 05:42:22.719300,81,1,0,minor,3.48,2.26,1.0,after
EV0000870,WO000137,SO00409,SKU0022,F1,F1-L2,CUT,Cutting,2025-02-09 09:07:46.472739,2025-02-09 17:39:16.770862,164,1,0,start_of_day,13.08,7.67,8.53,after
EV0000871,WO000137,SO00409,SKU0022,F1,F1-L3,SEW,Sewing,2025-02-09 17:49:37.010390,2025-02-12 04:20:26.349165,164,2,0,minor,6.16,93.62,58.51,after
EV0000872,WO000137,SO00409,SKU0022,F1,F1-L1,QC_INLINE,Quality,2025-02-12 04:52:44.003981,2025-02-12 06:26:06.054497,164,3,2,minor,1.95,1.4,0.62,after
EV0000873,WO000137,SO00409,SKU0022,F1,F1-L1,REWORK,Rework,2025-02-12 06:38:30.752383,2025-02-12 06:43:29.574297,2,0,0,none,0.0,0.09,0.02,after
EV0000874,WO000137,SO00409,SKU0022,F1,F1-L3,FINISH,Finishing,2025-02-12 06:59:15.533336,2025-02-12 19:36:50.125306,164,4,0,minor,0.78,15.15,5.05,after
EV0000875,WO000137,SO00409,SKU0022,F1,F1-L3,QC_FINAL,Quality,2025-02-12 19:47:37.430787,2025-02-12 21:41:08.851543,164,3,2,minor,1.76,1.7,0.76,after
EV0000876,WO000137,SO00409,SKU0022,F1,F1-L1,PACK,Packing,2025-02-12 21:51:50.941061,2025-02-13 02:06:36.774299,164,0,0,minor,2.67,3.82,1.7,after
EV0000877,WO000138,SO00450,SKU0002,F1,F1-L2,CUT,Cutting,2025-02-08 11:02:33.186182,2025-02-08 18:26:38.626108,175,2,0,start_of_day,9.74,6.66,7.4,after
EV0000878,WO000138,SO00450,SKU0002,F1,F1-L3,SEW,Sewing,2025-02-08 18:42:39.099632,2025-02-10 03:38:29.922998,175,4,0,minor,3.25,52.69,32.93,after
EV0000879,WO000138,SO00450,SKU0002,F1,F1-L3,QC_INLINE,Quality,2025-02-10 03:50:51.241931,2025-02-10 05:12:25.501916,175,2,1,minor,1.12,1.22,0.54,after
EV0000880,WO000138,SO00450,SKU0002,F1,F1-L1,FINISH,Finishing,2025-02-10 05:19:57.062905,2025-02-10 13:28:27.370148,175,3,0,minor,2.26,9.77,3.26,after
EV0000881,WO000138,SO00450,SKU0002,F1,F1-L1,QC_FINAL,Quality,2025-02-10 13:40:52.044616,2025-02-10 15:34:12.699405,175,2,1,minor,1.67,1.7,0.76,after
EV0000882,WO000138,SO00450,SKU0002,F1,F1-L1,REWORK,Rework,2025-02-10 15:56:46.279172,2025-02-10 15:58:57.851373,1,0,0,none,0.0,0.04,0.01,after
EV0000883,WO000138,SO00450,SKU0002,F1,F1-L3,PACK,Packing,2025-02-10 16:11:31.934805,2025-02-10 19:39:00.503496,175,2,0,minor,4.73,3.11,1.38,after
EV0000884,WO000139,SO00104,SKU0025,F1,F1-L3,CUT,Cutting,2025-02-11 09:18:48.537031,2025-02-11 15:41:44.612869,150,0,0,start_of_day,9.15,5.74,6.38,after
EV0000885,WO000139,SO00104,SKU0025,F1,F1-L2,SEW,Sewing,2025-02-11 15:58:29.812830,2025-02-14 03:13:15.133066,150,1,0,minor,7.79,94.79,59.25,after
EV0000886,WO000139,SO00104,SKU0025,F1,F1-L2,QC_INLINE,Quality,2025-02-14 03:31:34.002838,2025-02-14 04:57:12.410692,150,3,2,minor,2.35,1.28,0.57,after
EV0000887,WO000139,SO00104,SKU0025,F1,F1-L2,FINISH,Finishing,2025-02-14 05:07:17.896709,2025-02-14 16:29:48.105471,150,1,0,minor,1.34,13.65,4.55,after
EV0000888,WO000139,SO00104,SKU0025,F1,F1-L3,QC_FINAL,Quality,2025-02-14 16:34:59.807658,2025-02-14 18:48:46.738046,150,2,1,minor,0.98,2.01,0.89,after
EV0000889,WO000139,SO00104,SKU0025,F1,F1-L2,PACK,Packing,2025-02-14 19:02:08.092383,2025-02-14 22:36:49.408858,150,0,0,minor,1.05,3.22,1.43,after
EV0000890,WO000140,SO00003,SKU0013,F1,F1-L3,CUT,Cutting,2025-02-10 08:43:41.183629,2025-02-10 18:19:49.909405,220,5,0,start_of_day,4.99,8.64,9.6,after
EV0000891,WO000140,SO00003,SKU0013,F1,F1-L2,SEW,Sewing,2025-02-10 19:07:32.940819,2025-02-12 20:13:58.850953,220,5,0,minor,5.13,78.57,49.11,after
EV0000892,WO000140,SO00003,SKU0013,F1,F1-L2,QC_INLINE,Quality,2025-02-12 20:34:57.613323,2025-02-12 22:45:12.125039,220,2,1,minor,2.58,1.95,0.87,after
EV0000893,WO000140,SO00003,SKU0013,F1,F1-L1,FINISH,Finishing,2025-02-12 22:48:12.078817,2025-02-13 09:49:02.831735,220,1,0,minor,1.35,13.22,4.41,after
EV0000894,WO000140,SO00003,SKU0013,F1,F1-L1,QC_FINAL,Quality,2025-02-13 10:03:59.724460,2025-02-13 12:54:39.869074,220,4,3,minor,0.93,2.56,1.14,after
EV0000895,WO000140,SO00003,SKU0013,F1,F1-L2,PACK,Packing,2025-02-13 13:14:12.532583,2025-02-13 18:12:32.284516,220,2,0,minor,1.42,4.47,1.99,after
EV0000896,WO000141,SO00225,SKU0012,F2,F2-L1,CUT,Cutting,2025-02-07 10:15:42.298466,2025-02-07 19:11:20.268016,146,1,0,start_of_day,5.16,8.03,8.93,after
EV0000897,WO000141,SO00225,SKU0012,F2,F2-L3,SEW,Sewing,2025-02-07 19:23:00.999996,2025-02-09 17:16:28.566863,146,3,0,minor,10.8,73.43,45.89,after
EV0000898,WO000141,SO00225,SKU0012,F2,F2-L3,QC_INLINE,Quality,2025-02-09 18:02:32.827886,2025-02-09 19:15:05.896485,146,2,1,minor,0.62,1.09,0.48,after
EV0000899,WO000141,SO00225,SKU0012,F2,F2-L2,FINISH,Finishing,2025-02-09 19:25:12.409945,2025-02-10 04:53:20.051850,146,1,0,minor,3.34,11.36,3.79,after
EV0000900,WO000141,SO00225,SKU0012,F2,F2-L1,QC_FINAL,Quality,2025-02-10 05:01:24.973122,2025-02-10 06:57:10.264497,146,2,1,minor,1.9,1.74,0.77,after
EV0000901,WO000141,SO00225,SKU0012,F2,F2-L1,PACK,Packing,2025-02-10 07:06:17.375320,2025-02-10 10:54:25.090306,146,2,0,minor,2.6,3.42,1.52,after
EV0000902,WO000142,SO00383,SKU0026,F2,F2-L2,CUT,Cutting,2025-02-08 08:17:37.814847,2025-02-08 21:04:34.040148,229,0,0,start_of_day,7.67,11.5,12.78,after
EV0000903,WO000142,SO00383,SKU0026,F2,F2-L3,SEW,Sewing,2025-02-08 21:43:02.483984,2025-02-13 00:53:21.026684,229,4,0,minor,7.9,158.67,99.17,after
EV0000904,WO000142,SO00383,SKU0026,F2,F2-L3,QC_INLINE,Quality,2025-02-13 01:42:24.228710,2025-02-13 04:07:42.259524,229,4,3,minor,1.49,2.18,0.97,after
EV0000905,WO000142,SO00383,SKU0026,F2,F2-L2,FINISH,Finishing,2025-02-13 04:17:26.090102,2025-02-13 22:30:59.705350,229,2,0,minor,1.42,21.87,7.29,after
EV0000906,WO000142,SO00383,SKU0026,F2,F2-L1,QC_FINAL,Quality,2025-02-13 22:39:34.288761,2025-02-14 02:00:19.266785,229,2,1,minor,2.01,3.01,1.34,after
EV0000907,WO000142,SO00383,SKU0026,F2,F2-L2,PACK,Packing,2025-02-14 02:07:31.985091,2025-02-14 07:40:47.947785,229,0,0,minor,0.84,5.0,2.22,after
EV0000908,WO000143,SO00473,SKU0022,F1,F1-L2,CUT,Cutting,2025-02-09 08:28:51.525932,2025-02-09 17:09:18.078752,133,0,0,start_of_day,12.36,7.81,8.67,after
EV0000909,WO000143,SO00473,SKU0022,F1,F1-L1,SEW,Sewing,2025-02-09 17:28:13.537903,2025-02-11 20:27:07.398008,133,1,0,minor,9.78,81.57,50.98,after
EV0000910,WO000143,SO00473,SKU0022,F1,F1-L3,QC_INLINE,Quality,2025-02-11 20:42:41.825422,2025-02-11 21:50:28.564792,133,0,0,minor,0.78,1.02,0.45,after
EV0000911,WO000143,SO00473,SKU0022,F1,F1-L3,FINISH,Finishing,2025-02-11 21:57:55.743231,2025-02-12 08:18:11.186712,133,1,0,minor,2.39,12.41,4.14,after
EV0000912,WO000143,SO00473,SKU0022,F1,F1-L1,QC_FINAL,Quality,2025-02-12 08:23:44.798567,2025-02-12 10:05:15.339123,133,4,3,minor,1.81,1.52,0.68,after
EV0000913,WO000143,SO00473,SKU0022,F1,F1-L2,PACK,Packing,2025-02-12 10:19:57.414673,2025-02-12 13:54:44.637066,133,0,0,minor,2.11,3.22,1.43,after
EV0000914,WO000144,SO00314,SKU0019,F2,F2-L1,CUT,Cutting,2025-02-12 10:35:13.817145,2025-02-12 20:12:43.870812,149,2,0,start_of_day,18.49,8.66,9.63,after
EV0000915,WO000144,SO00314,SKU0019,F2,F2-L2,SEW,Sewing,2025-02-12 20:25:22.776517,2025-02-14 15:56:54.804887,149,4,0,minor,6.98,69.64,43.53,after
EV0000916,WO000144,SO00314,SKU0019,F2,F2-L3,QC_INLINE,Quality,2025-02-14 16:34:47.707358,2025-02-14 18:22:04.553728,149,1,1,minor,1.13,1.61,0.72,after
EV0000917,WO000144,SO00314,SKU0019,F2,F2-L3,REWORK,Rework,2025-02-14 19:02:15.171324,2025-02-14 19:03:46.223983,1,0,0,none,0.0,0.03,0.01,after
EV0000918,WO000144,SO00314,SKU0019,F2,F2-L1,FINISH,Finishing,2025-02-14 19:10:21.274366,2025-02-15 05:35:38.151653,149,1,0,minor,3.05,12.51,4.17,after
EV0000919,WO000144,SO00314,SKU0019,F2,F2-L3,QC_FINAL,Quality,2025-02-15 05:59:07.729254,2025-02-15 08:50:44.032500,149,4,3,minor,2.83,2.57,1.14,after
EV0000920,WO000144,SO00314,SKU0019,F2,F2-L1,PACK,Packing,2025-02-15 08:57:24.811472,2025-02-15 12:07:40.613728,149,1,0,minor,1.71,2.85,1.27,after
EV0000921,WO000145,SO00350,SKU0010,F1,F1-L1,CUT,Cutting,2025-02-08 11:01:00.130845,2025-02-08 20:28:18.956260,231,4,0,start_of_day,8.93,8.51,9.46,after
EV0000922,WO000145,SO00350,SKU0010,F1,F1-L2,SEW,Sewing,2025-02-08 21:05:05.908067,2025-02-14 01:43:43.882584,231,2,0,minor,4.82,199.43,124.64,after
EV0000923,WO000145,SO00350,SKU0010,F1,F1-L2,QC_INLINE,Quality,2025-02-14 02:09:28.391251,2025-02-14 04:22:05.219939,231,4,3,minor,2.53,1.99,0.88,after
EV0000924,WO000145,SO00350,SKU0010,F1,F1-L1,FINISH,Finishing,2025-02-14 04:25:16.311449,2025-02-14 18:13:18.459084,231,1,0,minor,2.76,16.56,5.52,after
EV0000925,WO000145,SO00350,SKU0010,F1,F1-L3,QC_FINAL,Quality,2025-02-14 18:23:37.228364,2025-02-14 21:33:45.109175,231,2,1,minor,3.81,2.85,1.27,after
EV0000926,WO000145,SO00350,SKU0010,F1,F1-L1,PACK,Packing,2025-02-14 21:40:09.509400,2025-02-15 03:05:49.671475,231,0,0,minor,3.56,4.89,2.17,after
EV0000927,WO000146,SO00121,SKU0024,F1,F1-L3,CUT,Cutting,2025-02-11 08:58:52.942097,2025-02-11 14:14:31.640772,113,1,0,start_of_day,8.33,4.73,5.26,after
EV0000928,WO000146,SO00121,SKU0024,F1,F1-L3,SEW,Sewing,2025-02-11 14:43:13.904647,2025-02-12 01:27:25.494738,113,2,0,minor,5.33,17.18,10.74,after
EV0000929,WO000146,SO00121,SKU0024,F1,F1-L3,QC_INLINE,Quality,2025-02-12 01:38:04.881591,2025-02-12 02:32:08.606154,113,5,3,minor,1.16,0.81,0.36,after
EV0000930,WO000146,SO00121,SKU0024,F1,F1-L3,FINISH,Finishing,2025-02-12 02:36:50.680640,2025-02-12 07:44:42.888061,113,0,0,minor,0.78,6.16,2.05,after
EV0000931,WO000146,SO00121,SKU0024,F1,F1-L2,QC_FINAL,Quality,2025-02-12 07:54:08.907994,2025-02-12 09:21:47.577551,113,0,0,minor,2.5,1.31,0.58,after
EV0000932,WO000146,SO00121,SKU0024,F1,F1-L1,PACK,Packing,2025-02-12 09:30:02.751049,2025-02-12 12:21:38.061620,113,2,0,minor,1.09,2.57,1.14,after
EV0000933,WO000147,SO00090,SKU0024,F1,F1-L1,CUT,Cutting,2025-02-08 10:49:56.533270,2025-02-08 12:45:35.530052,44,1,0,start_of_day,7.71,1.73,1.93,after
EV0000934,WO000147,SO00090,SKU0024,F1,F1-L1,SEW,Sewing,2025-02-08 13:52:41.933481,2025-02-08 18:06:29.272670,44,0,0,minor,10.72,6.77,4.23,after
EV0000935,WO000147,SO00090,SKU0024,F1,F1-L2,QC_INLINE,Quality,2025-02-08 19:37:16.883200,2025-02-08 20:02:44.626062,44,0,0,minor,1.1,0.38,0.17,after
EV0000936,WO000147,SO00090,SKU0024,F1,F1-L2,FINISH,Finishing,2025-02-08 20:17:40.090962,2025-02-08 22:36:26.933000,44,0,0,minor,1.81,2.78,0.93,after
EV0000937,WO000147,SO00090,SKU0024,F1,F1-L1,QC_FINAL,Quality,2025-02-08 22:58:05.194856,2025-02-08 23:35:57.093977,44,0,0,minor,2.74,0.57,0.25,after
EV0000938,WO000147,SO00090,SKU0024,F1,F1-L3,PACK,Packing,2025-02-08 23:45:51.685697,2025-02-09 01:07:06.644313,44,1,0,minor,1.32,1.22,0.54,after
EV0000939,WO000148,SO00004,SKU0004,F1,F1-L2,CUT,Cutting,2025-02-13 11:07:34.322035,2025-02-13 22:36:41.067259,329,1,0,start_of_day,5.96,10.34,11.49,after
EV0000940,WO000148,SO00004,SKU0004,F1,F1-L2,SEW,Sewing,2025-02-13 23:19:21.152844,2025-02-16 19:54:47.364531,329,4,0,minor,6.25,109.74,68.59,after
EV0000941,WO000148,SO00004,SKU0004,F1,F1-L2,QC_INLINE,Quality,2025-02-16 21:03:50.537959,2025-02-16 23:45:03.465680,329,3,2,minor,1.18,2.42,1.07,after
EV0000942,WO000148,SO00004,SKU0004,F1,F1-L1,FINISH,Finishing,2025-02-17 00:05:13.523648,2025-02-17 15:31:16.593034,329,6,0,minor,1.52,18.52,6.17,after
EV0000943,WO000148,SO00004,SKU0004,F1,F1-L2,QC_FINAL,Quality,2025-02-17 15:33:55.680049,2025-02-17 19:24:10.890444,329,3,2,minor,1.9,3.45,1.54,after
EV0000944,WO000148,SO00004,SKU0004,F1,F1-L2,REWORK,Rework,2025-02-17 19:35:05.417167,2025-02-17 19:37:36.725641,2,0,0,none,0.0,0.05,0.01,after
EV0000945,WO000148,SO00004,SKU0004,F1,F1-L2,PACK,Packing,2025-02-17 19:48:24.263287,2025-02-18 04:45:30.278392,329,2,0,minor,1.49,8.06,3.58,after
EV0000946,WO000149,SO00681,SKU0030,F1,F1-L2,CUT,Cutting,2025-02-13 10:29:42.237221,2025-02-13 13:32:38.818785,49,2,0,start_of_day,11.51,2.74,3.05,after
EV0000947,WO000149,SO00681,SKU0030,F1,F1-L2,SEW,Sewing,2025-02-13 13:57:47.677774,2025-02-14 04:53:24.996781,49,0,0,minor,2.0,23.88,14.93,after
EV0000948,WO000149,SO00681,SKU0030,F1,F1-L3,QC_INLINE,Quality,2025-02-14 05:22:32.367444,2025-02-14 05:57:49.329797,49,1,1,minor,2.14,0.53,0.24,after
EV0000949,WO000149,SO00681,SKU0030,F1,F1-L3,FINISH,Finishing,2025-02-14 06:09:59.922483,2025-02-14 09:34:03.076922,49,0,0,minor,3.15,4.08,1.36,after
