event_id,work_order_id,sales_order_id,sku_id,factory_id,production_line_id,operation_step,area,step_start_time,step_end_time,produced_qty,rejected_qty,rework_qty,setup_type,setup_time_min,labor_hours,machine_hours,scenario,product_category,fabric_type,color,size_run,std_sam_minutes_sew,pack_units_per_carton,line_type,shift_pattern,daily_capacity_machine_hours,daily_capacity_labor_hours,customer_id,order_date,due_date,demand_qty,penalty_cost_late,priority,week
EV0000767,WO000116,SO00403,SKU0008,F2,F2-L3,SEW,Sewing,2025-02-01T20:13:41Z,2025-02-03T19:13:30Z,127,3,0,minor,6.5,75.2,47,before,Hoodie,French_Terry,Sand,core,23.12,12,sewing_cell,1x10h,8.5,12.5,CUST0016,2025-02-01,2025-02-21,117,18.3,Std,2025-02-03
EV0000768,WO000116,SO00403,SKU0008,F2,F2-L3,QC_INLINE,Quality,2025-02-03T20:29:00Z,2025-02-03T22:00:28Z,127,6,3,minor,1.22,1.37,0.61,before,Hoodie,French_Terry,Sand,core,23.12,12,sewing_cell,1x10h,8.5,12.5,CUST0016,2025-02-01,2025-02-21,117,18.3,Std,2025-02-03
EV0000769,WO000116,SO00403,SKU0008,F2,F2-L3,REWORK,Rework,2025-02-03T22:51:15Z,2025-02-03T22:55:42Z,3,0,0,none,0,0.08,0.01,before,Hoodie,French_Terry,Sand,core,23.12,12,sewing_cell,1x10h,8.5,12.5,CUST0016,2025-02-01,2025-02-21,117,18.3,Std,2025-02-03
EV0000770,WO000116,SO00403,SKU0008,F2,F2-L3,FINISH,Finishing,2025-02-03T23:49:52Z,2025-02-04T10:27:04Z,127,3,0,minor,3.1,12.74,4.25,before,Hoodie,French_Terry,Sand,core,23.12,12,sewing_cell,1x10h,8.5,12.5,CUST0016,2025-02-01,2025-02-21,117,18.3,Std,2025-02-03
EV0000771,WO000116,SO00403,SKU0008,F2,F2-L2,QC_FINAL,Quality,2025-02-04T10:34:21Z,2025-02-04T12:19:01Z,127,4,2,minor,2.68,1.57,0.7,before,Hoodie,French_Terry,Sand,core,23.12,12,sewing_cell,2x8h,13.6,20,CUST0016,2025-02-01,2025-02-21,117,18.3,Std,2025-02-03
EV0000772,WO000116,SO00403,SKU0008,F2,F2-L2,REWORK,Rework,2025-02-04T13:14:51Z,2025-02-04T13:17:59Z,2,0,0,none,0,0.06,0.01,before,Hoodie,French_Terry,Sand,core,23.12,12,sewing_cell,2x8h,13.6,20,CUST0016,2025-02-01,2025-02-21,117,18.3,Std,2025-02-03
EV0000773,WO000116,SO00403,SKU0008,F2,F2-L1,PACK,Packing,2025-02-04T13:34:55Z,2025-02-04T16:53:16Z,127,0,0,minor,2.2,2.98,1.32,before,Hoodie,French_Terry,Sand,core,23.12,12,assembly_line,3x8h,20.4,30,CUST0016,2025-02-01,2025-02-21,117,18.3,Std,2025-02-03
EV0000774,WO000117,SO00333,SKU0016,F2,F2-L1,CUT,Cutting,2025-02-06T08:57:48Z,2025-02-06T14:26:34Z,97,0,0,start_of_day,8.87,4.93,5.48,before,Jacket,Fleece,White,core,22.06,24,assembly_line,3x8h,20.4,30,CUST0013,2025-02-01,2025-02-12,87,14.89,Launch,2025-02-03
EV0000775,WO000117,SO00333,SKU0016,F2,F2-L2,SEW,Sewing,2025-02-06T14:52:51Z,2025-02-08T04:17:57Z,97,3,0,minor,17.8,59.87,37.42,before,Jacket,Fleece,White,core,22.06,24,sewing_cell,2x8h,13.6,20,CUST0013,2025-02-01,2025-02-12,87,14.89,Launch,2025-02-03
EV0000776,WO000117,SO00333,SKU0016,F2,F2-L3,QC_INLINE,Quality,2025-02-08T05:30:47Z,2025-02-08T06:29:56Z,97,3,2,minor,2.16,0.89,0.39,before,Jacket,Fleece,White,core,22.06,24,sewing_cell,1x10h,8.5,12.5,CUST0013,2025-02-01,2025-02-12,87,14.89,Launch,2025-02-03
EV0000777,WO000117,SO00333,SKU0016,F2,F2-L3,FINISH,Finishing,2025-02-08T06:35:39Z,2025-02-08T14:27:43Z,97,2,0,minor,1.17,9.44,3.15,before,Jacket,Fleece,White,core,22.06,24,sewing_cell,1x10h,8.5,12.5,CUST0013,2025-02-01,2025-02-12,87,14.89,Launch,2025-02-03
EV0000778,WO000117,SO00333,SKU0016,F2,F2-L1,QC_FINAL,Quality,2025-02-08T14:39:01Z,2025-02-08T16:14:19Z,97,1,1,minor,2.77,1.43,0.64,before,Jacket,Fleece,White,core,22.06,24,assembly_line,3x8h,20.4,30,CUST0013,2025-02-01,2025-02-12,87,14.89,Launch,2025-02-03
EV0000779,WO000117,SO00333,SKU0016,F2,F2-L1,REWORK,Rework,2025-02-08T17:10:54Z,2025-02-08T17:13:25Z,1,0,0,none,0,0.05,0.01,before,Jacket,Fleece,White,core,22.06,24,assembly_line,3x8h,20.4,30,CUST0013,2025-02-01,2025-02-12,87,14.89,Launch,2025-02-03
EV0000780,WO000117,SO00333,SKU0016,F2,F2-L3,PACK,Packing,2025-02-08T17:23:40Z,2025-02-08T20:05:29Z,97,0,0,minor,1.92,2.43,1.08,before,Jacket,Fleece,White,core,22.06,24,sewing_cell,1x10h,8.5,12.5,CUST0013,2025-02-01,2025-02-12,87,14.89,Launch,2025-02-03
EV0000781,WO000118,SO00270,SKU0007,F1,F1-L3,CUT,Cutting,2025-02-03T10:08:58Z,2025-02-03T14:28:11Z,57,1,0,start_of_day,11.09,3.89,4.32,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,sewing_cell,1x10h,8.5,12.5,CUST0029,2025-02-01,2025-02-17,52,8.31,Std,2025-02-03
EV0000782,WO000118,SO00270,SKU0007,F1,F1-L2,SEW,Sewing,2025-02-03T14:53:46Z,2025-02-04T09:43:34Z,57,3,0,minor,10.02,30.13,18.83,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,modular_line,3x8h,20.4,30,CUST0029,2025-02-01,2025-02-17,52,8.31,Std,2025-02-03
EV0000783,WO000118,SO00270,SKU0007,F1,F1-L1,QC_INLINE,Quality,2025-02-04T09:56:15Z,2025-02-04T10:27:42Z,57,2,1,minor,1.19,0.47,0.21,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,assembly_line,2x8h,13.6,20,CUST0029,2025-02-01,2025-02-17,52,8.31,Std,2025-02-03
EV0000784,WO000118,SO00270,SKU0007,F1,F1-L1,REWORK,Rework,2025-02-04T11:10:45Z,2025-02-04T11:12:25Z,1,0,0,none,0,0.03,0.01,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,assembly_line,2x8h,13.6,20,CUST0029,2025-02-01,2025-02-17,52,8.31,Std,2025-02-03
EV0000785,WO000118,SO00270,SKU0007,F1,F1-L3,FINISH,Finishing,2025-02-04T11:27:50Z,2025-02-04T15:42:57Z,57,2,0,minor,0.98,5.1,1.7,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,sewing_cell,1x10h,8.5,12.5,CUST0029,2025-02-01,2025-02-17,52,8.31,Std,2025-02-03
EV0000786,WO000118,SO00270,SKU0007,F1,F1-L2,QC_FINAL,Quality,2025-02-04T15:54:59Z,2025-02-04T16:44:16Z,57,0,0,minor,1.02,0.74,0.33,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,modular_line,3x8h,20.4,30,CUST0029,2025-02-01,2025-02-17,52,8.31,Std,2025-02-03
EV0000787,WO000118,SO00270,SKU0007,F1,F1-L2,PACK,Packing,2025-02-04T17:00:23Z,2025-02-04T18:39:09Z,57,0,0,minor,1.84,1.48,0.66,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,modular_line,3x8h,20.4,30,CUST0029,2025-02-01,2025-02-17,52,8.31,Std,2025-02-03
EV0000788,WO000119,SO00241,SKU0030,F1,F1-L1,CUT,Cutting,2025-02-03T09:31:02Z,2025-02-03T14:26:14Z,76,0,0,start_of_day,7.97,4.43,4.92,before,Dress,Fleece,Sand,core,22.65,36,assembly_line,2x8h,13.6,20,CUST0014,2025-02-01,2025-02-14,67,20.2,Std,2025-02-03
EV0000789,WO000119,SO00241,SKU0030,F1,F1-L2,SEW,Sewing,2025-02-03T16:30:33Z,2025-02-04T22:42:53Z,76,2,0,minor,8.01,48.33,30.21,before,Dress,Fleece,Sand,core,22.65,36,modular_line,3x8h,20.4,30,CUST0014,2025-02-01,2025-02-14,67,20.2,Std,2025-02-03
EV0000790,WO000119,SO00241,SKU0030,F1,F1-L1,QC_INLINE,Quality,2025-02-04T23:07:36Z,2025-02-04T23:52:19Z,76,3,2,minor,1.45,0.67,0.3,before,Dress,Fleece,Sand,core,22.65,36,assembly_line,2x8h,13.6,20,CUST0014,2025-02-01,2025-02-14,67,20.2,Std,2025-02-03
EV0000791,WO000119,SO00241,SKU0030,F1,F1-L2,FINISH,Finishing,2025-02-05T00:02:58Z,2025-02-05T06:26:31Z,76,4,0,minor,1.56,7.67,2.56,before,Dress,Fleece,Sand,core,22.65,36,modular_line,3x8h,20.4,30,CUST0014,2025-02-01,2025-02-14,67,20.2,Std,2025-02-03
EV0000792,WO000119,SO00241,SKU0030,F1,F1-L2,QC_FINAL,Quality,2025-02-05T06:35:20Z,2025-02-05T07:25:37Z,76,3,2,minor,2.6,0.75,0.34,before,Dress,Fleece,Sand,core,22.65,36,modular_line,3x8h,20.4,30,CUST0014,2025-02-01,2025-02-14,67,20.2,Std,2025-02-03
EV0000793,WO000119,SO00241,SKU0030,F1,F1-L3,PACK,Packing,2025-02-05T07:42:38Z,2025-02-05T09:41:41Z,76,2,0,minor,1.31,1.79,0.79,before,Dress,Fleece,Sand,core,22.65,36,sewing_cell,1x10h,8.5,12.5,CUST0014,2025-02-01,2025-02-14,67,20.2,Std,2025-02-03
EV0000794,WO000120,SO00411,SKU0026,F2,F2-L3,CUT,Cutting,2025-02-01T08:38:13Z,2025-02-01T19:39:05Z,153,2,0,start_of_day,18.44,9.91,11.01,before,Jacket,Poly_Spandex,Red,core,26.19,24,sewing_cell,1x10h,8.5,12.5,CUST0026,2025-02-01,2025-02-19,141,13.84,Std,2025-01-27
EV0000795,WO000120,SO00411,SKU0026,F2,F2-L2,SEW,Sewing,2025-02-01T20:06:24Z,2025-02-05T04:12:34Z,153,5,0,minor,10.32,128.16,80.1,before,Jacket,Poly_Spandex,Red,core,26.19,24,sewing_cell,2x8h,13.6,20,CUST0026,2025-02-01,2025-02-19,141,13.84,Std,2025-02-03
EV0000796,WO000120,SO00411,SKU0026,F2,F2-L2,QC_INLINE,Quality,2025-02-05T04:39:17Z,2025-02-05T06:38:02Z,153,6,3,minor,1.28,1.78,0.79,before,Jacket,Poly_Spandex,Red,core,26.19,24,sewing_cell,2x8h,13.6,20,CUST0026,2025-02-01,2025-02-19,141,13.84,Std,2025-02-03
EV0000797,WO000120,SO00411,SKU0026,F2,F2-L2,REWORK,Rework,2025-02-05T06:48:41Z,2025-02-05T06:52:56Z,3,0,0,none,0,0.08,0.01,before,Jacket,Poly_Spandex,Red,core,26.19,24,sewing_cell,2x8h,13.6,20,CUST0026,2025-02-01,2025-02-19,141,13.84,Std,2025-02-03
EV0000798,WO000120,SO00411,SKU0026,F2,F2-L1,FINISH,Finishing,2025-02-05T07:03:55Z,2025-02-05T19:22:14Z,153,2,0,minor,3.14,14.77,4.92,before,Jacket,Poly_Spandex,Red,core,26.19,24,assembly_line,3x8h,20.4,30,CUST0026,2025-02-01,2025-02-19,141,13.84,Std,2025-02-03
EV0000799,WO000120,SO00411,SKU0026,F2,F2-L2,QC_FINAL,Quality,2025-02-05T19:30:02Z,2025-02-05T21:28:33Z,153,4,2,minor,1.68,1.78,0.79,before,Jacket,Poly_Spandex,Red,core,26.19,24,sewing_cell,2x8h,13.6,20,CUST0026,2025-02-01,2025-02-19,141,13.84,Std,2025-02-03
EV0000800,WO000120,SO00411,SKU0026,F2,F2-L2,PACK,Packing,2025-02-05T21:36:20Z,2025-02-06T01:49:25Z,153,1,0,minor,2.21,3.8,1.69,before,Jacket,Poly_Spandex,Red,core,26.19,24,sewing_cell,2x8h,13.6,20,CUST0026,2025-02-01,2025-02-19,141,13.84,Std,2025-02-03
EV0000801,WO000121,SO00560,SKU0013,F1,F1-L1,CUT,Cutting,2025-02-01T09:44:31Z,2025-02-01T14:39:00Z,116,1,0,start_of_day,15.49,4.42,4.91,before,Polo,Cotton_Jersey,White,core,17.4,24,assembly_line,2x8h,13.6,20,CUST0011,2025-02-01,2025-02-16,112,12.68,Launch,2025-01-27
EV0000802,WO000121,SO00560,SKU0013,F1,F1-L2,SEW,Sewing,2025-02-01T15:45:44Z,2025-02-03T05:59:14Z,116,5,0,minor,6.43,61.16,38.23,before,Polo,Cotton_Jersey,White,core,17.4,24,modular_line,3x8h,20.4,30,CUST0011,2025-02-01,2025-02-16,112,12.68,Launch,2025-02-03
EV0000803,WO000121,SO00560,SKU0013,F1,F1-L2,QC_INLINE,Quality,2025-02-03T07:05:56Z,2025-02-03T08:13:12Z,116,3,2,minor,1.99,1.01,0.45,before,Polo,Cotton_Jersey,White,core,17.4,24,modular_line,3x8h,20.4,30,CUST0011,2025-02-01,2025-02-16,112,12.68,Launch,2025-02-03
EV0000804,WO000121,SO00560,SKU0013,F1,F1-L1,FINISH,Finishing,2025-02-03T08:27:52Z,2025-02-03T14:43:41Z,116,2,0,minor,0.78,7.52,2.51,before,Polo,Cotton_Jersey,White,core,17.4,24,assembly_line,2x8h,13.6,20,CUST0011,2025-02-01,2025-02-16,112,12.68,Launch,2025-02-03
EV0000805,WO000121,SO00560,SKU0013,F1,F1-L1,QC_FINAL,Quality,2025-02-03T14:58:32Z,2025-02-03T16:38:32Z,116,2,1,minor,1.24,1.5,0.67,before,Polo,Cotton_Jersey,White,core,17.4,24,assembly_line,2x8h,13.6,20,CUST0011,2025-02-01,2025-02-16,112,12.68,Launch,2025-02-03
EV0000806,WO000121,SO00560,SKU0013,F1,F1-L2,PACK,Packing,2025-02-03T16:49:50Z,2025-02-03T20:26:02Z,116,1,0,minor,2.57,3.24,1.44,before,Polo,Cotton_Jersey,White,core,17.4,24,modular_line,3x8h,20.4,30,CUST0011,2025-02-01,2025-02-16,112,12.68,Launch,2025-02-03
EV0000807,WO000122,SO00014,SKU0017,F2,F2-L1,CUT,Cutting,2025-02-05T10:52:15Z,2025-02-05T15:41:57Z,68,1,0,start_of_day,13.27,4.35,4.83,before,Jacket,Cotton_Jersey,Grey,core,19.88,24,assembly_line,3x8h,20.4,30,CUST0027,2025-02-01,2025-02-17,66,16.65,Std,2025-02-03
EV0000808,WO000122,SO00014,SKU0017,F2,F2-L3,SEW,Sewing,2025-02-05T17:39:01Z,2025-02-06T20:59:01Z,68,4,0,minor,16.05,43.73,27.33,before,Jacket,Cotton_Jersey,Grey,core,19.88,24,sewing_cell,1x10h,8.5,12.5,CUST0027,2025-02-01,2025-02-17,66,16.65,Std,2025-02-03
EV0000809,WO000122,SO00014,SKU0017,F2,F2-L3,QC_INLINE,Quality,2025-02-06T22:22:41Z,2025-02-06T23:25:46Z,68,4,2,minor,2.72,0.95,0.42,before,Jacket,Cotton_Jersey,Grey,core,19.88,24,sewing_cell,1x10h,8.5,12.5,CUST0027,2025-02-01,2025-02-17,66,16.65,Std,2025-02-03
EV0000810,WO000122,SO00014,SKU0017,F2,F2-L3,REWORK,Rework,2025-02-07T00:20:41Z,2025-02-07T00:24:13Z,2,0,0,none,0,0.06,0.01,before,Jacket,Cotton_Jersey,Grey,core,19.88,24,sewing_cell,1x10h,8.5,12.5,CUST0027,2025-02-01,2025-02-17,66,16.65,Std,2025-02-03
EV0000811,WO000122,SO00014,SKU0017,F2,F2-L2,FINISH,Finishing,2025-02-07T01:33:21Z,2025-02-07T07:20:27Z,68,3,0,minor,3.26,6.94,2.31,before,Jacket,Cotton_Jersey,Grey,core,19.88,24,sewing_cell,2x8h,13.6,20,CUST0027,2025-02-01,2025-02-17,66,16.65,Std,2025-02-03
EV0000812,WO000122,SO00014,SKU0017,F2,F2-L1,QC_FINAL,Quality,2025-02-07T07:30:30Z,2025-02-07T08:39:12Z,68,2,1,minor,6.16,1.03,0.46,before,Jacket,Cotton_Jersey,Grey,core,19.88,24,assembly_line,3x8h,20.4,30,CUST0027,2025-02-01,2025-02-17,66,16.65,Std,2025-02-03
EV0000813,WO000122,SO00014,SKU0017,F2,F2-L1,REWORK,Rework,2025-02-07T09:13:41Z,2025-02-07T09:15:03Z,1,0,0,none,0,0.02,0,before,Jacket,Cotton_Jersey,Grey,core,19.88,24,assembly_line,3x8h,20.4,30,CUST0027,2025-02-01,2025-02-17,66,16.65,Std,2025-02-03
EV0000814,WO000122,SO00014,SKU0017,F2,F2-L1,PACK,Packing,2025-02-07T09:24:54Z,2025-02-07T11:34:03Z,68,1,0,minor,2.79,1.94,0.86,before,Jacket,Cotton_Jersey,Grey,core,19.88,24,assembly_line,3x8h,20.4,30,CUST0027,2025-02-01,2025-02-17,66,16.65,Std,2025-02-03
EV0000815,WO000123,SO00134,SKU0009,F1,F1-L3,CUT,Cutting,2025-02-04T08:54:39Z,2025-02-04T15:49:52Z,170,3,0,start_of_day,16.51,6.23,6.92,before,Polo,Fleece,Sand,extended,14.71,24,sewing_cell,1x10h,8.5,12.5,CUST0023,2025-02-02,2025-03-01,158,9.96,Std,2025-02-03
EV0000816,WO000123,SO00134,SKU0009,F1,F1-L1,SEW,Sewing,2025-02-04T16:02:38Z,2025-02-06T11:24:10Z,170,6,0,minor,8.05,69.37,43.36,before,Polo,Fleece,Sand,extended,14.71,24,assembly_line,2x8h,13.6,20,CUST0023,2025-02-02,2025-03-01,158,9.96,Std,2025-02-03
EV0000817,WO000123,SO00134,SKU0009,F1,F1-L1,QC_INLINE,Quality,2025-02-06T12:28:05Z,2025-02-06T14:18:25Z,170,8,4,minor,6.66,1.66,0.74,before,Polo,Fleece,Sand,extended,14.71,24,assembly_line,2x8h,13.6,20,CUST0023,2025-02-02,2025-03-01,158,9.96,Std,2025-02-03
EV0000818,WO000123,SO00134,SKU0009,F1,F1-L1,FINISH,Finishing,2025-02-06T14:35:18Z,2025-02-06T23:20:58Z,170,3,0,minor,1.58,10.51,3.5,before,Polo,Fleece,Sand,extended,14.71,24,assembly_line,2x8h,13.6,20,CUST0023,2025-02-02,2025-03-01,158,9.96,Std,2025-02-03
EV0000819,WO000123,SO00134,SKU0009,F1,F1-L2,QC_FINAL,Quality,2025-02-06T23:51:16Z,2025-02-07T02:04:43Z,170,6,3,minor,2.35,2,0.89,before,Polo,Fleece,Sand,extended,14.71,24,modular_line,3x8h,20.4,30,CUST0023,2025-02-02,2025-03-01,158,9.96,Std,2025-02-03
EV0000820,WO000123,SO00134,SKU0009,F1,F1-L2,REWORK,Rework,2025-02-07T02:17:39Z,2025-02-07T02:22:58Z,3,0,0,none,0,0.1,0.02,before,Polo,Fleece,Sand,extended,14.71,24,modular_line,3x8h,20.4,30,CUST0023,2025-02-02,2025-03-01,158,9.96,Std,2025-02-03
EV0000821,WO000123,SO00134,SKU0009,F1,F1-L3,PACK,Packing,2025-02-07T02:47:55Z,2025-02-07T07:04:33Z,170,0,0,minor,3.44,3.85,1.71,before,Polo,Fleece,Sand,extended,14.71,24,sewing_cell,1x10h,8.5,12.5,CUST0023,2025-02-02,2025-03-01,158,9.96,Std,2025-02-03
EV0000822,WO000124,SO00057,SKU0019,F2,F2-L3,CUT,Cutting,2025-02-06T11:12:22Z,2025-02-06T18:20:27Z,107,3,0,start_of_day,10.27,6.42,7.13,before,Hoodie,Fleece,Blue,extended,20.22,24,sewing_cell,1x10h,8.5,12.5,CUST0002,2025-02-02,2025-03-04,102,38.35,Std,2025-02-03
EV0000823,WO000124,SO00057,SKU0019,F2,F2-L2,SEW,Sewing,2025-02-06T19:11:19Z,2025-02-08T04:31:31Z,107,1,0,minor,5.74,53.34,33.34,before,Hoodie,Fleece,Blue,extended,20.22,24,sewing_cell,2x8h,13.6,20,CUST0002,2025-02-02,2025-03-04,102,38.35,Std,2025-02-03
EV0000824,WO000124,SO00057,SKU0019,F2,F2-L1,QC_INLINE,Quality,2025-02-08T05:12:37Z,2025-02-08T06:30:16Z,107,1,1,minor,1.68,1.16,0.52,before,Hoodie,Fleece,Blue,extended,20.22,24,assembly_line,3x8h,20.4,30,CUST0002,2025-02-02,2025-03-04,102,38.35,Std,2025-02-03
EV0000825,WO000124,SO00057,SKU0019,F2,F2-L2,FINISH,Finishing,2025-02-08T07:05:45Z,2025-02-08T15:09:02Z,107,2,0,minor,1.2,9.67,3.22,before,Hoodie,Fleece,Blue,extended,20.22,24,sewing_cell,2x8h,13.6,20,CUST0002,2025-02-02,2025-03-04,102,38.35,Std,2025-02-03
EV0000826,WO000124,SO00057,SKU0019,F2,F2-L2,QC_FINAL,Quality,2025-02-08T15:27:05Z,2025-02-08T17:19:49Z,107,3,2,minor,1.57,1.69,0.75,before,Hoodie,Fleece,Blue,extended,20.22,24,sewing_cell,2x8h,13.6,20,CUST0002,2025-02-02,2025-03-04,102,38.35,Std,2025-02-03
EV0000827,WO000124,SO00057,SKU0019,F2,F2-L2,PACK,Packing,2025-02-08T17:32:37Z,2025-02-08T20:06:53Z,107,0,0,minor,1.15,2.31,1.03,before,Hoodie,Fleece,Blue,extended,20.22,24,sewing_cell,2x8h,13.6,20,CUST0002,2025-02-02,2025-03-04,102,38.35,Std,2025-02-03
EV0000828,WO000125,SO00027,SKU0010,F1,F1-L2,CUT,Cutting,2025-02-07T09:58:32Z,2025-02-07T15:05:52Z,117,5,0,start_of_day,5.81,4.61,5.12,before,Short,Cotton_Jersey,White,core,29.47,24,modular_line,3x8h,20.4,30,CUST0003,2025-02-02,2025-02-19,106,10.93,Std,2025-02-03
EV0000829,WO000125,SO00027,SKU0010,F1,F1-L2,SEW,Sewing,2025-02-07T16:39:17Z,2025-02-10T06:30:38Z,117,3,0,minor,4.47,98.97,61.86,before,Short,Cotton_Jersey,White,core,29.47,24,modular_line,3x8h,20.4,30,CUST0003,2025-02-02,2025-02-19,106,10.93,Std,2025-02-10
EV0000830,WO000125,SO00027,SKU0010,F1,F1-L1,QC_INLINE,Quality,2025-02-10T06:43:21Z,2025-02-10T07:45:18Z,117,5,3,minor,2.42,0.93,0.41,before,Short,Cotton_Jersey,White,core,29.47,24,assembly_line,2x8h,13.6,20,CUST0003,2025-02-02,2025-02-19,106,10.93,Std,2025-02-10
EV0000831,WO000125,SO00027,SKU0010,F1,F1-L3,FINISH,Finishing,2025-02-10T08:01:46Z,2025-02-10T18:00:29Z,117,3,0,minor,2.46,11.97,3.99,before,Short,Cotton_Jersey,White,core,29.47,24,sewing_cell,1x10h,8.5,12.5,CUST0003,2025-02-02,2025-02-19,106,10.93,Std,2025-02-10
EV0000832,WO000125,SO00027,SKU0010,F1,F1-L1,QC_FINAL,Quality,2025-02-10T18:13:32Z,2025-02-10T19:46:18Z,117,10,6,minor,3.49,1.39,0.62,before,Short,Cotton_Jersey,White,core,29.47,24,assembly_line,2x8h,13.6,20,CUST0003,2025-02-02,2025-02-19,106,10.93,Std,2025-02-10
EV0000833,WO000125,SO00027,SKU0010,F1,F1-L1,REWORK,Rework,2025-02-10T20:11:27Z,2025-02-10T20:22:08Z,6,0,0,none,0,0.2,0.04,before,Short,Cotton_Jersey,White,core,29.47,24,assembly_line,2x8h,13.6,20,CUST0003,2025-02-02,2025-02-19,106,10.93,Std,2025-02-10
EV0000834,WO000125,SO00027,SKU0010,F1,F1-L2,PACK,Packing,2025-02-10T20:37:30Z,2025-02-10T23:45:52Z,117,3,0,minor,1.31,2.83,1.26,before,Short,Cotton_Jersey,White,core,29.47,24,modular_line,3x8h,20.4,30,CUST0003,2025-02-02,2025-02-19,106,10.93,Std,2025-02-10
EV0000835,WO000126,SO00322,SKU0027,F2,F2-L3,CUT,Cutting,2025-02-08T08:27:30Z,2025-02-08T16:10:56Z,126,1,0,start_of_day,15.27,6.95,7.72,before,Sweatpant,Cotton_Jersey,Olive,core,11.34,24,sewing_cell,1x10h,8.5,12.5,CUST0005,2025-02-02,2025-02-19,116,20.12,Std,2025-02-03
EV0000836,WO000126,SO00322,SKU0027,F2,F2-L3,SEW,Sewing,2025-02-08T18:12:30Z,2025-02-09T23:48:21Z,126,8,0,minor,15.63,47.36,29.6,before,Sweatpant,Cotton_Jersey,Olive,core,11.34,24,sewing_cell,1x10h,8.5,12.5,CUST0005,2025-02-02,2025-02-19,116,20.12,Std,2025-02-03
EV0000837,WO000126,SO00322,SKU0027,F2,F2-L3,QC_INLINE,Quality,2025-02-10T00:48:30Z,2025-02-10T02:06:42Z,126,4,2,minor,2.07,1.17,0.52,before,Sweatpant,Cotton_Jersey,Olive,core,11.34,24,sewing_cell,1x10h,8.5,12.5,CUST0005,2025-02-02,2025-02-19,116,20.12,Std,2025-02-10
EV0000838,WO000126,SO00322,SKU0027,F2,F2-L3,REWORK,Rework,2025-02-10T03:42:49Z,2025-02-10T03:46:22Z,2,0,0,none,0,0.06,0.01,before,Sweatpant,Cotton_Jersey,Olive,core,11.34,24,sewing_cell,1x10h,8.5,12.5,CUST0005,2025-02-02,2025-02-19,116,20.12,Std,2025-02-10
EV0000839,WO000126,SO00322,SKU0027,F2,F2-L1,FINISH,Finishing,2025-02-10T04:13:59Z,2025-02-10T12:59:44Z,126,2,0,minor,0.98,10.51,3.5,before,Sweatpant,Cotton_Jersey,Olive,core,11.34,24,assembly_line,3x8h,20.4,30,CUST0005,2025-02-02,2025-02-19,116,20.12,Std,2025-02-10
EV0000840,WO000126,SO00322,SKU0027,F2,F2-L3,QC_FINAL,Quality,2025-02-10T13:26:03Z,2025-02-10T15:01:34Z,126,2,1,minor,1.96,1.43,0.64,before,Sweatpant,Cotton_Jersey,Olive,core,11.34,24,sewing_cell,1x10h,8.5,12.5,CUST0005,2025-02-02,2025-02-19,116,20.12,Std,2025-02-10
EV0000841,WO000126,SO00322,SKU0027,F2,F2-L3,PACK,Packing,2025-02-10T15:27:15Z,2025-02-10T18:56:54Z,126,2,0,minor,4.2,3.14,1.4,before,Sweatpant,Cotton_Jersey,Olive,core,11.34,24,sewing_cell,1x10h,8.5,12.5,CUST0005,2025-02-02,2025-02-19,116,20.12,Std,2025-02-10
EV0000842,WO000127,SO00169,SKU0015,F1,F1-L3,CUT,Cutting,2025-02-06T10:24:49Z,2025-02-06T18:13:39Z,166,3,0,start_of_day,11.09,7.03,7.81,before,Polo,French_Terry,White,core,20.18,24,sewing_cell,1x10h,8.5,12.5,CUST0026,2025-02-02,2025-02-26,149,10.75,Std,2025-02-03
EV0000843,WO000127,SO00169,SKU0015,F1,F1-L2,SEW,Sewing,2025-02-06T19:10:54Z,2025-02-09T19:05:33Z,166,10,0,minor,11.97,115.06,71.91,before,Polo,French_Terry,White,core,20.18,24,modular_line,3x8h,20.4,30,CUST0026,2025-02-02,2025-02-26,149,10.75,Std,2025-02-03
EV0000844,WO000127,SO00169,SKU0015,F1,F1-L2,QC_INLINE,Quality,2025-02-09T20:23:37Z,2025-02-09T22:13:49Z,166,6,3,minor,1.94,1.65,0.73,before,Polo,French_Terry,White,core,20.18,24,modular_line,3x8h,20.4,30,CUST0026,2025-02-02,2025-02-26,149,10.75,Std,2025-02-03
EV0000845,WO000127,SO00169,SKU0015,F1,F1-L2,FINISH,Finishing,2025-02-09T22:27:22Z,2025-02-10T07:04:25Z,166,5,0,minor,1.67,10.34,3.45,before,Polo,French_Terry,White,core,20.18,24,modular_line,3x8h,20.4,30,CUST0026,2025-02-02,2025-02-26,149,10.75,Std,2025-02-10
EV0000846,WO000127,SO00169,SKU0015,F1,F1-L2,QC_FINAL,Quality,2025-02-10T07:21:29Z,2025-02-10T09:35:34Z,166,4,2,minor,1.27,2.01,0.89,before,Polo,French_Terry,White,core,20.18,24,modular_line,3x8h,20.4,30,CUST0026,2025-02-02,2025-02-26,149,10.75,Std,2025-02-10
