week,sku_id,location_id,on_hand_qty,backorder_qty,reserved_qty,shipped_qty,late_ship_qty,freight_cost,demand_qty,throughput_qty,product_category,fabric_type,color,size_run,std_sam_minutes_sew,pack_units_per_carton
2025-04-14,SKU0002,WH_NORTH,1273,0,52,0,0,0,0,215,Tee,Nylon_Taffeta,Red,extended,11.75,24
2025-04-14,SKU0004,WH_NORTH,2315,0,103,0,0,0,501,434,Tee,Ripstop,White,extended,14.15,36
2025-04-14,SKU0005,DC_HCMC,150,0,7,0,0,0,105,109,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-04-14,SKU0006,WH_NORTH,0,246,0,0,0,0,100,210,Jacket,French_Terry,White,core,25.25,36
2025-04-14,SKU0009,WH_SOUTH,0,478,0,0,0,0,0,471,Polo,Fleece,Sand,extended,14.71,24
2025-04-14,SKU0013,DC_CT,10,0,0,0,0,0,61,902,Polo,Cotton_Jersey,White,core,17.4,24
2025-04-14,SKU0014,DC_DN,160,0,9,0,0,0,92,215,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-04-14,SKU0018,WH_NORTH,2418,0,89,0,0,0,318,278,Tee,Poly_Spandex,Black,extended,7.01,24
2025-04-14,SKU0018,WH_SOUTH,0,934,0,0,0,0,318,278,Tee,Poly_Spandex,Black,extended,7.01,24
2025-04-14,SKU0020,WH_NORTH,0,209,0,0,0,0,26,546,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-04-14,SKU0022,DC_HN,54,0,2,547,547,64.53999999999999,566,79,Dress,Ripstop,Grey,core,22.11,24
2025-04-14,SKU0024,DC_HCMC,127,0,9,0,0,0,0,0,Tee,Fleece,Black,core,6.06,36
2025-04-14,SKU0025,WH_SOUTH,0,637,0,0,0,0,159,0,Short,Poly_Spandex,Navy,core,25.18,36
2025-04-14,SKU0026,DC_CT,40,0,3,0,0,0,0,0,Jacket,Poly_Spandex,Red,core,26.19,24
2025-04-21,SKU0002,DC_CT,199,0,10,0,0,0,0,0,Tee,Nylon_Taffeta,Red,extended,11.75,24
2025-04-21,SKU0002,WH_SOUTH,0,351,0,0,0,0,0,0,Tee,Nylon_Taffeta,Red,extended,11.75,24
2025-04-21,SKU0004,DC_CT,188,0,4,0,0,0,388,0,Tee,Ripstop,White,extended,14.15,36
2025-04-21,SKU0004,WH_SOUTH,0,916,0,0,0,0,388,0,Tee,Ripstop,White,extended,14.15,36
2025-04-21,SKU0006,DC_HCMC,95,0,4,0,0,0,0,0,Jacket,French_Terry,White,core,25.25,36
2025-04-21,SKU0006,WH_NORTH,0,123,0,0,0,0,0,0,Jacket,French_Terry,White,core,25.25,36
2025-04-21,SKU0007,DC_HN,86,0,1,0,0,0,0,111,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-04-21,SKU0009,WH_SOUTH,0,478,0,0,0,0,0,0,Polo,Fleece,Sand,extended,14.71,24
2025-04-21,SKU0013,DC_CT,0,1,0,0,0,0,921,269,Polo,Cotton_Jersey,White,core,17.4,24
2025-04-21,SKU0013,WH_SOUTH,0,152,0,0,0,0,921,269,Polo,Cotton_Jersey,White,core,17.4,24
2025-04-21,SKU0014,WH_SOUTH,0,351,0,0,0,0,422,0,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-04-21,SKU0015,DC_HN,160,0,6,0,0,0,0,42,Polo,French_Terry,White,core,20.18,24
2025-04-21,SKU0017,WH_NORTH,0,42,0,0,0,0,0,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-04-21,SKU0020,WH_NORTH,0,822,0,0,0,0,77,423,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-04-21,SKU0022,DC_HCMC,75,0,1,0,0,0,77,0,Dress,Ripstop,Grey,core,22.11,24
2025-04-21,SKU0024,DC_CT,0,112,0,0,0,0,0,0,Tee,Fleece,Black,core,6.06,36
2025-04-21,SKU0024,DC_DN,65,0,1,0,0,0,0,0,Tee,Fleece,Black,core,6.06,36
2025-04-21,SKU0024,WH_SOUTH,138,0,5,0,0,0,0,0,Tee,Fleece,Black,core,6.06,36
2025-04-21,SKU0025,DC_DN,133,0,2,149,0,30.55,360,235,Short,Poly_Spandex,Navy,core,25.18,36
2025-04-28,SKU0002,WH_SOUTH,0,702,0,0,0,0,192,368,Tee,Nylon_Taffeta,Red,extended,11.75,24
2025-04-28,SKU0004,WH_SOUTH,0,2748,0,0,0,0,0,235,Tee,Ripstop,White,extended,14.15,36
2025-04-28,SKU0005,DC_HCMC,101,0,4,95,0,11.92,154,38,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-04-28,SKU0005,WH_NORTH,0,466,0,0,0,0,154,38,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-04-28,SKU0006,WH_NORTH,0,123,0,0,0,0,381,183,Jacket,French_Terry,White,core,25.25,36
2025-04-28,SKU0007,DC_DN,45,0,1,0,0,0,105,126,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-04-28,SKU0007,WH_NORTH,1636,0,60,0,0,0,105,126,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-04-28,SKU0009,WH_NORTH,1752,0,53,0,0,0,418,0,Polo,Fleece,Sand,extended,14.71,24
2025-04-28,SKU0013,WH_SOUTH,0,381,0,0,0,0,246,306,Polo,Cotton_Jersey,White,core,17.4,24
2025-04-28,SKU0015,WH_SOUTH,0,551,0,0,0,0,131,310,Polo,French_Terry,White,core,20.18,24
2025-04-28,SKU0018,WH_SOUTH,0,1327,0,0,0,0,389,0,Tee,Poly_Spandex,Black,extended,7.01,24
2025-04-28,SKU0020,DC_CT,1,0,0,232,0,37.66,775,0,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-04-28,SKU0020,DC_DN,81,0,4,38,38,8.54,775,0,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-04-28,SKU0020,WH_NORTH,0,274,0,0,0,0,775,0,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-04-28,SKU0026,DC_HCMC,109,0,6,0,0,0,76,0,Jacket,Poly_Spandex,Red,core,26.19,24
2025-04-28,SKU0026,WH_SOUTH,1372,0,59,0,0,0,76,0,Jacket,Poly_Spandex,Red,core,26.19,24
2025-05-05,SKU0007,WH_NORTH,1597,0,58,0,0,0,0,0,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-05-05,SKU0007,WH_SOUTH,0,640,0,0,0,0,0,0,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-05-05,SKU0014,DC_HN,0,5,0,0,0,0,0,0,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-05-05,SKU0014,WH_SOUTH,0,702,0,0,0,0,0,0,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-05-05,SKU0015,DC_DN,32,0,0,0,0,0,0,0,Polo,French_Terry,White,core,20.18,24
2025-05-05,SKU0015,WH_SOUTH,0,1653,0,0,0,0,0,0,Polo,French_Terry,White,core,20.18,24
2025-05-05,SKU0017,DC_HN,115,0,5,0,0,0,0,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-05-05,SKU0017,WH_NORTH,0,276,0,0,0,0,0,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-05-05,SKU0018,DC_HN,292,0,20,0,0,0,0,842,Tee,Poly_Spandex,Black,extended,7.01,24
2025-05-05,SKU0024,DC_CT,0,77,0,0,0,0,167,227,Tee,Fleece,Black,core,6.06,36
2025-05-05,SKU0024,WH_SOUTH,0,16,0,0,0,0,167,227,Tee,Fleece,Black,core,6.06,36
2025-05-05,SKU0025,WH_SOUTH,0,776,0,0,0,0,241,260,Short,Poly_Spandex,Navy,core,25.18,36
2025-05-05,SKU0026,DC_CT,99,0,4,0,0,0,153,0,Jacket,Poly_Spandex,Red,core,26.19,24
2025-05-05,SKU0029,DC_CT,0,34,0,0,0,0,0,127,Tee,French_Terry,Olive,core,6,24
2025-05-05,SKU0029,WH_NORTH,1739,0,71,0,0,0,0,127,Tee,French_Terry,Olive,core,6,24
2025-05-12,SKU0002,DC_HN,320,0,22,0,0,0,46,76,Tee,Nylon_Taffeta,Red,extended,11.75,24
2025-05-12,SKU0005,DC_CT,30,0,0,0,0,0,45,0,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-05-12,SKU0005,WH_NORTH,0,466,0,0,0,0,45,0,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-05-12,SKU0007,WH_SOUTH,0,759,0,0,0,0,119,128,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-05-12,SKU0009,WH_NORTH,1752,0,65,0,0,0,0,0,Polo,Fleece,Sand,extended,14.71,24
2025-05-12,SKU0009,WH_SOUTH,0,833,0,0,0,0,0,0,Polo,Fleece,Sand,extended,14.71,24
2025-05-12,SKU0013,DC_HCMC,81,0,3,292,0,31.91,296,153,Polo,Cotton_Jersey,White,core,17.4,24
2025-05-12,SKU0014,WH_SOUTH,0,351,0,0,0,0,0,333,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-05-12,SKU0015,DC_HN,77,0,2,143,0,19.97,141,102,Polo,French_Terry,White,core,20.18,24
2025-05-12,SKU0015,WH_SOUTH,0,1653,0,0,0,0,141,102,Polo,French_Terry,White,core,20.18,24
2025-05-12,SKU0017,DC_HCMC,28,0,2,0,0,0,0,146,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-05-12,SKU0017,WH_SOUTH,1056,0,41,0,0,0,0,146,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-05-12,SKU0018,DC_DN,64,0,5,0,0,0,319,0,Tee,Poly_Spandex,Black,extended,7.01,24
2025-05-12,SKU0018,DC_HCMC,486,0,14,316,0,37.72,319,0,Tee,Poly_Spandex,Black,extended,7.01,24
2025-05-12,SKU0020,DC_HCMC,84,0,3,0,0,0,112,203,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-05-12,SKU0020,WH_NORTH,0,908,0,0,0,0,112,203,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-05-12,SKU0021,WH_NORTH,0,534,0,0,0,0,288,0,Legging,Fleece,Olive,extended,19.03,24
2025-05-12,SKU0024,DC_CT,0,84,0,0,0,0,212,0,Tee,Fleece,Black,core,6.06,36
2025-05-12,SKU0025,WH_SOUTH,0,776,0,0,0,0,164,348,Short,Poly_Spandex,Navy,core,25.18,36
2025-05-12,SKU0029,DC_CT,0,26,0,0,0,0,65,0,Tee,French_Terry,Olive,core,6,24
2025-05-12,SKU0029,DC_HN,181,0,8,0,0,0,65,0,Tee,French_Terry,Olive,core,6,24
2025-05-12,SKU0029,WH_SOUTH,0,811,0,0,0,0,65,0,Tee,French_Terry,Olive,core,6,24
2025-05-19,SKU0005,DC_DN,51,0,4,0,0,0,122,259,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-05-19,SKU0007,DC_DN,24,0,0,0,0,0,0,0,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-05-19,SKU0014,DC_HCMC,176,0,5,0,0,0,303,246,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-05-19,SKU0017,WH_NORTH,0,276,0,0,0,0,226,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-05-19,SKU0020,WH_NORTH,0,908,0,0,0,0,182,101,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-05-19,SKU0022,WH_SOUTH,0,204,0,0,0,0,142,0,Dress,Ripstop,Grey,core,22.11,24
2025-05-19,SKU0024,DC_DN,25,0,2,36,0,7.49,42,137,Tee,Fleece,Black,core,6.06,36
2025-05-19,SKU0029,DC_HN,149,0,10,0,0,0,122,62,Tee,French_Terry,Olive,core,6,24
2025-05-26,SKU0004,DC_HN,88,0,4,131,0,18.48,138,434,Tee,Ripstop,White,extended,14.15,36
2025-05-26,SKU0004,WH_SOUTH,0,1095,0,0,0,0,138,434,Tee,Ripstop,White,extended,14.15,36
2025-05-26,SKU0005,DC_CT,112,0,5,0,0,0,147,0,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-05-26,SKU0005,WH_NORTH,0,1126,0,0,0,0,147,0,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-05-26,SKU0006,DC_DN,0,11,0,0,0,0,88,51,Jacket,French_Terry,White,core,25.25,36
2025-05-26,SKU0006,WH_NORTH,0,555,0,0,0,0,88,51,Jacket,French_Terry,White,core,25.25,36
2025-05-26,SKU0009,DC_HN,104,0,5,0,0,0,38,70,Polo,Fleece,Sand,extended,14.71,24
2025-05-26,SKU0013,WH_NORTH,2229,0,79,0,0,0,143,129,Polo,Cotton_Jersey,White,core,17.4,24
2025-05-26,SKU0015,WH_SOUTH,0,551,0,0,0,0,0,0,Polo,French_Terry,White,core,20.18,24
2025-05-26,SKU0017,DC_CT,0,4,0,0,0,0,0,85,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-05-26,SKU0017,WH_SOUTH,1067,0,45,0,0,0,0,85,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-05-26,SKU0020,WH_NORTH,0,908,0,0,0,0,0,0,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-05-26,SKU0021,DC_HCMC,20,0,1,0,0,0,135,0,Legging,Fleece,Olive,extended,19.03,24
2025-05-26,SKU0021,DC_HN,201,0,10,0,0,0,135,0,Legging,Fleece,Olive,extended,19.03,24
2025-05-26,SKU0021,WH_NORTH,0,654,0,0,0,0,135,0,Legging,Fleece,Olive,extended,19.03,24
2025-05-26,SKU0022,DC_CT,0,11,0,0,0,0,70,70,Dress,Ripstop,Grey,core,22.11,24
2025-05-26,SKU0025,DC_DN,240,0,13,117,0,25.92,381,342,Short,Poly_Spandex,Navy,core,25.18,36
2025-05-26,SKU0025,WH_SOUTH,0,1039,0,0,0,0,381,342,Short,Poly_Spandex,Navy,core,25.18,36
2025-05-26,SKU0029,WH_SOUTH,0,866,0,0,0,0,0,169,Tee,French_Terry,Olive,core,6,24
2025-06-02,SKU0002,DC_HN,312,0,18,0,0,0,0,140,Tee,Nylon_Taffeta,Red,extended,11.75,24
2025-06-02,SKU0004,DC_DN,168,0,5,0,0,0,0,300,Tee,Ripstop,White,extended,14.15,36
2025-06-02,SKU0004,WH_SOUTH,0,1095,0,0,0,0,0,300,Tee,Ripstop,White,extended,14.15,36
2025-06-02,SKU0006,DC_DN,0,36,0,0,0,0,47,0,Jacket,French_Terry,White,core,25.25,36
2025-06-02,SKU0006,WH_NORTH,0,359,0,0,0,0,47,0,Jacket,French_Terry,White,core,25.25,36
2025-06-02,SKU0007,DC_CT,0,10,0,0,0,0,122,35,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-06-02,SKU0009,DC_CT,0,9,0,0,0,0,1231,637,Polo,Fleece,Sand,extended,14.71,24
2025-06-02,SKU0009,WH_SOUTH,0,1579,0,0,0,0,1231,637,Polo,Fleece,Sand,extended,14.71,24
2025-06-02,SKU0013,DC_CT,92,0,3,0,0,0,140,0,Polo,Cotton_Jersey,White,core,17.4,24
2025-06-02,SKU0013,DC_HN,235,0,8,124,0,14.55,140,0,Polo,Cotton_Jersey,White,core,17.4,24
2025-06-02,SKU0013,WH_SOUTH,0,1606,0,0,0,0,140,0,Polo,Cotton_Jersey,White,core,17.4,24
2025-06-02,SKU0015,DC_CT,39,0,1,0,0,0,97,0,Polo,French_Terry,White,core,20.18,24
2025-06-02,SKU0015,WH_NORTH,1950,0,67,0,0,0,97,0,Polo,French_Terry,White,core,20.18,24
2025-06-02,SKU0015,WH_SOUTH,0,1102,0,0,0,0,97,0,Polo,French_Terry,White,core,20.18,24
2025-06-02,SKU0017,DC_CT,0,14,0,0,0,0,81,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-06-02,SKU0017,WH_NORTH,0,276,0,0,0,0,81,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-06-02,SKU0020,WH_NORTH,0,908,0,0,0,0,97,0,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-06-02,SKU0021,DC_CT,0,28,0,0,0,0,0,472,Legging,Fleece,Olive,extended,19.03,24
2025-06-02,SKU0021,WH_NORTH,0,1308,0,0,0,0,0,472,Legging,Fleece,Olive,extended,19.03,24
2025-06-02,SKU0022,WH_SOUTH,0,1060,0,0,0,0,0,0,Dress,Ripstop,Grey,core,22.11,24
2025-06-02,SKU0024,DC_HCMC,219,0,5,0,0,0,0,0,Tee,Fleece,Black,core,6.06,36
2025-06-02,SKU0025,DC_CT,79,0,3,0,0,0,0,245,Short,Poly_Spandex,Navy,core,25.18,36
2025-06-02,SKU0026,DC_DN,105,0,5,0,0,0,84,76,Jacket,Poly_Spandex,Red,core,26.19,24
2025-06-09,SKU0004,DC_HCMC,174,0,8,0,0,0,600,225,Tee,Ripstop,White,extended,14.15,36
2025-06-09,SKU0005,DC_DN,101,0,3,0,0,0,0,0,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-06-09,SKU0005,WH_NORTH,0,563,0,0,0,0,0,0,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-06-09,SKU0006,DC_DN,0,89,0,0,0,0,0,316,Jacket,French_Terry,White,core,25.25,36
2025-06-09,SKU0006,WH_NORTH,0,1077,0,0,0,0,0,316,Jacket,French_Terry,White,core,25.25,36
2025-06-09,SKU0007,DC_CT,0,21,0,0,0,0,41,192,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-06-09,SKU0007,DC_HN,118,0,8,0,0,0,41,192,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-06-09,SKU0007,WH_SOUTH,0,2349,0,0,0,0,41,192,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-06-09,SKU0009,DC_CT,0,18,0,0,0,0,221,921,Polo,Fleece,Sand,extended,14.71,24
2025-06-09,SKU0009,WH_SOUTH,0,1728,0,0,0,0,221,921,Polo,Fleece,Sand,extended,14.71,24
2025-06-09,SKU0013,WH_SOUTH,0,803,0,0,0,0,0,97,Polo,Cotton_Jersey,White,core,17.4,24
2025-06-09,SKU0014,DC_CT,0,1,0,0,0,0,66,0,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-06-09,SKU0014,DC_DN,28,0,1,0,0,0,66,0,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-06-09,SKU0015,DC_DN,3,0,1,0,0,0,188,200,Polo,French_Terry,White,core,20.18,24
2025-06-09,SKU0015,WH_SOUTH,0,1102,0,0,0,0,188,200,Polo,French_Terry,White,core,20.18,24
2025-06-09,SKU0017,WH_NORTH,0,552,0,0,0,0,0,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-06-09,SKU0018,DC_HCMC,589,0,20,57,57,7.26,59,0,Tee,Poly_Spandex,Black,extended,7.01,24
2025-06-09,SKU0018,WH_NORTH,3503,0,151,0,0,0,59,0,Tee,Poly_Spandex,Black,extended,7.01,24
2025-06-09,SKU0018,WH_SOUTH,0,2125,0,0,0,0,59,0,Tee,Poly_Spandex,Black,extended,7.01,24
2025-06-09,SKU0021,WH_NORTH,0,654,0,0,0,0,199,94,Legging,Fleece,Olive,extended,19.03,24
2025-06-09,SKU0022,DC_CT,0,57,0,0,0,0,65,0,Dress,Ripstop,Grey,core,22.11,24
2025-06-09,SKU0022,DC_DN,15,0,0,60,60,11.52,65,0,Dress,Ripstop,Grey,core,22.11,24
2025-06-09,SKU0022,WH_SOUTH,0,265,0,0,0,0,65,0,Dress,Ripstop,Grey,core,22.11,24
2025-06-09,SKU0024,DC_CT,0,113,0,0,0,0,0,0,Tee,Fleece,Black,core,6.06,36
2025-06-09,SKU0024,DC_DN,37,0,5,0,0,0,0,0,Tee,Fleece,Black,core,6.06,36
2025-06-09,SKU0024,DC_HCMC,186,0,7,0,0,0,0,0,Tee,Fleece,Black,core,6.06,36
2025-06-09,SKU0025,WH_SOUTH,0,1039,0,0,0,0,396,290,Short,Poly_Spandex,Navy,core,25.18,36
2025-06-09,SKU0029,DC_CT,0,167,0,0,0,0,218,0,Tee,French_Terry,Olive,core,6,24
2025-06-16,SKU0002,DC_DN,92,0,6,0,0,0,177,0,Tee,Nylon_Taffeta,Red,extended,11.75,24
2025-06-16,SKU0004,WH_SOUTH,0,1154,0,0,0,0,71,73,Tee,Ripstop,White,extended,14.15,36
2025-06-16,SKU0006,DC_DN,0,77,0,0,0,0,0,0,Jacket,French_Terry,White,core,25.25,36
2025-06-16,SKU0006,DC_HCMC,59,0,0,0,0,0,0,0,Jacket,French_Terry,White,core,25.25,36
2025-06-16,SKU0006,WH_NORTH,0,359,0,0,0,0,0,0,Jacket,French_Terry,White,core,25.25,36
2025-06-16,SKU0007,DC_CT,0,33,0,0,0,0,137,308,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-06-16,SKU0007,WH_SOUTH,0,1746,0,0,0,0,137,308,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-06-16,SKU0009,DC_CT,0,24,0,0,0,0,0,35,Polo,Fleece,Sand,extended,14.71,24
2025-06-16,SKU0009,DC_HN,117,0,4,0,0,0,0,35,Polo,Fleece,Sand,extended,14.71,24
2025-06-16,SKU0014,DC_CT,0,5,0,0,0,0,92,0,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-06-16,SKU0014,WH_SOUTH,0,417,0,0,0,0,92,0,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-06-16,SKU0015,DC_DN,0,13,0,0,0,0,0,0,Polo,French_Terry,White,core,20.18,24
2025-06-16,SKU0015,WH_SOUTH,0,551,0,0,0,0,0,0,Polo,French_Terry,White,core,20.18,24
2025-06-16,SKU0017,DC_CT,0,53,0,0,0,0,0,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-06-16,SKU0017,WH_NORTH,0,414,0,0,0,0,0,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-06-16,SKU0018,WH_SOUTH,0,4364,0,0,0,0,0,0,Tee,Poly_Spandex,Black,extended,7.01,24
2025-06-16,SKU0020,DC_HCMC,92,0,6,0,0,0,0,0,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-06-16,SKU0020,WH_NORTH,0,908,0,0,0,0,0,0,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-06-16,SKU0021,DC_CT,122,0,6,0,0,0,232,344,Legging,Fleece,Olive,extended,19.03,24
2025-06-16,SKU0022,DC_CT,0,84,0,0,0,0,0,54,Dress,Ripstop,Grey,core,22.11,24
2025-06-16,SKU0022,DC_HN,116,0,6,0,0,0,0,54,Dress,Ripstop,Grey,core,22.11,24
2025-06-16,SKU0024,DC_CT,0,121,0,0,0,0,0,184,Tee,Fleece,Black,core,6.06,36
2025-06-16,SKU0029,DC_DN,194,0,9,0,0,0,0,0,Tee,French_Terry,Olive,core,6,24
2025-06-16,SKU0029,DC_HN,68,0,3,0,0,0,0,0,Tee,French_Terry,Olive,core,6,24
2025-06-23,SKU0002,WH_SOUTH,0,551,0,0,0,0,0,397,Tee,Nylon_Taffeta,Red,extended,11.75,24
2025-06-23,SKU0004,WH_SOUTH,0,1352,0,0,0,0,200,0,Tee,Ripstop,White,extended,14.15,36
2025-06-23,SKU0005,WH_NORTH,0,1126,0,0,0,0,0,66,Legging,Nylon_Taffeta,Navy,core,25.08,12
2025-06-23,SKU0006,DC_DN,0,80,0,0,0,0,194,90,Jacket,French_Terry,White,core,25.25,36
2025-06-23,SKU0007,WH_SOUTH,0,873,0,0,0,0,163,103,Dress,Cotton_Jersey,Navy,extended,18.67,24
2025-06-23,SKU0009,DC_CT,0,25,0,0,0,0,122,456,Polo,Fleece,Sand,extended,14.71,24
2025-06-23,SKU0009,WH_NORTH,3409,0,154,0,0,0,122,456,Polo,Fleece,Sand,extended,14.71,24
2025-06-23,SKU0014,DC_CT,0,26,0,0,0,0,122,66,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-06-23,SKU0014,DC_HCMC,195,0,6,0,0,0,122,66,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-06-23,SKU0015,DC_DN,0,23,0,0,0,0,0,0,Polo,French_Terry,White,core,20.18,24
2025-06-23,SKU0015,DC_HN,264,0,11,0,0,0,0,0,Polo,French_Terry,White,core,20.18,24
2025-06-23,SKU0017,WH_SOUTH,995,0,43,0,0,0,0,0,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-06-23,SKU0018,DC_CT,82,0,3,0,0,0,0,342,Tee,Poly_Spandex,Black,extended,7.01,24
2025-06-23,SKU0018,DC_HCMC,439,0,14,0,0,0,0,342,Tee,Poly_Spandex,Black,extended,7.01,24
2025-06-23,SKU0018,WH_SOUTH,0,4364,0,0,0,0,0,342,Tee,Poly_Spandex,Black,extended,7.01,24
2025-06-23,SKU0020,WH_NORTH,0,908,0,0,0,0,0,285,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-06-23,SKU0022,DC_CT,0,93,0,0,0,0,0,169,Dress,Ripstop,Grey,core,22.11,24
2025-06-23,SKU0024,DC_DN,24,0,0,0,0,0,165,201,Tee,Fleece,Black,core,6.06,36
2025-06-23,SKU0026,DC_HCMC,74,0,6,132,0,14.07,457,41,Jacket,Poly_Spandex,Red,core,26.19,24
2025-06-23,SKU0029,DC_CT,0,65,0,0,0,0,0,60,Tee,French_Terry,Olive,core,6,24
2025-06-30,SKU0013,DC_DN,210,0,9,0,0,0,0,0,Polo,Cotton_Jersey,White,core,17.4,24
2025-06-30,SKU0013,WH_NORTH,2516,0,103,0,0,0,0,0,Polo,Cotton_Jersey,White,core,17.4,24
2025-06-30,SKU0015,DC_HCMC,39,0,3,0,0,0,0,453,Polo,French_Terry,White,core,20.18,24
2025-06-30,SKU0017,DC_HCMC,60,0,2,0,0,0,0,57,Jacket,Cotton_Jersey,Grey,core,19.88,24
2025-06-30,SKU0018,DC_CT,69,0,4,0,0,0,0,0,Tee,Poly_Spandex,Black,extended,7.01,24
2025-06-30,SKU0018,DC_HN,135,0,4,0,0,0,0,0,Tee,Poly_Spandex,Black,extended,7.01,24
2025-06-30,SKU0021,WH_NORTH,0,917,0,0,0,0,422,272,Legging,Fleece,Olive,extended,19.03,24
2025-06-30,SKU0025,DC_HCMC,181,0,6,0,0,0,0,105,Short,Poly_Spandex,Navy,core,25.18,36
2025-06-30,SKU0029,DC_HN,38,0,2,0,0,0,0,107,Tee,French_Terry,Olive,core,6,24
2025-01-06,SKU0001,DC_HN,0,0,0,48,0,6.79,56,0,Dress,Poly_Spandex,Red,core,24.34,24
2025-01-06,SKU0006,DC_HCMC,0,0,0,106,0,13.24,105,261,Jacket,French_Terry,White,core,25.25,36
2025-01-06,SKU0014,DC_HCMC,0,0,0,77,0,9.87,80,141,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-01-13,SKU0010,DC_DN,0,0,0,153,0,33.74,157,251,Short,Cotton_Jersey,White,core,29.47,24
2025-01-13,SKU0013,DC_HN,0,0,0,224,224,28.909999999999997,247,0,Polo,Cotton_Jersey,White,core,17.4,24
2025-01-13,SKU0014,DC_HN,0,0,0,42,42,5.6,46,0,Dress,Cotton_Jersey,Olive,core,22.79,24
2025-01-13,SKU0019,DC_HN,0,0,0,47,47,5.99,57,69,Hoodie,Fleece,Blue,extended,20.22,24
2025-01-13,SKU0020,DC_HCMC,0,0,0,81,0,10.02,90,98,Hoodie,Cotton_Jersey,Black,core,20.3,12
2025-01-13,SKU0028,DC_HCMC,0,0,0,57,0,7.4,59,88,Jacket,Nylon_Taffeta,Grey,extended,21.3,36
2025-01-13,SKU0029,DC_HN,0,0,0,59,59,7.14,61,0,Tee,French_Terry,Olive,core,6,24
2025-01-13,SKU0030,DC_DN,0,0,0,96,96,20.4,99,327,Dress,Fleece,Sand,core,22.65,36
2025-01-20,SKU0004,DC_CT,0,0,0,176,0,28,193,142,Tee,Ripstop,White,extended,14.15,36
