week,production_line_id,machine_hours,daily_capacity_machine_hours,daily_capacity_labor_hours,weekly_capacity_machine_hours,weekly_capacity_labor_hours,utilization_machine,scenario
2025-06-02/2025-06-08,F1-L1,290.61,13.6,20.0,81.6,120.0,3.56139705882353,after
2025-06-02/2025-06-08,F1-L1,211.81,13.6,20.0,81.6,120.0,2.5957107843137255,before
2025-06-02/2025-06-08,F1-L2,156.64,20.4,30.0,122.39999999999999,180.0,1.2797385620915032,after
2025-06-02/2025-06-08,F1-L2,712.26,20.4,30.0,122.39999999999999,180.0,5.819117647058824,before
2025-06-02/2025-06-08,F1-L3,172.6,8.5,12.5,51.0,75.0,3.384313725490196,after
2025-06-02/2025-06-08,F1-L3,247.35,8.5,12.5,51.0,75.0,4.85,before
2025-06-02/2025-06-08,F2-L1,143.59,20.4,30.0,122.39999999999999,180.0,1.1731209150326798,after
2025-06-02/2025-06-08,F2-L1,111.51,20.4,30.0,122.39999999999999,180.0,0.911029411764706,before
2025-06-02/2025-06-08,F2-L2,245.54,13.6,20.0,81.6,120.0,3.0090686274509806,after
2025-06-02/2025-06-08,F2-L2,80.39,13.6,20.0,81.6,120.0,0.985171568627451,before
2025-06-02/2025-06-08,F2-L3,194.76,8.5,12.5,51.0,75.0,3.8188235294117647,after
2025-06-02/2025-06-08,F2-L3,551.44,8.5,12.5,51.0,75.0,10.812549019607845,before
2025-06-09/2025-06-15,F1-L1,236.83,13.6,20.0,81.6,120.0,2.9023284313725495,after
2025-06-09/2025-06-15,F1-L1,276.55,13.6,20.0,81.6,120.0,3.3890931372549025,before
2025-06-09/2025-06-15,F1-L2,310.21,20.4,30.0,122.39999999999999,180.0,2.5343954248366014,after
2025-06-09/2025-06-15,F1-L2,261.89,20.4,30.0,122.39999999999999,180.0,2.139624183006536,before
2025-06-09/2025-06-15,F1-L3,160.38,8.5,12.5,51.0,75.0,3.144705882352941,after
2025-06-09/2025-06-15,F1-L3,62.36,8.5,12.5,51.0,75.0,1.2227450980392156,before
2025-06-09/2025-06-15,F2-L1,183.89,20.4,30.0,122.39999999999999,180.0,1.5023692810457516,after
2025-06-09/2025-06-15,F2-L1,273.83,20.4,30.0,122.39999999999999,180.0,2.237173202614379,before
2025-06-09/2025-06-15,F2-L2,250.51999999999998,13.6,20.0,81.6,120.0,3.0700980392156865,after
2025-06-09/2025-06-15,F2-L2,271.81,13.6,20.0,81.6,120.0,3.3310049019607844,before
2025-06-09/2025-06-15,F2-L3,221.75,8.5,12.5,51.0,75.0,4.348039215686274,after
2025-06-09/2025-06-15,F2-L3,358.69,8.5,12.5,51.0,75.0,7.033137254901961,before
2025-06-16/2025-06-22,F1-L1,148.12,13.6,20.0,81.6,120.0,1.8151960784313728,after
2025-06-16/2025-06-22,F1-L1,131.17,13.6,20.0,81.6,120.0,1.6074754901960784,before
2025-06-16/2025-06-22,F1-L2,299.34,20.4,30.0,122.39999999999999,180.0,2.4455882352941174,after
2025-06-16/2025-06-22,F1-L2,487.76,20.4,30.0,122.39999999999999,180.0,3.984967320261438,before
2025-06-16/2025-06-22,F1-L3,90.67,8.5,12.5,51.0,75.0,1.777843137254902,after
2025-06-16/2025-06-22,F1-L3,268.89,8.5,12.5,51.0,75.0,5.272352941176471,before
2025-06-16/2025-06-22,F2-L1,165.60999999999999,20.4,30.0,122.39999999999999,180.0,1.3530228758169935,after
2025-06-16/2025-06-22,F2-L1,189.38,20.4,30.0,122.39999999999999,180.0,1.5472222222222223,before
2025-06-16/2025-06-22,F2-L2,265.65999999999997,13.6,20.0,81.6,120.0,3.2556372549019605,after
2025-06-16/2025-06-22,F2-L2,78.41000000000001,13.6,20.0,81.6,120.0,0.9609068627450983,before
2025-06-16/2025-06-22,F2-L3,179.81,8.5,12.5,51.0,75.0,3.525686274509804,after
2025-06-16/2025-06-22,F2-L3,223.32000000000002,8.5,12.5,51.0,75.0,4.378823529411765,before
2025-06-23/2025-06-29,F1-L1,160.45,13.6,20.0,81.6,120.0,1.9662990196078431,after
2025-06-23/2025-06-29,F1-L1,398.83,13.6,20.0,81.6,120.0,4.887622549019608,before
2025-06-23/2025-06-29,F1-L2,417.23,20.4,30.0,122.39999999999999,180.0,3.40874183006536,after
2025-06-23/2025-06-29,F1-L2,551.39,20.4,30.0,122.39999999999999,180.0,4.504820261437908,before
2025-06-23/2025-06-29,F1-L3,198.48,8.5,12.5,51.0,75.0,3.891764705882353,after
2025-06-23/2025-06-29,F1-L3,297.90999999999997,8.5,12.5,51.0,75.0,5.841372549019607,before
2025-06-23/2025-06-29,F2-L1,157.67,20.4,30.0,122.39999999999999,180.0,1.288153594771242,after
2025-06-23/2025-06-29,F2-L1,228.7,20.4,30.0,122.39999999999999,180.0,1.8684640522875817,before
2025-06-23/2025-06-29,F2-L2,173.76,13.6,20.0,81.6,120.0,2.1294117647058823,after
2025-06-23/2025-06-29,F2-L2,226.03,13.6,20.0,81.6,120.0,2.7699754901960785,before
2025-06-23/2025-06-29,F2-L3,178.8,8.5,12.5,51.0,75.0,3.505882352941177,after
2025-06-23/2025-06-29,F2-L3,177.41,8.5,12.5,51.0,75.0,3.478627450980392,before
2025-06-30/2025-07-06,F1-L1,52.78,13.6,20.0,81.6,120.0,0.6468137254901961,after
2025-06-30/2025-07-06,F1-L1,262.8,13.6,20.0,81.6,120.0,3.220588235294118,before
2025-06-30/2025-07-06,F1-L2,249.53,20.4,30.0,122.39999999999999,180.0,2.0386437908496733,after
2025-06-30/2025-07-06,F1-L2,169.16,20.4,30.0,122.39999999999999,180.0,1.3820261437908496,before
2025-06-30/2025-07-06,F1-L3,99.75999999999999,8.5,12.5,51.0,75.0,1.9560784313725488,after
2025-06-30/2025-07-06,F1-L3,207.89000000000001,8.5,12.5,51.0,75.0,4.0762745098039215,before
2025-06-30/2025-07-06,F2-L1,49.01,20.4,30.0,122.39999999999999,180.0,0.40040849673202616,after
2025-06-30/2025-07-06,F2-L1,77.72,20.4,30.0,122.39999999999999,180.0,0.634967320261438,before
2025-06-30/2025-07-06,F2-L2,153.74,13.6,20.0,81.6,120.0,1.8840686274509806,after
2025-06-30/2025-07-06,F2-L2,17.83,13.6,20.0,81.6,120.0,0.21850490196078431,before
2025-06-30/2025-07-06,F2-L3,66.53,8.5,12.5,51.0,75.0,1.3045098039215686,after
2025-06-30/2025-07-06,F2-L3,210.75,8.5,12.5,51.0,75.0,4.132352941176471,before
2025-07-07/2025-07-13,F1-L1,5.64,13.6,20.0,81.6,120.0,0.06911764705882353,before
2025-07-07/2025-07-13,F1-L2,2.3499999999999996,20.4,30.0,122.39999999999999,180.0,0.019199346405228756,after
2025-07-07/2025-07-13,F1-L2,17.3,20.4,30.0,122.39999999999999,180.0,0.14133986928104578,before
2025-07-07/2025-07-13,F1-L3,0.37,8.5,12.5,51.0,75.0,0.0072549019607843135,after
2025-07-07/2025-07-13,F1-L3,5.74,8.5,12.5,51.0,75.0,0.11254901960784314,before
2025-07-07/2025-07-13,F2-L1,0.16,20.4,30.0,122.39999999999999,180.0,0.0013071895424836603,before
2025-07-07/2025-07-13,F2-L2,2.8,13.6,20.0,81.6,120.0,0.03431372549019608,before
2025-07-07/2025-07-13,F2-L3,10.569999999999999,8.5,12.5,51.0,75.0,0.20725490196078428,before
